N	2gram	Vygotskiy__2	Russkaja
1	не может	9	22
2	и не	7	19
3	в том	33	17
4	в этом	19	17
5	и в	15	14
6	с другом	2	14
7	друг с	2	14
8	то что	20	13
9	то же	5	11
10	точки зрения	26	11
11	таким образом	14	11
12	но и	10	10
13	в себе	2	9
14	не только	15	9
15	том что	27	9
16	с точки	18	9
17	может быть	9	9
18	во всяком	7	9
19	того чтобы	12	8
20	прежде всего	4	8
21	как на	1	8
22	самом деле	6	7
23	отнюдь не	2	7
24	и если	1	7
25	и с	4	7
26	в данном	3	7
27	к тому	7	7
28	стремление к	1	7
29	о том	9	7
30	самого себя	1	7
31	мы должны	6	7
32	к которой	1	6
33	в своем	9	6
34	и к	6	6
35	с тем	1	6
36	в своих	1	6
37	и при	1	6
38	признать что	4	6
39	если бы	8	6
40	все это	4	6
41	и для	2	6
42	для того	10	6
43	что он	12	6
44	всяком случае	6	6
45	для всех	4	6
46	для него	3	6
47	на самом	3	6
48	вопрос о	5	5
49	и на	1	5
50	между собой	1	5
51	во имя	1	5
52	во всех	2	5
53	на то	6	5
54	в нем	1	5
55	при этом	3	5
56	он не	7	5
57	он должен	2	5
58	было бы	10	5
59	в своей	4	5
60	никогда не	8	5
61	потому что	7	5
62	между тем	1	5
63	а потому	1	5
64	и только	3	5
65	только в	4	5
66	хотя бы	4	5
67	конечно не	1	5
68	или иной	2	5
69	до сих	1	5
70	из которых	3	5
71	по существу	5	5
72	сих пор	1	5
73	а в	4	5
74	жизни в	1	5
75	и то	1	4
76	бы то	1	4
77	но не	3	4
78	себе и	1	4
79	все же	4	4
80	более или	2	4
81	не в	8	4
82	в этой	6	4
83	тому чтобы	2	4
84	то ни	1	4
85	в совершенно	4	4
86	том случае	1	4
87	его в	1	4
88	как и	6	4
89	которой он	1	4
90	или менее	2	4
91	в их	2	4
92	точку зрения	6	4
93	тогда когда	5	4
94	во всем	2	4
95	от того	2	4
96	не могут	2	4
97	когда они	1	4
98	приводит к	5	4
99	можно было	5	4
100	и т.д	12	4
101	в его	2	4
102	так как	4	4
103	со стороны	3	4
104	вместе с	6	4
105	что же	2	4
106	как бы	7	4
107	к вопросу	2	4
108	что в	14	4
109	к этой	3	4
110	все что	5	4
111	и этот	1	3
112	так чтобы	1	3
113	говорить о	2	3
114	он сам	3	3
115	из этих	4	3
116	что они	3	3
117	в самом	11	3
118	что это	6	3
119	на том	2	3
120	и по	3	3
121	в другом	2	3
122	лишь в	3	3
123	для них	1	3
124	о которых	3	3
125	несмотря на	4	3
126	должно быть	2	3
127	но если	2	3
128	таким же	3	3
129	мы говорили	1	3
130	том чтобы	4	3
131	одна из	1	3
132	связи с	9	3
133	в сознании	1	3
134	то это	1	3
135	что оно	4	3
136	той или	2	3
137	приходит к	1	3
138	что все	4	3
139	данном случае	3	3
140	для этого	3	3
141	сводится к	1	3
142	может не	1	3
143	но мы	3	3
144	вопросу о	1	3
145	и во	1	3
146	борьбе с	1	3
147	что и	2	3
148	а следовательно	1	3
149	того что	17	3
150	одной из	3	3
151	в качестве	4	3
152	в виде	1	3
153	из них	3	3
154	друг друга	5	3
155	тем что	2	3
156	именно в	2	3
157	только к	1	3
158	что для	3	3
159	ко всем	1	3
160	и потому	1	3
161	да и	1	3
162	или в	3	3
163	о котором	1	3
164	и как	2	3
165	не есть	1	3
166	из этого	1	3
167	случае если	1	3
168	себя как	1	2
169	от этой	1	2
170	речь идет	2	2
171	говоря о	1	2
172	и есть	2	2
173	видеть в	1	2
174	к чему	2	2
175	из всех	2	2
176	виде чем	1	2
177	но даже	1	2
178	в ней	1	2
179	время в	1	2
180	именно на	1	2
181	по отношению	6	2
182	друг от	2	2
183	сама по	2	2
184	с этим	3	2
185	последнее время	5	2
186	что действительно	1	2
187	целый ряд	2	2
188	и наконец	1	2
189	но в	6	2
190	не можем	3	2
191	это есть	2	2
192	все эти	3	2
193	и тот	1	2
194	по самому	1	2
195	раз навсегда	1	2
196	состоит в	3	2
197	не к	1	2
198	дела не	1	2
199	и вот	1	2
200	на совершенно	1	2
201	факт что	1	2
202	мы уже	6	2
203	на этой	2	2
204	того или	1	2
205	по себе	7	2
