N	2gram	Propp_Isto_3	slovoVRo
1	и в	22	39
2	может быть	11	37
3	и т	16	35
4	и его	4	33
5	не только	14	24
6	и не	12	22
7	но и	12	21
8	не может	4	20
9	в нем	9	19
10	в этом	17	16
11	все это	1	16
12	так и	2	15
13	а не	6	14
14	человек и	1	14
15	как в	2	13
16	в пределах	4	13
17	вовсе не	2	10
18	к своему	1	9
19	и с	4	9
20	не в	4	9
21	таким образом	10	8
22	прежде всего	3	8
23	точки зрения	2	8
24	еще не	10	7
25	в него	2	7
26	при этом	2	7
27	в этих	11	7
28	с ним	1	7
29	никогда не	3	7
30	могут быть	5	7
31	как мы	8	7
32	в его	3	7
33	и даже	2	7
34	и потому	2	7
35	как бы	1	7
36	но не	7	6
37	в своем	2	6
38	все же	5	6
39	и к	3	6
40	но в	10	6
41	все эти	4	6
42	в них	6	6
43	как и	3	6
44	она не	4	6
45	в большинстве	1	6
46	там где	7	6
47	этом случае	5	6
48	жизни и	2	6
49	например в	2	5
50	героя и	1	5
51	в быту	1	5
52	человека в	1	5
53	это не	6	5
54	том что	8	5
55	по себе	1	5
56	но все	2	5
57	с другой	7	5
58	один из	5	5
59	в том	9	5
60	с ними	3	5
61	с одной	2	5
62	конечно не	1	5
63	уже не	7	5
64	и их	1	5
65	одной стороны	2	5
66	большинстве случаев	2	5
67	в плане	1	5
68	и для	2	5
69	только в	4	5
70	для нас	4	5
71	от него	2	5
72	и все	3	5
73	его не	3	4
74	и на	4	4
75	по отношению	2	4
76	отношение к	4	4
77	всех этих	2	4
78	то же	6	4
79	его в	3	4
80	входит в	1	4
81	с другими	1	4
82	ни в	2	4
83	не менее	5	4
84	в то	2	4
85	одна из	2	4
86	эти формы	1	4
87	во всем	1	4
88	здесь не	3	4
89	для этого	1	4
90	но здесь	1	4
91	дело с	2	4
92	так как	7	4
93	и др	2	4
94	себя и	1	4
95	языка не	1	4
96	на фоне	1	4
97	в основном	1	4
98	а в	6	4
99	отношению к	2	4
100	в таком	1	4
101	ту же	2	3
102	как это	4	3
103	должна быть	1	3
104	той же	2	3
105	человека и	1	3
106	в чем	3	3
107	стороны и	3	3
108	к новому	1	3
109	перед нами	1	3
110	и как	3	3
111	на этом	4	3
112	не с	2	3
113	с точки	1	3
114	и остается	1	3
115	его от	1	3
116	связи с	6	3
117	в ней	2	3
118	а также	2	3
119	к нему	5	3
120	между тем	2	3
121	что и	9	3
122	в свете	5	3
123	быть и	3	3
124	или даже	1	3
125	у него	3	3
126	в особенности	2	3
127	связан с	2	3
128	здесь в	1	3
129	в свою	4	3
130	в некоторых	5	3
131	связано с	4	3
132	если она	1	3
133	и там	4	3
134	и от	3	3
135	но это	3	3
136	что в	15	3
137	хотя бы	1	3
138	сказать что	3	3
139	речи и	1	3
140	героя в	1	3
141	во всяком	2	3
142	одним из	4	2
143	также и	1	2
144	это и	1	2
145	мы уже	6	2
146	мы не	1	2
147	но она	2	2
148	с ее	1	2
149	на них	1	2
150	но как	1	2
151	не все	6	2
152	в новом	1	2
153	с этим	8	2
154	кроме того	1	2
155	хотя и	2	2
156	бы только	1	2
157	роль в	2	2
158	но прежде	1	2
159	на его	3	2
160	т д	15	2
161	он не	5	2
162	в виде	2	2
163	и более	2	2
164	из него	1	2
165	в нее	2	2
166	здесь это	1	2
167	далеко не	3	2
168	независимо от	2	2
169	и вне	1	2
170	мы видели	13	2
171	чем в	1	2
172	и другие	4	2
173	которые в	1	2
174	но он	4	2
175	однако в	1	2
176	даже в	2	2
177	того как	1	2
178	в одном	2	2
179	с материалом	1	2
180	с одним	2	2
181	к ней	4	2
182	отличается от	1	2
183	и другим	1	2
184	говорит и	2	2
185	свою очередь	1	2
186	на нем	1	2
187	в себя	1	2
188	так в	6	2
189	в дальнейшем	4	2
190	в другом	2	2
191	и здесь	7	2
192	о том	3	2
193	в различных	1	2
