N	2gram	Tiupa_Anal_3	Problema
1	и не	12	28
2	то есть	10	27
3	не только	22	24
4	только в	2	23
5	вовсе не	1	21
6	и в	18	20
7	в том	9	20
8	все эти	2	16
9	то что	2	15
10	потому что	1	15
11	точки зрения	3	14
12	у нас	1	14
13	той или	3	14
14	было бы	3	14
15	но и	13	14
16	перед нами	4	13
17	не в	6	13
18	или иной	5	13
19	в себе	2	12
20	том что	12	12
21	не есть	4	12
22	с точки	2	11
23	по себе	4	11
24	прежде всего	5	11
25	как будто	1	11
26	едва ли	3	10
27	отнюдь не	4	10
28	тем не	2	10
29	и его	13	10
30	не менее	4	10
31	так и	14	10
32	в качестве	12	10
33	не является	5	10
34	в этом	14	9
35	может быть	9	9
36	и даже	8	9
37	все это	3	9
38	но в	2	8
39	таким образом	4	8
40	если бы	1	8
41	что он	4	8
42	в той	2	8
43	в результате	5	8
44	и все	2	8
45	во всяком	2	8
46	то же	3	7
47	мы не	3	7
48	в ней	2	7
49	еще не	6	7
50	это не	2	7
51	здесь не	3	7
52	хотя бы	1	7
53	есть в	1	7
54	с другой	7	7
55	именно в	3	7
56	сказать что	2	7
57	а не	9	7
58	и потому	2	7
59	такого рода	5	7
60	сам по	1	6
61	есть не	2	6
62	мы имеем	5	6
63	только при	1	6
64	при этом	11	6
65	всех этих	1	6
66	об этом	2	6
67	художественный образ	1	6
68	как и	14	6
69	в данном	4	6
70	но если	1	6
71	и без	3	6
72	по крайней	4	6
73	а также	2	6
74	крайней мере	4	6
75	так что	1	6
76	в одно	1	6
77	по своему	2	6
78	но это	1	6
79	и от	2	6
80	другой стороны	5	6
81	в таком	1	6
82	на самом	1	5
83	но не	7	5
84	как в	3	5
85	хотя и	2	5
86	в нем	2	5
87	да и	2	5
88	в них	2	5
89	мере не	1	5
90	когда мы	2	5
91	и о	1	5
92	в ее	3	5
93	данном случае	3	5
94	о том	6	5
95	можно сказать	4	5
96	жизни и	1	5
97	уже не	5	5
98	случае не	1	5
99	не может	2	5
100	вместе с	2	5
101	это и	2	4
102	человеческих отношений	1	4
103	и есть	1	4
104	нет никакой	1	4
105	уже в	3	4
106	тут и	1	4
107	в этой	6	4
108	что она	2	4
109	с тем	2	4
110	несмотря на	2	4
111	в своей	1	4
112	всяком случае	2	4
113	в одном	4	4
114	тем самым	4	4
115	только не	3	4
116	в самой	1	4
117	указывает на	3	4
118	здесь как	1	4
119	жизнь и	3	4
120	с ним	1	4
121	никак не	1	4
122	во всех	2	4
123	и только	1	4
124	тем более	1	4
125	одной из	1	4
126	и ее	2	4
127	или даже	1	4
128	что не	3	4
129	уже давно	1	4
130	с этим	3	4
131	как бы	10	4
132	в художественном	1	4
133	как раз	7	4
134	и для	2	4
135	же в	2	4
136	а в	10	4
137	в то	3	4
138	самом деле	2	3
139	в зависимости	1	3
140	он как	1	3
141	и на	4	3
142	он был	1	3
143	но как	3	3
144	в истории	1	3
145	в своем	4	3
146	и к	4	3
147	второго порядка	2	3
148	бы и	2	3
149	учение о	1	3
150	человека в	1	3
151	в другом	1	3
152	того или	1	3
153	с другими	1	3
154	этом смысле	1	3
155	в жизни	2	3
156	как это	3	3
157	связи с	1	3
158	вплоть до	2	3
159	как о	1	3
160	дело не	3	3
161	на себе	1	3
162	у пушкина	3	3
163	казалось бы	1	3
164	имеем дело	4	3
165	и является	1	3
166	зависимости от	1	3
167	к тому	6	3
168	себе в	1	3
169	как мы	1	3
170	в его	7	3
171	что и	5	3
172	всякого рода	1	3
173	для всех	2	3
174	в начале	6	3
175	только к	2	3
176	здесь мы	1	3
177	для него	6	3
178	мы можем	2	3
179	тем что	2	3
180	для того	1	3
181	не было	3	3
182	были бы	3	3
183	еще и	3	3
184	в связи	1	3
185	о себе	2	3
186	к его	1	3
187	независимо от	1	3
188	из которых	1	3
189	или иного	1	3
190	а если	1	3
191	что мы	2	3
192	между прочим	1	3
193	это уже	1	3
194	и как	4	3
195	мы должны	1	3
196	все они	2	3
197	в мифе	1	3
198	не говоря	1	3
199	совершенно не	2	3
200	из этого	1	3
201	что в	9	3
202	или к	1	2
203	нам кажется	2	2
204	по преимуществу	2	2
205	уже по	2	2
206	они могут	1	2
207	говорить о	3	2
208	ему в	1	2
209	и он	2	2
210	нет в	1	2
211	между собой	1	2
212	мы читаем	1	2
213	иное как	1	2
214	говоря уже	1	2
215	нам представляется	2	2
216	столь же	4	2
217	то мы	1	2
218	за пределы	1	2
219	что они	3	2
220	сама по	2	2
221	что во	1	2
222	все же	4	2
223	достаточно ясно	1	2
224	говорит что	1	2
225	то ли	2	2
226	то в	2	2
227	со своей	8	2
228	в известном	1	2
229	тому же	3	2
230	она-то и	1	2
231	на его	2	2
232	что каждая	1	2
233	никакой возможности	1	2
234	он не	6	2
235	с ее	3	2
236	том чтобы	1	2
237	не будет	3	2
238	и может	1	2
239	его в	3	2
240	далеко не	4	2
241	речь о	1	2
242	и тогда	1	2
243	однако этот	1	2
244	не будем	1	2
245	и всякого	1	2
246	однако в	5	2
247	бы быть	1	2
248	чистом виде	2	2
249	того же	5	2
250	но они	2	2
251	дело в	2	2
252	того чтобы	1	2
253	по одному	1	2
254	и по	2	2
255	во всем	3	2
256	и всех	1	2
257	в стихотворении	1	2
258	для себя	1	2
259	сравнении с	2	2
260	в пределах	4	2
261	и прочих	1	2
262	и каждый	1	2
263	для этого	1	2
264	одному этому	1	2
265	в значительной	2	2
266	это было	1	2
267	на всех	1	2
268	с его	8	2
269	в литературе	1	2
270	тот же	1	2
271	с ними	1	2
272	дело с	3	2
273	по этому	1	2
274	тот или	2	2
275	есть ни	1	2
276	со всеми	2	2
277	себя в	4	2
278	своим собственным	1	2
279	заключается в	1	2
280	в конце	5	2
281	о которых	2	2
282	в самом	5	2
283	не обязательно	1	2
284	а именно	1	2
285	и прежде	2	2
286	что иное	1	2
287	это все	1	2
288	она является	1	2
289	говорит о	2	2
290	был в	1	2
291	в чистом	1	2
292	действительность в	1	2
293	как предмет	1	2
294	от нас	1	2
295	каждой из	1	2
296	другое дело	1	2
297	будто бы	1	2
298	как показывает	2	2
299	жизни в	1	2
300	в частности	12	2
301	в сравнении	2	2
302	не что	1	2
303	но наоборот	1	1
304	как известно	1	1
305	также что	1	1
306	говоря о	1	1
307	но особенно	1	1
308	предполагает как	1	1
309	у гоголя	1	1
310	таком случае	1	1
311	человека и	1	1
312	связана с	1	1
313	сне он	1	1
314	не признает	1	1
315	перед лицом	1	1
316	тем же	1	1
317	от своей	2	1
318	к другому	1	1
319	и до	1	1
320	в году	3	1
321	свободно а	1	1
322	элементы и	1	1
323	сказаться на	1	1
324	при анализе	1	1
325	собой как	1	1
326	на первом	1	1
327	что между	1	1
328	что если	1	1
329	вопрос о	1	1
330	единство и	1	1
331	себе чтобы	1	1
332	д и	1	1
333	на себя	2	1
334	на свою	1	1
335	мы и	1	1
336	и самого	6	1
337	целое и	1	1
338	на них	1	1
339	и четвертой	1	1
340	время в	1	1
341	истории в	1	1
342	тем как	1	1
343	там и	1	1
344	о смерти	3	1
345	мы будем	1	1
346	легко может	1	1
347	не все	1	1
348	если в	3	1
349	должны были	1	1
350	отношение к	1	1
351	говорилось выше	1	1
352	единая и	1	1
353	в гости	1	1
354	оказывается не	1	1
355	как к	2	1
356	как нам	5	1
357	легко поддается	1	1
358	разного рода	1	1
359	этом же	1	1
360	заключен в	1	1
361	когда он	2	1
362	могли бы	2	1
363	даже так	1	1
364	напомним что	1	1
365	имеет в	1	1
366	в противоположность	2	1
367	и хотя	1	1
368	или иную	1	1
369	для которого	1	1
370	смыслом а	1	1
371	в целом	3	1
372	бы сказать	1	1
373	события или	1	1
374	бы не	1	1
375	из этих	3	1
376	поскольку в	1	1
377	это тот	1	1
378	с их	3	1
379	с художественной	1	1
380	на то	1	1
381	в случае	5	1
382	мирового фольклора	1	1
383	все другие	1	1
384	они в	1	1
385	и еще	1	1
386	в принципе	2	1
387	и любовное	1	1
388	в силу	1	1
389	себя самой	1	1
390	русской классической	1	1
391	тем в	1	1
392	в поведении	1	1
393	себя не	1	1
394	нами единая	1	1
395	пушкина являются	1	1
396	дело здесь	1	1
397	он есть	1	1
398	своя собственная	1	1
399	претендуют на	1	1
400	отличать от	1	1
401	чаще всего	1	1
402	отражение в	1	1
403	смерть и	1	1
404	солнце и	1	1
405	из нее	1	1
406	рядом с	1	1
407	не всегда	3	1
408	во внимание	1	1
409	есть явление	1	1
410	он своего	1	1
411	жизни но	1	1
412	должно быть	1	1
413	в войне	1	1
414	как все	1	1
415	в их	6	1
416	его интерпретаций	1	1
417	себе а	1	1
418	не как	2	1
419	что при	1	1
420	бы мы	1	1
421	от его	2	1
422	очевиден что	1	1
423	однако сам	1	1
424	поэтому в	2	1
425	и вот	2	1
426	этих моментов	2	1
427	менее как	1	1
428	в своих	1	1
429	войти в	1	1
430	на всю	1	1
431	даже в	2	1
432	о подлинном	1	1
433	дело когда	1	1
434	с теми	1	1
435	на два	2	1
436	сознания однако	1	1
437	является на	1	1
438	которого он	2	1
439	от жизни	1	1
440	у него	1	1
441	пока еще	3	1
442	никогда не	5	1
443	ничего не	3	1
444	под этим	1	1
445	отношения поскольку	1	1
446	или как	1	1
447	с одним	1	1
448	своей природе	1	1
449	по своей	2	1
450	ему и	1	1
451	под названием	1	1
452	с новой	1	1
453	и делает	1	1
454	в основе	1	1
455	перед ним	1	1
456	и далее	1	1
457	уже о	1	1
458	искусства и	1	1
459	не могут	1	1
460	можно поставить	1	1
461	могут быть	2	1
462	в категориях	1	1
463	но едва	1	1
464	с полной	1	1
465	бы он	1	1
466	что уже	1	1
467	в каждом	3	1
468	и был	1	1
469	достоевского где	1	1
470	свою очередь	4	1
471	матери в	1	1
472	всего этого	1	1
473	есть само	1	1
474	и сам	4	1
475	особенно в	1	1
476	произведения не	1	1
477	начале этого	2	1
478	о ней	1	1
479	дочь его	1	1
480	именно потому	1	1
481	и здесь	2	1
482	внимание на	4	1
483	читателя как	1	1
484	в глаза	2	1
485	одного из	1	1
486	в новую	2	1
487	мог бы	1	1
488	основе своей	1	1
489	все его	1	1
490	этих двух	1	1
491	каждом из	1	1
492	произведение является	1	1
