N	2gram	Losev_Prob_5	StatiiOP
1	в и	1	130
2	и в	30	44
3	в том	12	36
4	и т	1	30
5	что в	5	30
6	том что	17	29
7	в этом	17	21
8	т д	1	21
9	вовсе не	8	19
10	не только	18	18
11	то что	18	18
12	было бы	4	17
13	о том	12	17
14	а в	6	17
15	а не	5	16
16	и не	12	16
17	может быть	7	15
18	в области	2	14
19	в данном	2	14
20	как в	2	13
21	можно было	2	13
22	не в	7	12
23	в первой	2	12
24	самом деле	2	11
25	в этой	10	11
26	того чтобы	2	11
27	у нас	7	11
28	точки зрения	10	11
29	но в	9	10
30	ясно что	4	10
31	для того	3	10
32	что он	7	10
33	только в	9	10
34	но и	13	10
35	также и	12	9
36	как и	7	9
37	в отношении	3	9
38	в то	4	9
39	так и	7	9
40	того что	3	9
41	в его	12	9
42	с другой	6	9
43	все же	9	8
44	это не	2	8
45	из них	2	8
46	с точки	8	8
47	и его	6	8
48	не может	5	8
49	я не	2	7
50	что они	3	7
51	в самом	5	7
52	так например	1	7
53	таким образом	13	7
54	другой стороны	6	7
55	для нас	10	7
56	и об	1	7
57	этом отношении	1	7
58	до сих	2	7
59	прежде всего	6	7
60	сих пор	2	7
61	сказать что	9	7
62	по поводу	2	7
63	на самом	1	6
64	со стороны	1	6
65	из этих	1	6
66	в своей	22	6
67	потому что	13	6
68	данном случае	2	6
69	что и	6	6
70	всяком случае	2	6
71	так что	11	6
72	именно в	3	6
73	дело в	2	6
74	но это	1	6
75	хотя бы	2	6
76	во всяком	2	6
77	и то	5	5
78	то же	2	5
79	уже о	1	5
80	все эти	2	5
81	в нем	6	5
82	и по	1	5
83	г в	1	5
84	такой же	1	5
85	в котором	2	5
86	не менее	5	5
87	вплоть до	1	5
88	никогда не	7	5
89	могут быть	1	5
90	так как	6	5
91	тем что	2	5
92	и даже	14	5
93	там где	1	5
94	xix в	4	5
95	все это	1	5
96	была бы	2	5
97	жизни и	2	5
98	так же	5	5
99	как это	1	4
100	это и	1	4
101	в которой	5	4
102	вопрос о	1	4
103	в новом	1	4
104	бы и	1	4
105	что это	1	4
106	на то	2	4
107	что она	1	4
108	по словам	2	4
109	но все	4	4
110	эту тему	1	4
111	но я	1	4
112	том как	1	4
113	и сейчас	2	4
114	во времена	2	4
115	представление о	2	4
116	и очень	1	4
117	можно ли	1	4
118	не имеет	1	4
119	же время	1	4
120	как будто	3	4
121	за что	4	4
122	в ее	3	4
123	что у	5	4
124	и что	6	4
125	во втором	2	4
