N	3gram	Vygotskiy__2	Freidism
1	с точки зрения	18	11
2	по отношению к	5	8
3	во всяком случае	6	7
4	не может быть	6	7
5	в самом деле	4	6
6	в зависимости от	6	4
7	в данном случае	3	4
8	на самом деле	2	4
9	можно сказать что	1	4
10	как мы уже	3	4
11	как мы видели	1	4
12	если бы он	1	3
13	для того чтобы	10	3
14	бы то ни	1	3
15	в собственном смысле	3	3
16	к тому чтобы	2	3
17	на этот вопрос	5	3
18	и тот же	1	3
19	один и тот	1	3
20	с помощью которых	1	3
21	с самого начала	1	3
22	в конечном счете	4	3
23	из тех же	1	2
24	то же самое	2	2
25	точку зрения на	1	2
26	до сих пор	1	2
27	не отличается от	1	2
28	в таких случаях	1	2
29	в отличие от	3	2
30	с помощью которого	2	2
31	не могут быть	1	2
32	а с другой	4	2
33	благодаря тому что	1	2
34	в этом отношении	3	2
35	зависимости от того	1	2
36	то ни было	1	2
37	с одной стороны	7	2
38	на всю жизнь	1	2
39	в высшей степени	7	2
40	мы видели что	3	2
41	и все те	1	1
42	том что в	2	1
43	как в отношении	1	1
44	мы видим в	2	1
45	или хотя бы	1	1
46	сводится к тому	1	1
47	отношение ребенка к	1	1
48	ответить на этот	1	1
49	научной точки зрения	1	1
50	самом деле если	1	1
51	те же самые	1	1
52	как бы ни	1	1
53	что нам известно	4	1
54	объяснения человеческого поведения	1	1
55	в первые годы	2	1
56	именно для данного	1	1
57	о которой мы	1	1
58	мы находим в	1	1
59	что с точки	1	1
60	как и все	1	1
61	первые годы жизни	2	1
62	самом деле что	1	1
63	хотя бы и	2	1
64	в подтверждение этого	1	1
65	решающее значение для	1	1
66	и окружающей его	1	1
67	друг на друга	1	1
68	на самом же	1	1
69	только то что	1	1
70	из того что	4	1
71	что мы знаем	6	1
72	но никогда не	1	1
73	как со стороны	1	1
74	он приходит к	1	1
75	и вовсе не	1	1
76	мы старались показать	2	1
77	ибо как мы	1	1
78	в коем случае	1	1
79	и со стороны	1	1
80	того что нам	2	1
81	ни в коем	1	1
82	однако и здесь	1	1
83	мы не знаем	1	1
84	таким образом и	1	1
85	но вместе с	1	1
86	же как он	1	1
87	и не могут	1	1
88	все без исключения	1	1
89	по сравнению с	5	1
90	приходит к выводу	1	1
91	в такой же	1	1
92	мы говорили выше	1	1
93	говорили выше в	1	1
94	то что он	2	1
95	порыва lan vital	1	1
96	в этой теории	2	1
97	собственном смысле слова	3	1
98	ответ на этот	1	1
99	не опирается на	1	1
100	мы знаем о	2	1
101	мы все время	1	1
102	тому чтобы узнать	1	1
103	с научной точки	1	1
104	ситуации в которой	1	1
105	что же это	1	1
106	свою точку зрения	1	1
107	если мы обратимся	1	1
108	и речи мы	1	1
109	и все же	1	1
110	это было бы	1	1
111	в переводе на	1	1
112	старались показать что	1	1
113	так и со	1	1
114	как уже сказано	2	1
115	то обстоятельство что	1	1
116	мы не можем	3	1
117	имеем в виду	1	1
118	мы не будем	1	1
119	в такой форме	1	1
120	коем случае не	1	1
121	в некоторых отношениях	1	1
122	и для развития	1	1
123	о том что	4	1
124	ничего общего с	1	1
125	к выводу что	1	1
126	не только не	1	1
127	той или иной	1	1
128	или во всяком	2	1
129	мы имеем в	1	1
130	смысле этого слова	3	1
131	мы обратимся к	1	1
132	которой мы говорили	1	1
133	в этом смысле	2	1
134	известно из других	1	1
135	из этих двух	1	1
136	для самого себя	1	1
137	нам известно из	2	1
138	то же что	1	1
139	самом же деле	1	1
140	в том что	21	1
141	в результате получается	1	1
142	она не может	1	1
143	вопрос который в	1	1
144	но в чем	1	1
