N	2gram	Vinokur_St_1	Myshleni
1	и в	44	28
2	в том	36	28
3	то что	18	28
4	в этом	21	27
5	в развитии	1	24
6	того что	9	24
7	потому что	6	22
8	том что	29	19
9	не может	8	19
10	таким образом	7	18
11	что он	10	18
12	только в	10	18
13	что в	30	17
14	не только	18	16
15	так же	5	15
16	точки зрения	11	13
17	может быть	15	13
18	сказать что	7	13
19	в школе	1	12
20	тому что	3	11
21	и не	16	11
22	что мы	5	11
23	как бы	4	11
24	но не	3	10
25	по отношению	3	10
26	с точки	8	10
27	в отношении	9	10
28	того чтобы	11	10
29	к тому	1	10
30	как мы	1	10
31	так как	5	10
32	от того	1	10
33	но и	10	10
34	отношению к	3	10
35	было бы	17	9
36	в процессе	1	9
37	между собой	1	9
38	в самом	7	8
39	тем самым	2	8
40	никогда не	5	8
41	тем что	5	8
42	для того	10	8
43	еще не	3	8
44	как известно	1	7
45	того же	3	7
46	то же	5	7
47	в сущности	2	7
48	отношение к	2	7
49	в своем	2	7
50	в которой	4	7
51	с самого	1	7
52	он не	2	7
53	в нем	5	7
54	заключается в	4	7
55	показывает что	1	7
56	можно было	13	7
57	если бы	9	7
58	и других	1	7
59	там где	5	7
60	вместе с	1	7
61	что оно	3	7
62	же как	3	6
63	мы не	2	6
64	в чем	3	6
65	и к	1	6
66	как и	9	6
67	для него	6	6
68	не имеет	4	6
69	тогда когда	1	6
70	когда мы	1	6
71	то время	2	6
72	так и	9	6
73	и что	4	6
74	можно сказать	1	6
75	его в	2	6
76	так что	6	6
77	как раз	4	6
78	в области	14	6
79	вообще не	2	6
80	в то	9	6
81	том же	1	5
82	показать что	1	5
83	в зависимости	1	5
84	вопрос о	4	5
85	время как	2	5
86	из того	2	5
87	зависимости от	1	5
88	и на	1	5
89	но в	10	5
90	то в	3	5
91	в этой	11	5
92	что все	2	5
93	и тем	3	5
94	с тем	1	5
95	того как	1	5
96	в разных	1	5
97	один раз	1	5
98	не могут	1	5
99	могут быть	5	5
100	языка и	4	5
101	это не	8	5
102	в свете	1	5
103	и все	2	5
104	например в	8	4
105	и то	5	4
106	в первом	2	4
107	той же	5	4
108	если я	1	4
109	мы имеем	2	4
110	совпадает с	2	4
111	я не	7	4
112	во всех	8	4
113	в одной	1	4
114	в той	6	4
115	с этим	3	4
116	целый ряд	2	4
117	в себе	2	4
118	в нашем	1	4
119	на то	4	4
120	в наших	2	4
121	но если	4	4
122	он должен	2	4
123	не в	12	4
124	нас к	1	4
125	в сознании	2	4
126	что на	2	4
127	оно не	1	4
128	что при	2	4
129	на основе	1	4
130	как по	1	4
131	ясно что	10	4
132	что и	6	4
133	именно в	6	4
134	в качестве	4	4
135	и обратно	1	4
136	которые в	2	4
137	но что	1	4
138	на этот	3	4
