N	3gram	Medvedev_F_2	Problema
1	в настоящее время	1	16
2	тем не менее	1	12
3	в таком случае	1	10
4	во всяком случае	5	10
5	в конце концов	2	7
6	в этом случае	1	7
7	по крайней мере	1	6
8	так или иначе	1	6
9	и т д	5	6
10	в этом смысле	2	5
11	в данном случае	1	5
12	с одной стороны	1	5
13	в связи с	10	5
14	того или иного	4	5
15	с другой стороны	3	5
16	более или менее	1	4
17	как раз и	3	4
18	только в том	1	4
19	до сих пор	1	4
20	говоря уже о	1	4
21	что же такое	1	4
22	в то же	5	4
23	сама по себе	1	4
24	той или другой	1	4
25	в том что	2	4
26	не говоря уже	1	4
27	что иное как	1	3
28	на первый план	2	3
29	но и в	3	3
30	только то что	1	3
31	вовсе ничего не	1	3
32	было говорить о	2	3
33	и в этом	5	3
34	не может быть	10	3
35	в этой области	1	3
36	есть не что	1	3
37	не что иное	1	3
38	вовсе не является	1	3
39	то во всяком	1	2
40	самостоятельное значение и	1	2
41	на самом деле	3	2
42	в самом деле	5	2
43	с самого начала	2	2
44	сами по себе	2	2
45	можно говорить о	1	2
46	бы то ни	1	2
47	можно было говорить	1	2
48	в данное время	1	2
49	по самому своему	1	2
50	то или иное	1	2
51	в том случае	2	2
52	может быть и	3	2
53	даже и не	2	2
54	для того чтобы	3	2
55	и многие другие	1	2
56	и тот же	1	2
57	имеем в виду	1	2
58	говорить только о	1	2
59	один из моментов	1	2
60	у нас не	1	2
61	один и тот	1	2
62	не совпадает с	1	2
63	только в связи	1	2
64	это и есть	1	2
65	связи с этим	3	2
66	ничего общего с	1	2
67	и прежде всего	2	2
68	по этому поводу	1	2
69	том или ином	1	2
70	до последнего времени	1	1
71	но как раз	1	1
72	такое представление о	2	1
73	отнюдь не в	1	1
74	прежде всего как	1	1
75	в какой мере	2	1
76	то ни стало	2	1
77	чтобы можно было	1	1
78	иметь в виду	1	1
79	а вовсе не	1	1
80	мы возьмем слово	1	1
81	но даже и	1	1
82	чем иным как	1	1
83	является не только	1	1
84	нам кажется что	1	1
85	в области гуманитарных	1	1
86	потому что не	1	1
87	он не может	1	1
88	языка и литературы	1	1
89	во что бы	1	1
90	является не чем	1	1
91	и не может	3	1
92	том случае если	1	1
93	в зависимости от	3	1
94	или иное значение	1	1
95	языка как системы	1	1
96	в этом отношении	7	1
97	звука и его	2	1
98	в собственном смысле	1	1
99	и для всех	1	1
100	что в нем	2	1
101	к тому чтобы	2	1
102	не могут как	1	1
103	представляется нам в	1	1
104	то и другое	2	1
105	вместе с тем	4	1
106	возникает вопрос о	1	1
107	и в этих	1	1
108	и в то	3	1
109	именно в таком	1	1
110	же в таком	1	1
111	это может быть	1	1
112	что бы то	1	1
113	но и всякое	1	1
114	что не есть	1	1
115	не чем иным	1	1
116	при таком положении	1	1
117	и всякое вообще	1	1
118	тем что он	1	1
119	именно как таковой	1	1
120	с его значением	1	1
121	как один из	1	1
122	слов и в	1	1
123	он был бы	1	1
124	в том или	1	1
125	при этом условии	1	1
126	не является такой	1	1
127	не тем что	1	1
128	все более и	1	1
129	этого термина и	1	1
130	в учении о	1	1
131	по себе эти	2	1
132	науки о языке	1	1
133	только о некоторых	1	1
134	что же это	1	1
135	но тем не	1	1
136	быть даже и	1	1
137	мы не можем	1	1
138	области гуманитарных наук	1	1
139	так и в	3	1
140	здесь не может	1	1
141	не в плане	1	1
142	язык как система	1	1
143	и речи но	1	1
144	как такового в	2	1
145	хотя бы в	3	1
146	и тем самым	1	1
147	более и более	1	1
148	слова вовсе не	1	1
149	языка как такового	5	1
150	но все же	2	1
151	же это за	1	1
152	мы имеем в	1	1
153	ни о каком	3	1
154	уже не вполне	1	1
155	мы бы сказали	1	1
156	этом смысле и	1	1
157	в узком смысле	1	1
158	с самим собою	1	1
159	и в его	1	1
160	что слово есть	1	1
161	и относиться к	1	1
162	на то чтобы	1	1
163	и входит в	1	1
164	может быть даже	1	1
