N	2gram	Tiupa_Disk_1	Problema
1	то есть	20	39
2	то что	5	38
3	и не	11	37
4	и в	16	35
5	не есть	2	33
6	не только	28	24
7	сказать что	3	24
8	том что	19	19
9	что такое	1	18
10	о том	8	18
11	может быть	17	18
12	в этом	15	17
13	и вообще	2	16
14	но и	14	16
15	такого рода	4	15
16	только в	7	14
17	не менее	2	13
18	потому что	4	13
19	не может	9	13
20	и что	2	13
21	во всяком	2	13
22	также и	3	12
23	тем не	1	12
24	того что	3	12
25	в том	23	12
26	хотя бы	3	12
27	не будет	1	11
28	значения и	1	11
29	и даже	3	11
30	прежде всего	11	11
31	что в	4	11
32	в таком	1	11
33	таком случае	1	10
34	и то	1	10
35	говорить о	1	10
36	еще не	14	10
37	всяком случае	1	10
38	а не	22	10
39	в данном	5	10
40	да и	1	10
41	тем более	1	10
42	едва ли	2	9
43	в этой	2	9
44	пока еще	6	9
45	для себя	4	9
46	только на	1	9
47	что же	2	9
48	этого термина	2	8
49	тут же	1	8
50	все же	3	8
51	по себе	3	8
52	в виду	2	8
53	было бы	1	8
54	уже не	4	8
55	при помощи	1	8
56	как раз	1	8
57	только о	1	8
58	бы и	1	7
59	того или	2	7
60	мы не	1	7
61	тем самым	1	7
62	не имеет	1	7
63	не является	4	7
64	в конце	1	7
65	так и	8	7
66	в его	7	7
67	этом случае	1	7
68	определенного рода	1	6
69	мы и	1	6
70	с другой	10	6
71	но как	2	6
72	а только	1	6
73	но в	8	6
74	на то	1	6
75	по крайней	2	6
76	мы можем	1	6
77	не о	1	6
78	как будто	1	6
79	крайней мере	2	6
80	когда мы	1	6
81	же самое	2	6
82	можно сказать	5	6
83	в виде	1	6
84	в области	1	6
85	а именно	1	6
86	о чем	2	6
87	но это	1	6
88	не существует	1	6
89	в то	3	6
90	то же	7	5
91	между собой	2	5
92	по своему	3	5
93	отнюдь не	8	5
94	с этим	3	5
95	в самом	3	5
96	в себе	7	5
97	с другими	1	5
98	этом смысле	1	5
99	но уже	1	5
100	как и	16	5
101	и без	2	5
102	представление о	1	5
103	и более	1	5
104	раз и	1	5
105	связи с	4	5
106	к сфере	1	5
107	будто бы	2	5
108	той или	3	5
109	указывает на	2	5
110	и это	1	5
111	как мы	2	5
112	данном случае	2	5
113	языка и	2	5
114	и на	5	5
115	тот или	2	5
116	с одной	9	5
117	одной стороны	9	5
118	или иной	5	5
119	еще и	1	5
120	что не	4	5
121	другой стороны	3	5
122	в частности	9	5
123	в связи	1	5
124	и все	2	5
125	или иного	1	5
126	самом деле	1	4
127	на самом	1	4
128	человеческой речи	1	4
129	и есть	2	4
130	не вполне	1	4
131	не был	1	4
132	но не	11	4
133	не все	1	4
134	в своем	6	4
135	и как	6	4
136	более или	2	4
137	что она	1	4
138	всех этих	1	4
139	таким образом	3	4
140	заключается в	3	4
141	и тем	2	4
142	далеко не	10	4
143	которой он	1	4
144	как таковой	1	4
145	или менее	2	4
146	в этих	1	4
147	собой и	1	4
148	для каждого	1	4
149	до сих	1	4
150	но только	1	4
151	что на	1	4
152	в каком	1	4
153	уже о	2	4
154	стороны и	2	4
155	не могут	1	4
156	и вполне	1	4
157	все еще	1	4
158	и о	4	4
159	говоря уже	2	4
160	разного рода	2	4
161	если бы	1	4
162	значение в	1	4
163	что он	4	4
164	есть в	2	4
165	то и	1	4
166	нами не	1	4
167	тем что	3	4
168	ни о	1	4
169	в область	1	4
170	как бы	5	4
171	слова и	1	4
172	сих пор	1	4
173	значения слова	1	4
174	в результате	1	4
175	а в	5	4
176	не говоря	2	4
177	можно говорить	1	3
178	это и	1	3
179	и должны	1	3
180	в их	5	3
181	обойтись без	1	3
182	вопрос о	1	3
183	в нашем	1	3
184	нет и	1	3
185	что они	1	3
186	в истории	4	3
187	просто как	1	3
188	хотя и	2	3
189	не было	7	3
190	не являются	1	3
191	и к	4	3
192	только то	1	3
193	в целом	4	3
194	из этих	1	3
195	в случае	1	3
196	быть только	1	3
197	при этом	13	3
198	и по	2	3
199	введение в	1	3
200	людей между	1	3
201	лишь в	4	3
202	для них	1	3
203	о которых	1	3
204	с тем	1	3
205	в слове	1	3
206	несмотря на	1	3
207	в чистом	1	3
208	и тоже	1	3
209	и того	3	3
210	или точнее	1	3
211	к предмету	1	3
212	должны были	1	3
213	чистом виде	1	3
214	в науке	2	3
215	и притом	1	3
216	в основе	7	3
217	мы все	1	3
218	и является	1	3
219	не знает	1	3
220	оно не	2	3
221	если же	1	3
222	с самого	1	3
223	на том	2	3
224	он сам	1	3
225	внимание на	4	3
226	требует для	2	3
227	в значительной	2	3
228	нас в	1	3
229	определение и	1	3
230	том или	1	3
231	один из	3	3
232	и всякий	1	3
233	уже в	2	3
234	в нашей	1	3
235	или даже	2	3
236	и их	1	3
237	даже не	1	3
238	же о	1	3
239	может ли	1	3
240	только его	1	3
241	если оно	1	3
242	тому как	3	3
243	к тому	5	3
244	и от	1	3
245	о котором	2	3
246	мы должны	1	3
247	тех или	1	3
248	это тоже	1	3
249	здесь только	1	3
250	одновременно и	2	3
251	в своих	3	3
252	речь идет	1	2
253	чтобы не	1	2
254	по преимуществу	1	2
