N	3gram	Vygotskiy__4	VLabPisa
1	и т д	2	15
2	и т п	3	9
3	с другой стороны	2	8
4	не может быть	1	8
5	по отношению к	1	7
6	то же время	1	5
7	в конечном счете	1	5
8	в то же	1	5
9	не следует понимать	1	5
10	не было бы	1	4
11	в художественном произведении	1	4
12	можно сказать что	1	4
13	равно как и	1	4
14	в том что	12	4
15	о том как	2	3
16	как это делает	2	3
17	и в то	1	3
18	вместе с тем	2	3
19	вот что говорит	1	3
20	это и есть	3	3
21	о том что	10	3
22	к тому что	5	3
23	над анной карениной	1	2
24	подобно тому как	1	2
25	также и в	1	2
26	до сих пор	3	2
27	что все эти	1	2
28	только то что	1	2
29	таким образом в	2	2
30	можно было бы	4	2
31	и не может	1	2
32	в том чтобы	3	2
33	в нашей схеме	1	2
34	с одной стороны	3	2
35	в конце концов	3	2
36	во всех этих	2	2
37	из них не	1	2
38	во всяком случае	3	2
39	в точном смысле	1	2
40	этой точки зрения	1	2
41	не только не	2	2
42	мы знаем что	1	2
43	таким образом по	1	2
44	для того чтобы	19	2
45	бы не было	1	2
46	и может быть	4	1
47	в себе десятки	1	1
48	сам толстой говорил	1	1
49	на этот вопрос	1	1
50	то что должно	1	1
51	и в результате	1	1
52	другой стороны он	1	1
53	органической связи с	1	1
54	это то что	1	1
55	в виду не	1	1
56	в какой мере	2	1
57	совершенно точно говорит	1	1
58	то время как	2	1
59	в самом деле	7	1
60	в этом смысле	1	1
61	же как и	1	1
62	как это обычно	1	1
63	сказать что ни	1	1
64	материал таким образом	1	1
65	с этой точки	1	1
66	совершенно очевидно что	1	1
67	в таком случае	1	1
68	сами по себе	3	1
69	сама по себе	3	1
70	что он не	4	1
71	с ее подругой	1	1
72	то что в	3	1
73	все это мы	1	1
74	сказать что до	1	1
75	том или ином	1	1
76	в своем рассказе	1	1
77	во всей ее	2	1
78	со всех сторон	1	1
79	верно и точно	1	1
80	ни в какой	1	1
81	так или иначе	1	1
82	в том или	1	1
83	уже о том	1	1
84	или как говорит	1	1
85	признать что и	1	1
86	один из них	1	1
87	значит ли это	1	1
88	не только в	1	1
89	в каком направлении	1	1
90	чтобы ответить на	1	1
91	перейти к анализу	1	1
92	то же самое	6	1
93	так же как	3	1
94	быть определена как	1	1
95	то непосредственное впечатление	1	1
96	одна из них	3	1
97	мы видим что	2	1
98	содержания и формы	1	1
99	что ни одна	1	1
100	оно может быть	1	1
101	на многие годы	1	1
102	для правильного понимания	1	1
103	может быть определена	1	1
104	все то что	11	1
105	а не только	1	1
106	именно в том	2	1
107	нет ни одного	1	1
108	очевидно что в	1	1
109	у него в	1	1
110	но по существу	1	1
111	в то время	2	1
112	и вместе с	1	1
113	как это и	1	1
114	в свою очередь	1	1
115	и никогда не	1	1
116	те или иные	1	1
117	ничего общего с	1	1
118	них не может	1	1
119	что автор подбирает	1	1
120	лежит в основе	1	1
121	ни одна из	1	1
122	мы встречаемся с	1	1
123	мы только что	1	1
124	может быть в	1	1
125	к тому же	2	1
126	могло бы быть	1	1
127	что оно является	1	1
