N	2gram	Vinokur_St_1	KulturaY
1	и т	30	39
2	потому что	6	25
3	т п	9	24
4	и в	44	23
5	т е	15	22
6	не только	18	20
7	в том	36	19
8	в этом	21	18
9	и не	16	16
10	было бы	17	15
11	так как	5	15
12	может быть	15	15
13	т д	21	14
14	точки зрения	11	14
15	все эти	5	12
16	если бы	9	12
17	у нас	11	12
18	в самом	7	12
19	но в	10	11
20	том что	29	11
21	того чтобы	11	11
22	в области	14	11
23	по себе	1	10
24	а не	16	10
25	что в	30	10
26	самом деле	11	9
27	вопрос о	4	9
28	в сущности	2	9
29	хотя бы	6	9
30	то что	18	9
31	можно было	13	9
32	вовсе не	19	9
33	для того	10	9
34	не может	8	9
35	с точки	8	8
36	не в	12	8
37	иными словами	1	8
38	языка и	4	8
39	и что	4	8
40	в качестве	4	8
41	уже не	1	8
42	прежде всего	7	8
43	с другой	9	8
44	что это	4	7
45	все же	8	7
46	в нашем	1	7
47	то обстоятельство	2	7
48	и с	3	7
49	не менее	5	7
50	обстоятельство что	3	7
51	но и	10	7
52	другой стороны	7	7
53	то же	5	6
54	и на	1	6
55	но не	3	6
56	в этой	11	6
57	да и	3	6
58	это не	8	6
59	тем не	2	6
60	по крайней	2	6
61	речи в	1	6
62	между тем	3	6
63	крайней мере	2	6
64	этот вопрос	4	6
65	вопроса о	3	6
66	слова в	1	6
67	что не	3	6
68	что мы	5	6
69	и то	5	5
70	также и	9	5
71	мы имеем	2	5
72	я не	7	5
73	зависимости от	1	5
74	еще не	3	5
75	целый ряд	2	5
76	должна быть	3	5
77	по существу	2	5
78	и вот	1	5
79	что все	2	5
80	об этом	3	5
81	лишь в	3	5
82	и тем	3	5
83	несмотря на	2	5
84	не могут	1	5
85	ясно что	10	5
86	в его	9	5
87	тот же	1	5
88	что он	10	5
89	только в	10	5
90	должен быть	3	5
91	всяком случае	6	5
92	там где	5	5
93	вместе с	1	5
94	как это	4	5
95	подобного рода	1	5
96	что же	6	5
97	этого слова	2	5
98	все это	5	5
99	этом смысле	1	5
100	таким образом	7	5
101	во всяком	6	5
102	вряд ли	5	4
103	в зависимости	1	4
104	говорить о	2	4
105	что я	1	4
106	в данном	14	4
107	со стороны	6	4
108	перед нами	1	4
109	хотя и	1	4
110	бы и	4	4
111	если мы	1	4
112	на то	4	4
113	в нем	5	4
114	в узком	1	4
115	так и	9	4
116	но все	4	4
117	своего рода	3	4
118	можно ли	4	4
119	в то	9	4
120	но только	1	4
121	не имеет	4	4
122	ничего не	2	4
123	что на	2	4
124	к тому	1	4
125	но также	9	4
126	и о	1	4
127	от того	1	4
128	или в	1	4
129	могут быть	5	4
130	можно сказать	1	4
131	кто в	1	4
132	это слово	4	4
133	для нас	7	4
134	русского языка	2	4
135	ни в	3	4
136	в конце	3	4
137	в них	1	4
138	в каком	3	4
139	не было	4	4
140	как бы	4	4
141	в результате	3	4
142	этой области	5	4
143	сказать что	7	4
144	была бы	5	4
145	к этому	1	4
146	так же	5	4
147	того же	3	3
148	это и	4	3
149	а только	1	3
150	не все	3	3
151	или иное	3	3
152	как в	13	3
153	с этим	3	3
154	то или	3	3
155	так в	1	3
156	в статье	7	3
157	он не	2	3
158	всех этих	2	3
159	этой книге	1	3
160	ни были	2	3
161	и по	5	3
162	что она	4	3
163	о которых	1	3
164	чем в	3	3
165	нисколько не	2	3
166	если и	1	3
167	что такое	1	3
168	этого вопроса	2	3
169	в таких	1	3
170	в процессе	1	3
171	слова не	1	3
172	казалось бы	1	3
173	же время	4	3
174	п в	3	3
175	и его	8	3
176	уже о	5	3
177	отличается от	1	3
178	что оно	3	3
179	как мы	1	3
180	в виду	1	3
181	в ней	3	3
182	последнее время	1	3
183	а в	17	3
184	для этого	2	3
185	а также	2	3
186	что и	6	3
187	в форме	1	3
188	не надо	2	3
189	в лучшем	1	3
190	конце концов	1	3
191	того что	9	3
192	есть в	2	3
193	уже в	2	3
194	до конца	1	3
195	языка но	1	3
196	у него	2	3
197	как раз	4	3
198	тем что	5	3
199	указание на	1	3
200	или иначе	2	3
201	именно в	6	3
202	в соответствии	1	3
203	а главное	1	3
204	ср например	2	3
205	такие случаи	2	3
206	из которых	1	3
207	лучшем случае	1	3
208	но для	2	3
209	к вопросу	1	3
210	зрения в	2	3
211	этом отношении	7	3
212	но это	6	3
213	не знает	2	3
214	совершенно не	5	3
215	и это	2	3
216	точно так	1	3
