N	3gram	Propp_Isto_1	NovoeSre
1	мы живем в	1	5
2	живем в эпоху	1	4
3	не может быть	7	4
4	подобно тому как	1	3
5	в средние века	1	3
6	не значит что	1	3
7	никогда не было	1	2
8	равно как и	1	2
9	в этом смысле	1	2
10	вместе с тем	2	2
11	так же как	2	2
12	с одной стороны	4	2
13	и должно быть	2	2
14	это не значит	1	2
15	с другой стороны	5	2
16	вопрос о том	2	2
17	и в ней	3	1
18	эпохи в которую	1	1
19	что в этом	1	1
20	в своем развитии	1	1
21	по существу своему	1	1
22	то время как	3	1
23	о природе и	1	1
24	же как и	1	1
25	также еще не	1	1
26	не было и	1	1
27	до сих пор	5	1
28	в зависимости от	2	1
29	в жизни народа	1	1
30	сами по себе	1	1
31	в отличие от	2	1
32	о том чтобы	1	1
33	наряду с этим	1	1
34	но и в	2	1
35	можно было бы	3	1
36	может быть только	1	1
37	в том случае	1	1
38	другой же стороны	1	1
39	в том чтобы	1	1
40	не только в	1	1
41	конечно не означает	1	1
42	как будто бы	2	1
43	не могут быть	1	1
44	не в том	1	1
45	это конечно не	2	1
46	о том что	3	1
47	в то время	3	1
48	то что в	2	1
49	в значительной степени	1	1
50	должна быть признана	1	1
51	должны помнить что	1	1
52	в большинстве случаев	4	1
53	быть не может	1	1
54	в том что	4	1
55	начала xix века	1	1
56	с другой же	1	1
