N	2gram	Bakhtin_Fr_5	Tvorches
1	и в	45	21
2	как бы	12	17
3	в то	11	15
4	то же	11	13
5	времени в	1	13
6	в его	13	13
7	то есть	25	12
8	как и	10	12
9	же время	9	12
10	что в	12	12
11	с его	7	11
12	том что	7	11
13	все это	7	10
14	в романе	11	10
15	как в	3	8
16	он не	6	8
17	то что	2	8
18	в году	3	7
19	и на	5	7
20	но в	14	7
21	не только	14	7
22	при этом	2	7
23	у него	4	7
24	и не	15	7
25	в том	10	7
26	в свою	1	7
27	в этом	14	6
28	человека в	1	6
29	в котором	1	6
30	не менее	3	6
31	и его	13	6
32	о том	4	6
33	и все	7	6
34	что он	6	6
35	для него	3	6
36	xix века	1	6
37	а в	4	6
38	жизни в	2	6
39	все же	2	5
40	в этой	6	5
41	таким образом	8	5
42	вовсе не	8	5
43	потому что	7	5
44	как будто	1	5
45	только в	4	5
46	может быть	2	5
47	а не	4	5
48	но это	5	5
49	это уже	1	5
50	хотя бы	2	5
51	не имеют	1	4
52	конечном счете	1	4
53	в своем	11	4
54	и как	5	4
55	та же	1	4
56	в целом	2	4
57	самим собой	1	4
58	это не	3	4
59	в своей	3	4
60	мысли и	6	4
61	своего рода	4	4
62	не случайно	1	4
63	в мире	1	4
64	времени и	1	4
65	в конечном	1	4
66	одной из	5	4
67	прежде всего	10	4
68	на эту	2	4
69	не может	5	4
70	и от	4	4
71	один из	2	4
72	одним из	5	4
73	ту же	2	3
74	на самом	5	3
75	это и	5	3
76	той же	4	3
77	время в	1	3
78	что я	1	3
79	со всеми	5	3
80	хотя и	5	3
81	в самом	4	3
82	сливается с	1	3
83	тут и	1	3
84	в нем	10	3
85	он ни	1	3
86	первой части	4	3
87	на его	1	3
88	на земле	1	3
89	и по	1	3
90	в каждом	2	3
91	что все	2	3
92	и с	10	3
93	на протяжении	1	3
94	далеко не	1	3
95	времени на	1	3
96	в их	4	3
97	даже в	2	3
98	дело в	3	3
99	не по	1	3
100	никогда не	1	3
101	вот почему	1	3
102	с ее	5	3
103	и другие	3	3
104	в дальнейшем	1	3
105	с ним	5	3
106	добра и	1	3
107	в ту	2	3
108	того что	3	3
109	во времени	2	3
110	в виде	1	3
111	говорит о	1	3
112	так как	6	3
113	и даже	4	3
114	но и	10	3
115	ни на	1	3
116	но не	4	3
117	для человека	1	3
118	в книге	1	3
119	не существует	1	3
120	жизни и	8	3
121	ее в	1	3
122	это в	2	3
123	так же	8	3
124	вряд ли	1	2
125	того же	3	2
126	самом деле	5	2
127	мировоззрения и	1	2
128	а как	1	2
129	есть не	1	2
130	но она	3	2
131	и он	3	2
132	в ней	8	2
133	в отличие	2	2
134	ту эпоху	1	2
135	в чем	2	2
136	если в	2	2
137	отличие от	2	2
138	в одной	3	2
139	когда он	2	2
140	и наконец	2	2
141	в сне	1	2
142	то в	1	2
143	но его	3	2
144	в себе	1	2
145	на площади	3	2
146	что она	3	2
147	тем не	1	2
148	так сказать	1	2
149	не будет	1	2
150	а затем	1	2
151	в вечности	1	2
152	известно что	1	2
153	на миг	1	2
154	в данном	2	2
155	такой же	4	2
156	и того	1	2
157	этой связи	3	2
158	не столько	2	2
159	говорит об	1	2
160	жизни с	1	2
161	не в	7	2
162	но он	3	2
163	между людьми	1	2
164	одна из	1	2
165	и притом	2	2
166	в основе	4	2
167	от жизни	1	2
168	свободы и	2	2
169	к ней	2	2
170	свидетельствует о	1	2
171	века с	2	2
172	в духе	2	2
173	нет ни	2	2
174	является одним	1	2
175	к тому	2	2
176	где он	1	2
177	в жизни	1	2
178	году в	1	2
179	более не	1	2
180	это время	2	2
181	данном случае	2	2
182	в средневековой	2	2
183	в себя	5	2
184	приводит к	1	2
185	на том	2	2
186	и когда	1	2
187	так и	6	2
188	здесь нет	3	2
189	об этом	4	2
190	еще в	2	2
191	во второй	2	2
192	стремление к	1	2
193	можно сказать	2	2
194	лицо его	1	2
195	и та	2	2
196	и будет	1	2
197	это первый	1	2
198	жизни он	3	2
199	переходит в	2	2
200	что и	7	2
201	во всей	1	2
202	вслед за	1	2
203	в лице	1	2
204	в двух	1	2
205	тот же	1	2
206	традиции в	1	2
207	в традиции	1	2
208	больше чем	2	2
209	в качестве	2	2
210	человека с	5	2
211	и у	5	2
212	из них	1	2
213	свободу от	1	2
214	мы находим	4	2
215	представлений о	1	2
216	в современном	1	2
217	именно в	3	2
218	что не	1	2
