N	3gram	Vinokur_St_1	KulturaY
1	и т п	9	18
2	для того чтобы	10	15
3	в том что	17	15
4	и т д	21	14
5	с точки зрения	8	9
6	в том чтобы	1	8
7	по отношению к	3	8
8	то обстоятельство что	2	8
9	в самом деле	5	7
10	с другой стороны	6	6
11	о том что	11	5
12	в зависимости от	1	5
13	в этом отношении	7	5
14	по крайней мере	2	5
15	во всяком случае	6	5
16	мере в какой	2	5
17	той мере в	1	5
18	в той мере	1	5
19	что же касается	3	4
20	до сих пор	7	4
21	не в том	2	4
22	том что он	1	4
23	хотя бы в	1	4
24	тем не менее	2	4
25	в этом смысле	1	3
26	в соответствии с	1	3
27	о том как	1	3
28	того или иного	4	3
29	только в том	3	3
30	можно было бы	8	3
31	а с другой	1	3
32	не может быть	5	3
33	не трудно видеть	1	3
34	чуть ли не	2	2
35	на самом деле	6	2
36	на то что	4	2
37	так или иначе	2	2
38	я позволю себе	1	2
39	в том и	1	2
40	внимание на то	1	2
41	т д и	2	2
42	в этом случае	2	2
43	потому что не	1	2
44	в иных случаях	2	2
45	не потому чтобы	1	2
46	в первую очередь	2	2
47	обратить внимание на	1	2
48	что же до	1	2
49	и вовсе не	1	2
50	на мой взгляд	1	2
51	в каждом из	1	2
52	т е в	2	2
53	обстоятельство что в	1	2
54	должен быть в	1	2
55	так и в	4	2
56	трудно было бы	1	2
57	в свое время	2	2
58	именно в том	1	2
59	а в том	1	2
60	нужно было бы	1	2
61	то же время	4	2
62	несколько слов о	1	2
63	д и т	1	2
64	заключается в том	3	2
65	хотя бы и	2	2
66	и в самом	3	2
67	речь идет о	2	2
68	но все же	3	2
69	в данном отношении	5	2
70	в то же	4	2
71	к тому что	1	2
72	должны были бы	1	1
73	искать ответа на	1	1
74	на том что	1	1
75	потому что он	1	1
76	только в применении	1	1
77	точки зрения как	1	1
78	это и было	1	1
79	если таким образом	1	1
80	каждый из нас	1	1
81	не говоря уже	1	1
82	на той же	1	1
83	в настоящее время	1	1
84	как увидим ниже	1	1
85	во многих случаях	2	1
86	свидетельствует о том	1	1
87	начале xix века	1	1
88	себя самого и	1	1
89	с одной стороны	2	1
90	но не менее	1	1
91	отношению к своему	1	1
92	что с точки	1	1
93	нас интересует сейчас	1	1
94	т д почти	1	1
95	ср с другой	2	1
96	и в то	1	1
97	в таких случаях	1	1
98	сами по себе	1	1
99	т д разумеется	1	1
100	каждое из них	1	1
101	знании языка и	1	1
102	мы говорим о	1	1
103	в наше время	1	1
104	приведу еще одну	1	1
105	на этот вопрос	1	1
106	языка и стиля	1	1
107	и не в	1	1
108	указания на то	1	1
109	в том случае	1	1
110	и дело что	1	1
111	так что в	1	1
112	до недавнего времени	2	1
113	в это время	1	1
114	и его современники	1	1
115	однако с другой	1	1
116	в применении к	3	1
117	если не считать	1	1
118	ничего общего с	3	1
119	как справедливо указывает	1	1
120	не только в	4	1
121	ii и т	1	1
122	в начале xix	1	1
123	т е с	3	1
124	в стилистическом отношении	1	1
125	во всех этих	1	1
126	и то обстоятельство	1	1
127	том что я	1	1
128	дело не в	2	1
129	истории русского языка	1	1
130	это не значит	3	1
131	в том смысле	2	1
132	а другое дело	1	1
133	а вовсе не	1	1
134	это можно было	1	1
135	я имею в	1	1
136	все же только	1	1
137	те или иные	1	1
138	том-то и дело	1	1
139	так же как	3	1
140	том чтобы выяснить	1	1
141	вовсе еще не	1	1
142	позволю себе в	1	1
143	об этом и	1	1
144	а может быть	1	1
145	вовсе не только	2	1
146	как и всякая	1	1
147	ничего не имел	1	1
148	того чтобы можно	1	1
149	ни в каком	1	1
150	когда речь идет	2	1
151	что касается первого	1	1
152	имею в виду	1	1
153	пушкин и его	1	1
154	но с другой	2	1
155	вовсе не в	2	1
156	чтобы можно было	1	1
157	попадаются и в	1	1
158	том смысле что	1	1
159	случае ясно что	1	1
160	каждом из этих	1	1
161	имел бы против	1	1
162	живой речи в	1	1
163	но у нас	1	1
164	той или иной	1	1
165	совсем не в	1	1
166	с историей языка	1	1
167	смысле этого слова	1	1
168	друг от друга	1	1
169	тем более что	2	1
170	языка на более	1	1
171	трудно видеть что	1	1
172	и эти случаи	1	1
173	во втором случае	2	1
174	после того как	1	1
175	в том-то и	1	1
176	мы приходим к	1	1
177	тому что с	1	1
178	было бы установить	1	1
179	таким образом в	1	1
180	потому что она	1	1
181	т е не	1	1
182	если это и	2	1
183	и сейчас еще	1	1
184	но в том-то	1	1
185	на этот раз	2	1
186	не имел бы	1	1
187	точно так же	1	1
188	что и в	4	1
