N	3gram	Tiupa_Disk_2	Myshleni
1	с точки зрения	2	18
2	в том что	6	15
3	с другой стороны	1	9
4	с одной стороны	4	8
5	с самого начала	1	8
6	по отношению к	4	7
7	в другом месте	1	6
8	о том что	3	6
9	в целом и	1	5
10	не может быть	3	5
11	в этом отношении	4	4
12	можно сказать что	1	4
13	такой же мере	1	3
14	в первую очередь	2	3
15	приходит к выводу	1	3
16	в такой же	1	3
17	во всяком случае	1	3
18	друг от друга	1	3
19	по своей природе	1	2
20	том что в	1	2
21	не в состоянии	1	2
22	при переходе от	1	2
23	и то же	2	2
24	прежде всего в	1	2
25	и той же	1	2
26	то же время	5	2
27	именно в этом	1	2
28	одно и то	2	2
29	и в частности	1	2
30	в данном случае	6	2
31	в значительной степени	1	2
32	а с другой	1	2
33	в одном из	1	2
34	в самом деле	1	2
35	речь идет о	1	2
36	на всем протяжении	1	2
37	в то же	4	2
38	одной и той	1	2
39	то что и	1	1
40	другой стороны в	1	1
41	и столь же	1	1
42	время от времени	1	1
43	что касается второго	1	1
44	если можно так	1	1
45	дело в том	2	1
46	и не может	2	1
47	и в то	1	1
48	в отличие от	12	1
49	и именно в	1	1
50	только то что	1	1
51	том числе и	1	1
52	можно так выразиться	1	1
53	на каждом шагу	1	1
54	и как бы	2	1
55	одном и том	1	1
56	то что в	1	1
57	по крайней мере	1	1
58	собой в сущности	1	1
59	и то что	2	1
60	одной стороны и	2	1
61	в основе которой	1	1
62	то что может	1	1
63	и мн др	2	1
64	содержит в себе	2	1
65	и не быть	1	1
66	состоит в том	2	1
67	в одно и	1	1
68	не столько в	1	1
69	в себе как	1	1
70	или по крайней	1	1
71	во внешнем мире	1	1
72	все то что	1	1
73	во главе с	1	1
74	в общих чертах	1	1
75	в соответствии с	2	1
76	потому что в	1	1
77	в конечном счете	1	1
78	всего в том	1	1
79	один из важнейших	1	1
80	и том же	1	1
81	заключает в себе	2	1
82	в том числе	1	1
83	в силу своей	1	1
84	тем не менее	1	1
85	как и в	5	1
86	заключается прежде всего	1	1
87	той или иной	3	1
88	в качестве примера	2	1
