N	2gram	Nazirov_Tv_1	Istorich
1	и в	21	22
2	мы имеем	1	19
3	в этом	6	17
4	и т	3	16
5	т е	1	16
6	т д	1	15
7	что в	12	15
8	не только	7	14
9	но и	3	12
10	и не	7	12
11	в этих	2	11
12	может быть	5	11
13	или в	2	11
14	но в	7	10
15	таким образом	5	10
16	еще не	1	10
17	в нем	3	9
18	и говорит	1	9
19	что и	2	9
20	в том	7	9
21	что он	6	9
22	вместе с	2	9
23	с этим	1	8
24	том что	11	8
25	но не	3	7
26	то что	8	7
27	на свадьбе	1	7
28	и здесь	1	7
29	мы должны	1	7
30	уже не	3	7
31	из них	2	7
32	так как	3	7
33	с другой	3	7
34	другой стороны	1	7
35	к этому	2	7
36	то же	13	6
37	мы уже	1	6
38	не вполне	1	6
39	не все	1	6
40	это не	4	6
41	во время	1	6
42	как указывает	1	6
43	связи с	1	6
44	так в	1	6
45	в них	1	6
46	то и	1	6
47	а не	5	6
48	связь с	1	6
49	а в	6	6
50	с большим	1	5
51	все же	5	5
52	он не	8	5
53	что она	2	5
54	здесь мы	2	5
55	в этой	5	5
56	тем не	2	5
57	не менее	6	5
58	могут быть	2	5
59	живет в	2	5
60	к нему	1	5
61	того что	3	5
62	один из	4	5
63	так что	2	5
64	не противоречит	1	5
65	на голову	1	5
66	до сих	1	5
67	показывает что	1	5
68	в частности	2	5
69	этот мотив	1	5
70	сих пор	1	5
71	одним из	4	4
72	что ты	2	4
73	и на	7	4
74	все эти	1	4
75	не в	2	4
76	имеем в	1	4
77	на этом	1	4
78	в большой	1	4
79	и с	3	4
80	у нас	1	4
81	как это	1	4
82	но он	2	4
83	к ней	2	4
84	видим что	1	4
85	и его	6	4
86	тем что	1	4
87	что на	1	4
88	она не	1	4
89	в дальнейшем	3	4
90	только в	5	4
91	его и	1	4
92	в других	1	4
93	представляют собой	1	4
94	в данном	2	4
95	в свою	7	4
96	на смену	2	4
97	не может	4	4
98	и другие	3	4
99	в русских	1	3
100	связана с	1	3
101	их и	1	3
102	что иное	1	3
103	я не	3	3
104	представление о	3	3
105	и ее	1	3
106	не совсем	1	3
107	иное как	1	3
108	в чем	2	3
109	в одной	2	3
110	целый ряд	1	3
111	и как	4	3
112	и к	1	3
113	в целом	4	3
114	представляет собой	3	3
115	на его	3	3
116	а затем	2	3
117	его в	1	3
118	дома и	1	3
119	было бы	1	3
120	должен был	1	3
121	приходит в	1	3
122	для них	1	3
123	все равно	1	3
124	далеко не	3	3
125	как и	12	3
126	в русской	5	3
127	никогда не	3	3
128	а ты	1	3
129	потому что	5	3
130	однако это	1	3
131	он и	1	3
132	к тому	2	3
133	о том	6	3
134	но по	1	3
135	данном случае	2	3
136	смерти в	1	3
137	на том	2	3
138	что у	1	3
139	можно только	1	3
140	от них	1	3
141	в его	13	3
142	эти два	1	3
143	большого дома	1	3
144	с ними	1	3
145	никого не	1	3
146	и у	2	3
147	при помощи	2	3
148	прежде всего	4	3
149	а через	1	3
150	у него	7	3
151	превращается в	1	3
152	в связи	1	3
153	так же	3	3
154	а если	1	3
155	но это	5	3
156	между прочим	1	3
157	и от	4	3
158	его не	1	3
159	и все	6	3
160	он видит	3	3
161	сказать что	2	3
162	равно как	1	3
163	не что	1	3
164	ее в	3	3
165	ту же	3	2
166	на самом	3	2
167	говорилось выше	1	2
168	но тем	1	2
169	и есть	1	2
170	приходит на	1	2
171	в котором	6	2
172	не имеют	4	2
173	от которых	1	2
174	той же	3	2
175	же как	1	2
176	время как	1	2
177	но она	2	2
178	на себя	1	2
179	то это	1	2
180	частный случай	1	2
181	и он	2	2
182	в ней	2	2
183	как правило	1	2
184	к жизни	2	2
185	внутри этой	1	2
186	по отношению	1	2
187	в качестве	2	2
188	как в	8	2
189	в своем	4	2
190	хотя и	3	2
191	что по	1	2
192	в этот	1	2
193	образом и	1	2
194	тому же	1	2
195	если он	1	2
196	при этом	7	2
197	из этой	1	2
198	всех этих	1	2
199	в виде	3	2
200	что еще	1	2
201	и вот	1	2
202	в нее	1	2
203	так и	2	2
204	но все	1	2
205	же не	1	2
206	на все	1	2
207	известно что	2	2
208	ни в	1	2
209	вовсе не	5	2
210	с тем	1	2
211	и уже	1	2
212	о первой	1	2
213	и было	1	2
214	и потом	1	2
215	и некоторые	1	2
216	такой же	2	2
217	не мог	2	2
218	на месте	1	2
219	и более	1	2
220	даже в	3	2
221	ему как	1	2
222	мотива в	1	2
223	в то	15	2
224	не имеет	1	2
225	одна из	2	2
226	это еще	1	2
227	дочери и	1	2
228	в русском	1	2
229	как будто	5	2
230	здесь они	1	2
231	ли это	1	2
232	во все	1	2
233	вот почему	3	2
234	время они	1	2
235	и это	1	2
236	и о	1	2
237	роль в	1	2
238	связан с	3	2
239	одного из	2	2
240	связанное с	1	2
241	и что	1	2
242	с того	1	2
243	там же	3	2
244	между тем	1	2
245	все время	1	2
246	в него	2	2
247	же в	1	2
248	герой в	2	2
249	этот вопрос	1	2
250	и действительно	1	2
251	очень много	1	2
252	с одной	1	2
253	в жизни	2	2
254	что не	2	2
255	него и	1	2
256	на столе	1	2
257	мы знаем	1	2
258	в одном	1	2
259	у нее	1	2
260	только на	2	2
261	и даже	3	2
262	есть только	1	2
263	не было	1	2
264	одной стороны	1	2
265	всю жизнь	1	2
266	представления о	1	2
267	означало бы	1	2
268	так на	1	2
269	но этот	1	2
270	да и	1	2
271	можно сказать	2	2
272	из дома	1	2
273	он по	1	2
274	от него	1	2
275	еще более	2	2
276	в могилу	1	2
277	свое лицо	2	2
278	отношению к	1	2
279	жизни и	3	2
280	точно так	2	2
281	а я	1	2
282	только не	1	2
283	он на	1	2
