N	3gram	Bakhtin_Pr_1	Psycholo
1	в том что	3	17
2	для того чтобы	2	13
3	в самом деле	3	11
4	с точки зрения	6	10
5	и т п	13	8
6	не может быть	11	8
7	на то что	1	6
8	то же самое	2	6
9	на самом деле	3	5
10	до сих пор	1	5
11	в этом отношении	2	5
12	в художественном произведении	4	5
13	можно было бы	3	4
14	в данном случае	4	4
15	тем не менее	3	4
16	и в самом	1	4
17	сами по себе	1	3
18	с тем что	1	3
19	приходится иметь дело	2	3
20	в то время	1	3
21	никогда не может	2	3
22	в конечном счете	4	3
23	таким образом и	1	3
24	имеет дело с	4	2
25	то есть как	1	2
26	том же самом	2	2
27	подобно тому как	1	2
28	в том и	1	2
29	и не может	2	2
30	как и в	1	2
31	на этот вопрос	1	2
32	то время как	1	2
33	не в том	1	2
34	по сравнению с	1	2
35	в искусстве есть	1	2
36	в искусстве все	1	2
37	бы то ни	3	2
38	и в том	1	2
39	таким образом в	1	2
40	то же время	3	2
41	в свою очередь	1	2
42	того или иного	2	2
43	с другой стороны	4	2
44	в то же	3	2
45	к тому что	1	2
46	и т д	1	2
47	то что называют	1	2
48	и может быть	1	1
49	а между тем	1	1
50	что иное как	1	1
51	нуждается ни в	1	1
52	и даже к	1	1
53	искусству может быть	1	1
54	художественное произведение как	1	1
55	то ни стало	1	1
56	то есть не	1	1
57	еще не вполне	1	1
58	в этом смысле	3	1
59	может быть признано	1	1
60	для художника и	1	1
61	о том как	1	1
62	но не имеет	1	1
63	во что бы	1	1
64	не нуждается ни	1	1
65	эстетического объекта с	1	1
66	в отличие от	5	1
67	но и в	2	1
68	что все эти	1	1
69	по своему значению	1	1
70	что далеко не	1	1
71	не было бы	1	1
72	эти два момента	1	1
73	что в некоторых	1	1
74	найти между ними	1	1
75	и во всех	2	1
76	и в других	1	1
77	обе эти системы	1	1
78	искусства но и	1	1
79	творчества и в	1	1
80	так художественное произведение	1	1
81	в основе своей	3	1
82	в противном случае	3	1
83	едва ли может	1	1
84	вообще не приходится	1	1
85	то или иное	2	1
86	который как бы	1	1
87	по аналогии с	1	1
88	художественную форму как	1	1
89	и тем не	1	1
90	полном согласии с	1	1
91	и в частности	2	1
92	что бы то	1	1
93	то ни было	2	1
94	в узком смысле	1	1
95	в искусстве форма	1	1
96	дело идет о	1	1
97	с одной стороны	3	1
98	она никогда не	1	1
99	бы вбирает в	1	1
100	в том как	1	1
101	т д мы	1	1
102	ясно что в	1	1
103	не могут быть	2	1
104	имеем дело с	1	1
105	и ничего не	1	1
106	к которому относится	1	1
107	творчества и восприятия	1	1
108	в художественную форму	1	1
109	в связи с	1	1
110	формы то есть	1	1
111	художника и для	1	1
112	которые могут быть	1	1
113	но в основе	1	1
114	бы не было	1	1
115	в свое время	1	1
116	по себе не	1	1
117	и мы можем	1	1
118	не обходятся без	1	1
119	во всех своих	2	1
120	есть не что	1	1
121	том смысле что	1	1
122	как бы вбирает	1	1
123	на этом основании	1	1
124	к нему и	2	1
125	и тем самым	2	1
126	к выводу что	1	1
127	ли может быть	1	1
128	выходит за пределы	1	1
129	можно сказать что	2	1
130	может и не	2	1
131	и должны быть	2	1
132	если бы не	1	1
133	в другом случае	1	1
134	в полном согласии	1	1
135	в том смысле	1	1
136	не что иное	1	1
137	в первом случае	1	1
138	в особенности же	1	1
139	в нашей психике	1	1
140	может быть объяснено	1	1
141	относится не к	1	1
142	в высшей степени	5	1
143	он не нуждается	1	1
144	художественная форма есть	1	1
145	вбирает в себя	1	1
146	формы и содержания	2	1
