N	3gram	Losev_Prob_4	slovoVRo
1	и т п	1	33
2	с одной стороны	1	5
3	той или иной	11	5
4	во всех областях	1	4
5	в зависимости от	3	4
6	но все же	1	4
7	в то же	2	4
8	в том что	8	4
9	в той или	7	3
10	с точки зрения	11	3
11	сама по себе	2	3
12	так и в	1	3
13	в чем не	1	2
14	в свою очередь	1	2
15	а также и	2	2
16	более или менее	2	2
17	до сих пор	1	2
18	в мировой литературе	1	2
19	хотя бы и	2	2
20	как мы сказали	1	2
21	не только в	4	2
22	во всяком случае	4	2
23	и в новое	1	2
24	ни в чем	1	2
25	в новое время	1	2
26	в связи с	3	2
27	для того чтобы	2	2
28	и т д	3	2
29	и может быть	1	1
30	а следовательно и	1	1
31	не менее в	1	1
32	хотя и не	2	1
33	и не в	1	1
34	в какой мере	4	1
35	в чем же	1	1
36	иметь в виду	1	1
37	то есть не	3	1
38	далеко не все	1	1
39	xix и начала	1	1
40	к своему пределу	2	1
41	и все происходящие	1	1
42	в том числе	1	1
43	том что он	1	1
44	или в другом	1	1
45	рядом с собой	1	1
46	но все это	1	1
47	следовательно не только	1	1
48	и в то	1	1
49	сами по себе	2	1
50	и ни в	3	1
51	точном смысле слова	1	1
52	и представить себе	1	1
53	том числе и	1	1
54	здесь уже не	1	1
55	и не может	1	1
56	жизни и в	2	1
57	на то что	1	1
58	по себе а	1	1
59	даже и не	2	1
60	конечно не в	1	1
61	слова своего собеседника	1	1
62	могут быть и	1	1
63	по себе еще	1	1
64	все сливается в	1	1
65	вовсе не обязательно	1	1
66	что он не	1	1
67	на фоне этого	1	1
68	всяком случае не	1	1
69	бы и не	1	1
70	но здесь это	1	1
71	это не значит	1	1
72	то перед нами	2	1
73	те или иные	4	1
74	то есть чисто	1	1
75	с другой стороны	6	1
76	в себе все	1	1
77	тем не менее	10	1
78	о том что	3	1
79	того или иного	3	1
80	а в том	1	1
81	здесь не только	1	1
82	друг к другу	1	1
83	портрет дориана грея	1	1
84	для нас и	1	1
85	как и в	1	1
86	в соединении с	1	1
87	это и не	2	1
88	относящихся сюда явлений	1	1
89	с самого начала	1	1
90	не только не	4	1
91	и начала xx	1	1
92	его об этом	1	1
93	для этого необходимо	1	1
94	в другом случае	2	1
95	здесь одно и	1	1
96	мы не знаем	1	1
97	в романах достоевского	1	1
98	конечно не только	1	1
99	человека в этом	1	1
100	тех или иных	3	1
101	одной из возможных	1	1
102	но именно в	1	1
103	в результате их	1	1
