N	2gram	Voloshinov_1	Freidism
1	таким образом	9	24
2	и не	4	23
3	не может	8	20
4	точки зрения	8	19
5	прежде всего	9	18
6	к отцу	6	16
7	эдипова комплекса	2	16
8	в этом	9	15
9	в его	4	15
10	и пр	12	15
11	с помощью	2	14
12	в бессознательное	6	13
13	в душе	2	13
14	мы можем	9	13
15	может быть	17	13
16	и его	8	12
17	к матери	8	12
18	все эти	5	11
19	эдипов комплекс	8	11
20	как и	2	11
21	с точки	6	11
22	по фрейду	5	11
23	как бы	5	11
24	то что	3	11
25	самом деле	6	10
26	но в	4	10
27	его в	4	10
28	жизни человека	4	10
29	с ним	2	10
30	как мы	4	10
31	так и	4	10
32	и потому	3	10
33	с его	7	9
34	во всех	3	9
35	фрейд и	7	9
36	и в	16	9
37	в сознание	7	9
38	то же	2	8
39	влечение к	1	8
40	не только	7	8
41	он не	2	8
42	в своей	2	8
43	еще не	5	8
44	субъективной психологии	4	8
45	оно и	2	8
46	что он	2	8
47	только в	4	8
48	так как	4	8
49	все это	4	8
50	и все	4	8
51	все что	4	8
52	травма рождения	1	7
53	в самом	2	7
54	мы уже	2	7
55	отношение к	5	7
56	и наконец	4	7
57	чувств и	3	7
58	ни в	5	7
59	сексуальное влечение	3	7
60	те же	3	7
61	к нему	1	7
62	один из	2	7
63	тот же	1	7
64	мы знаем	3	7
65	всяком случае	3	7
66	что же	1	7
67	сказать что	7	7
68	во всяком	3	7
69	в ней	1	6
70	психической динамики	1	6
71	за пределы	2	6
72	и с	8	6
73	на протяжении	2	6
74	и ее	4	6
75	точку зрения	1	6
76	для него	6	6
77	вовсе не	1	6
78	никогда не	2	6
79	фрейд не	1	6
80	протяжении всей	2	6
81	хотя бы	4	6
82	совершенно не	8	6
83	я и	6	5
84	культурного творчества	1	5
85	на самом	4	5
86	сам фрейд	2	5
87	и на	4	5
88	в чем	5	5
89	нервных заболеваний	1	5
90	возврат в	3	5
91	и к	6	5
92	в этой	4	5
93	травмы рождения	3	5
94	свободного фантазирования	2	5
95	что такое	5	5
96	обыденной жизни	1	5
97	знаем что	2	5
98	мы должны	1	5
99	в каком	2	5
100	с сознанием	3	5
101	могут быть	3	5
102	в себя	1	5
103	его ученики	3	5
104	душе человека	1	5
105	для этого	2	5
106	но мы	4	5
107	можно сказать	4	5
108	психических сил	1	5
109	для того	1	5
110	во внешнем	1	5
111	по мнению	1	5
112	в большинстве	3	5
113	большинстве случаев	3	5
114	и прежде	1	5
115	а в	3	5
116	но и	4	5
117	эрогенных зон	1	5
118	связь с	1	5
119	с этим	2	5
120	его жизни	1	5
121	фрейда и	1	5
122	в период	1	5
123	в свою	1	5
124	что в	3	5
125	компромиссные образования	2	4
126	старой психологии	1	4
127	той же	1	4
128	связанных с	2	4
129	мы не	2	4
130	говорить о	2	4
131	я не	1	4
132	зависимости от	1	4
133	по ранку	4	4
134	совсем не	2	4
135	но не	1	4
136	человеческой психики	1	4
137	нашего сознания	1	4
138	метод свободного	2	4
139	желаний и	2	4
140	все же	1	4
141	из этих	2	4
142	в пределах	2	4
143	с их	3	4
144	сознания с	1	4
145	добраться до	1	4
146	в нем	4	4
147	на этом	3	4
148	то ни	1	4
149	связанные с	2	4
150	при этом	6	4
151	скрытые мысли	1	4
152	с другими	3	4
153	в жизни	2	4
154	во время	3	4
155	культура и	3	4
156	не менее	2	4
157	симптомы истерии	1	4
158	в основе	3	4
159	таким путем	2	4
160	всей жизни	2	4
161	и для	2	4
162	материнское лоно	1	4
163	к тому	1	4
164	бессознательного и	4	4
165	т.е в	2	4
166	если мы	2	4
167	того чтобы	1	4
168	данном случае	1	4
169	сводится к	2	4
170	характер и	1	4
171	с самого	4	4
172	и желаний	4	4
173	это только	1	4
174	другими словами	2	4
175	организма и	2	4
176	принцип наслаждения	1	4
177	и образы	2	4
178	с ними	4	4
179	не имеющие	2	4
180	конечно не	6	4
181	уже не	1	4
182	не дает	1	4
183	больной должен	1	4
184	явное содержание	3	4
185	как раз	1	4
186	от того	1	4
187	на которые	1	4
188	фрейд называет	1	4
189	и др	3	4
190	себя и	2	4
191	все позволено	4	4
192	в данном	1	4
193	в мир	2	4
194	и о	2	4
195	в более	1	4
196	сознания и	2	4
197	отца с	1	4
198	в этих	3	4
199	между ними	3	4
200	с бессознательным	1	4
201	в объективном	1	3
202	жизнь человека	1	3
203	человека и	1	3
204	другому человеку	1	3
205	зрения сознания	1	3
206	и есть	3	3
207	теперь мы	1	3
208	на место	1	3
209	влечение или	1	3
210	он был	1	3
211	в материнское	1	3
212	первых ступенях	1	3
213	конечном счете	2	3
214	в общем	3	3
215	в материальном	1	3
216	него только	2	3
217	и как	3	3
218	этой теории	2	3
219	сказать о	1	3
220	учение о	3	3
221	всего к	1	3
222	материнского лона	2	3
223	но ведь	2	3
224	главным образом	1	3
225	через сознание	3	3
226	и вот	3	3
227	и по	2	3
228	и может	4	3
229	конечно в	1	3
230	в детской	2	3
231	где оно	1	3
232	может стать	1	3
233	было бы	2	3
234	уже знаем	1	3
235	мы имеем	1	3
236	принципа наслаждения	4	3
237	и чувств	2	3
238	очень важный	1	3
239	его фрейд	1	3
240	именно и	1	3
241	мысли и	4	3
242	войти в	2	3
243	случае не	1	3
244	можем сказать	2	3
245	в психике	8	3
246	самого начала	4	3
247	одна из	1	3
248	фрейда в	3	3
249	чем не	3	3
250	в сознании	1	3
251	две группы	3	3
252	к себе	3	3
253	не могут	2	3
254	бы он	1	3
255	она не	1	3
256	ничего общего	1	3
257	с ее	4	3
258	всем этим	1	3
259	ужас рождения	3	3
260	явные образы	2	3
261	и этим	2	3
262	только то	2	3
263	приводит к	1	3
264	о бессознательном	2	3
265	что может	1	3
266	если бы	1	3
267	и внешней	1	3
268	вражда к	1	3
269	и что	1	3
270	бы то	1	3
271	и содержание	2	3
272	в конечном	3	3
273	в бессознательном	5	3
274	образы сновидения	3	3
275	и она	3	3
276	положение зародыша	2	3
277	и желания	1	3
278	на другие	1	3
279	со всеми	2	3
280	себя в	1	3
281	об его	2	3
282	и бессознательное	3	3
283	у него	2	3
284	в них	2	3
285	со стороны	1	3
286	и т.п	2	3
287	половое влечение	1	3
288	на этот	1	3
289	самого фрейда	1	3
290	и оно	3	3
291	вместе с	3	3
292	по своему	2	3
293	внутриутробного состояния	3	3
294	ребенка к	1	3
295	сейчас же	1	3
296	но это	2	3
297	продукты бессознательного	1	3
298	голос отца	1	3
299	ступенях развития	3	3
300	в голову	2	3
301	когда он	1	3
302	психики и	1	3
303	не знает	2	3
304	с вытесненным	2	3
305	от всех	1	3
306	жизни и	3	3
307	ее в	2	3
308	по поводу	1	3
309	входит все	1	2
310	отношения к	3	2
311	все снова	2	2
312	и то	1	2
313	механизм перенесения	2	2
314	тех же	3	2
315	это и	1	2
316	когда человек	1	2
317	высшей степени	1	2
318	фрейд ни	2	2
319	фрейд понимает	1	2
320	в постель	2	2
321	психоаналитических сеансов	2	2
322	что между	1	2
323	нам в	1	2
324	и дать	1	2
325	об эрогенных	2	2
326	когда фрейд	1	2
327	главную массу	1	2
328	не совсем	1	2
329	к бессознательному	1	2
330	как не	2	2
331	того же	2	2
332	между собой	2	2
333	снов и	2	2
334	желаний чувств	1	2
335	случайным явлением	1	2
336	ко всякому	3	2
337	но как	2	2
338	испытание с	2	2
339	значение для	1	2
340	же с	1	2
