N	3gram	Tiupa_Lite_3	Myshleni
1	в том что	4	17
2	вместе с тем	1	10
3	для того чтобы	1	7
4	в отличие от	5	6
5	с одной стороны	4	5
6	в связи с	1	5
7	тем не менее	1	5
8	о том что	4	3
9	состоит в том	2	3
10	в этом отношении	5	3
11	с другой стороны	2	3
12	до какой степени	1	3
13	на то что	2	3
14	этой точки зрения	1	2
15	по отношению к	4	2
16	только в том	1	2
17	то что в	1	2
18	и то что	1	2
19	не тем что	1	2
20	не может быть	3	2
21	с этой точки	1	2
22	и вместе с	2	2
23	в свою очередь	1	2
24	той или иной	2	2
25	в другом месте	1	1
26	что иное как	1	1
27	более или менее	1	1
28	подобно тому как	2	1
29	так или иначе	2	1
30	какого бы то	2	1
31	в том числе	3	1
32	то же самое	2	1
33	о том как	1	1
34	того же самого	1	1
35	с точки зрения	3	1
36	хотя бы и	1	1
37	со всеми другими	1	1
38	бы то ни	2	1
39	между тем как	1	1
40	по аналогии с	1	1
41	из того что	2	1
42	том числе и	2	1
43	несмотря на его	1	1
44	могли бы быть	1	1
45	и другого в	2	1
46	ту или иную	1	1
47	в самом начале	1	1
48	не что иное	1	1
49	в данном случае	4	1
50	и т.д но	1	1
51	в том чтобы	2	1
52	не только в	2	1
53	то ни было	2	1
54	в значительной степени	1	1
55	во всей ее	1	1
56	которые могли бы	1	1
57	том что поскольку	1	1
58	по своей сущности	1	1
59	и в том	1	1
60	при этом с	1	1
61	что принято называть	1	1
62	всей ее полноте	1	1
63	ничего общего с	1	1
64	начало и конец	1	1
65	и в самом	2	1
66	так чтобы он	1	1
67	друг от друга	1	1
68	к тому что	1	1
69	сама по себе	1	1
70	и у нас	1	1
71	что он в	1	1
