N	3gram	Bakhtin_Pr_1	Tvorches
1	в романах достоевского	6	12
2	то же время	7	7
3	в то же	7	7
4	в братьях карамазовых	1	6
5	в романе достоевского	6	5
6	по нашему мнению	3	4
7	в творчестве достоевского	4	4
8	по отношению к	11	3
9	до сих пор	2	3
10	не может быть	3	3
11	у достоевского как	2	3
12	в самом деле	2	2
13	и не может	2	2
14	и в то	3	2
15	в отличие от	2	2
16	но у достоевского	1	2
17	на этот вопрос	1	2
18	в своих романах	1	2
19	в произведениях достоевского	2	2
20	по крайней мере	2	2
21	в й главе	2	2
22	так же как	1	2
23	преступления и наказания	1	2
24	это прежде всего	1	2
25	все же не	1	2
26	во всяком случае	3	2
27	с другой стороны	2	2
28	так и в	1	2
29	о том что	2	2
30	в одном из	2	2
31	ивана карамазова и	4	2
32	с полным правом	1	2
33	в том что	7	2
34	композиции у достоевского	1	1
35	приводит его к	1	1
36	хотя и не	1	1
37	мы уже говорили	1	1
38	записок из подполья	3	1
39	идеологический роман достоевского	1	1
40	дело в том	1	1
41	и лишена завершающего	1	1
42	не только с	1	1
43	у достоевского всегда	1	1
44	творчестве достоевского в	1	1
45	может быть назван	1	1
46	же как и	1	1
47	в нем и	1	1
48	рядом с ним	1	1
49	о герое записок	1	1
50	он ни был	1	1
51	проблемы поэтики достоевского	1	1
52	сами по себе	3	1
53	буквально нечего сказать	1	1
54	в его романах	1	1
55	является одним из	1	1
56	нужно сказать что	1	1
57	что в нем	1	1
58	можно было бы	3	1
59	в этот период	1	1
60	точно так же	1	1
61	в письме к	1	1
62	нечего сказать чего	1	1
63	работе идеологический роман	1	1
64	у ивана карамазова	2	1
65	нам буквально нечего	1	1
66	сам достоевский в	1	1
67	для достоевского как	1	1
68	князем мышкиным и	1	1
69	себе самом как	1	1
70	и что в	1	1
71	только то что	2	1
72	подполья нам буквально	1	1
73	как будто бы	1	1
74	что он сам	1	1
75	но в то	2	1
76	тем что он	1	1
77	герое записок из	1	1
78	обессилена и лишена	1	1
79	точка зрения извне	1	1
80	определение романа достоевского	2	1
81	в известном смысле	1	1
82	и в этом	3	1
83	зрения извне как	1	1
84	не могут быть	1	1
85	у достоевского не	3	1
86	лишена завершающего слова	1	1
87	так и не	1	1
88	сказать чего он	1	1
89	всего романа в	1	1
90	это не значит	2	1
91	извне как бы	1	1
92	в мире достоевского	4	1
93	чего он не	1	1
94	романе достоевского нет	1	1
95	при всей их	1	1
96	он не знал	1	1
97	бы заранее обессилена	1	1
98	в построении образов	1	1
99	и это не	3	1
100	в то время	2	1
101	того или иного	1	1
102	все же что	1	1
103	романах достоевского но	1	1
104	мы не можем	1	1
105	героиней была идея	1	1
106	это и есть	3	1
107	не может служить	1	1
108	и никогда не	1	1
109	достоевского но эта	1	1
110	с самого начала	2	1
111	и превращается в	1	1
112	творческого процесса достоевского	1	1
113	как бы заранее	1	1
114	его героиней была	1	1
115	заранее обессилена и	1	1
116	была для него	1	1
117	именно потому что	2	1
118	бы он ни	1	1
119	в конце своей	1	1
120	из подполья в	1	1
121	но это не	3	1
122	друг за другом	1	1
123	героя и его	2	1
124	творчестве достоевского но	1	1
125	в высшей степени	1	1
126	знал бы уже	1	1
127	из подполья нам	1	1
128	не знал бы	1	1
129	романа достоевского как	2	1
