N	4gram	Vygotskiy__1	VerxiiNi
1	в том числе и	1	4
2	с этой точки зрения	1	2
3	но вместе с тем	4	2
4	в том виде в	1	2
5	в то же время	1	2
6	точно так же как	1	2
7	или по крайней мере	1	1
8	а с другой стороны	2	1
9	в одном и том	1	1
10	с первого взгляда может	1	1
11	указывает на то что	2	1
12	но тем не менее	1	1
13	с психологической точки зрения	1	1
14	в чем именно заключается	1	1
15	но и потому что	1	1
16	и в этом отношении	1	1
17	может показаться что учение	1	1
18	все более и более	2	1
19	вместе с тем и	1	1
20	том виде в каком	1	1
21	одном и том же	1	1
22	заключает в себе две	1	1
23	не указывает на то	1	1
24	и в то же	1	1
