N	2gram	Bakhtin_Pr_1	Vladivir
1	и в	29	40
2	то что	15	28
3	не только	15	25
4	и не	31	25
5	у него	5	24
6	том что	7	18
7	в том	8	18
8	но и	14	18
9	что в	8	17
10	в этом	22	16
11	в его	24	14
12	так что	2	14
13	не может	12	14
14	точки зрения	19	13
15	вовсе не	7	13
16	только в	10	13
17	в конце	6	12
18	а именно	1	12
19	сказать что	3	12
20	едва ли	1	11
21	никогда не	3	11
22	потому что	8	11
23	таким образом	12	11
24	о том	1	11
25	ни в	3	10
26	и его	14	10
27	то это	1	10
28	не есть	2	10
29	прежде всего	7	10
30	как раз	6	10
31	и потому	6	10
32	уже не	13	9
33	что это	1	9
34	в себе	7	9
35	и с	4	9
36	в своей	8	9
37	что же	4	9
38	как мы	4	8
39	в своем	8	8
40	в этой	4	8
41	он не	5	8
42	и что	2	8
43	раз и	4	8
44	для него	18	8
45	может быть	24	8
46	а не	22	8
47	так же	6	8
48	а только	1	7
49	хотя и	1	7
50	и как	7	7
51	и если	1	7
52	что все	1	7
53	как и	12	7
54	несмотря на	6	7
55	в то	10	7
56	что и	4	7
57	того что	1	7
58	так как	6	7
59	к тому	1	7
60	а в	7	7
61	в своих	3	7
62	смысле слова	1	6
63	оно есть	1	6
64	и на	7	6
65	кроме того	3	6
66	то в	1	6
67	не будет	1	6
68	с точки	13	6
69	по себе	8	6
70	в смысле	2	6
71	и это	5	6
72	и от	2	6
73	так и	7	6
74	об этом	1	6
75	и здесь	3	6
76	и даже	2	6
77	если не	1	6
78	но это	4	6
79	хотя бы	2	6
80	отношения к	3	5
81	мы уже	2	5
82	в ней	2	5
83	в истории	2	5
84	более или	1	5
85	все эти	9	5
86	тоже не	2	5
87	можно было	2	5
88	же касается	1	5
89	должно быть	4	5
90	или менее	1	5
91	но если	1	5
92	в отношении	2	5
93	дело в	1	5
94	тем что	4	5
95	ничего не	5	5
96	только и	1	5
97	эти три	1	5
98	у нас	1	5
99	для себя	2	5
100	с другой	3	5
101	конце концов	5	5
102	что он	8	5
103	в одном	10	5
104	не было	4	5
105	в данном	2	5
106	в самом	10	4
107	то же	14	4
108	и о	5	4
109	вопрос о	2	4
110	но даже	1	4
111	еще не	5	4
112	но не	9	4
113	то он	2	4
114	все же	9	4
115	но в	7	4
116	бы и	4	4
117	было бы	5	4
118	ведь если	1	4
119	чем в	2	4
120	такой же	1	4
121	в котором	2	4
122	даже в	4	4
123	тому что	3	4
124	не имеет	1	4
125	или как	5	4
126	в каком	1	4
127	только при	1	4
128	то время	1	4
129	она была	1	4
130	как идея	1	4
131	никак не	2	4
132	утверждает что	1	4
133	если мы	1	4
134	от того	4	4
135	здесь в	1	4
136	а с	1	4
137	до конца	8	4
138	и все	1	4
139	него в	2	4
140	если оно	1	4
141	такого рода	1	4
142	по существу	3	4
143	в основном	1	4
144	в результате	4	4
145	мы должны	3	4
146	есть и	2	4
147	точно так	1	4
148	же как	1	3
149	на самом	5	3
150	мы имеем	1	3
151	на первом	1	3
152	я не	3	3
153	и был	1	3
154	здесь не	1	3
155	бы то	2	3
156	не все	1	3
157	за пределы	7	3
158	независимо от	1	3
159	перед нами	5	3
160	и у	3	3
161	уже в	3	3
162	из этих	1	3
163	с их	5	3
164	в нем	19	3
165	при этом	2	3
166	в россии	2	3
167	является не	2	3
168	но все	5	3
169	то ни	2	3
170	в качестве	1	3
171	это было	1	3
172	это не	9	3
173	этом смысле	10	3
174	далеко не	3	3
175	не больше	1	3
176	нисколько не	2	3
177	не столько	1	3
178	не в	7	3
179	в философии	1	3
180	этих трех	1	3
181	весь этот	2	3
182	того чтобы	1	3
183	и притом	1	3
184	тех кто	1	3
185	всякого рода	1	3
186	все то	4	3
187	в духе	3	3
188	отличается от	3	3
189	оно не	3	3
190	него как	1	3
191	в виду	1	3
192	философия в	1	3
193	если бы	9	3
194	находится в	2	3
195	настоящее время	1	3
196	вера и	1	3
197	к нему	6	3
198	что бы	1	3
199	по этому	1	3
200	вот что	1	3
201	и чисто	1	3
202	был бы	6	3
203	не так	1	3
204	всяком случае	3	3
205	само по	3	3
206	и только	1	3
207	даже не	1	3
208	именно в	5	3
209	мы видели	1	3
210	как бы	19	3
211	это свое	1	3
212	же самое	1	3
213	и для	4	3
214	в настоящее	1	3
215	же в	2	3
216	к правде	1	3
217	вполне понятно	1	3
218	ее в	1	3
219	и эта	1	3
220	как на	3	3
221	в таком	1	3
222	во всяком	5	3
223	по преимуществу	2	2
224	должна быть	5	2
225	с таким	1	2
226	и за	1	2
227	и само	1	2
228	мы не	1	2
229	на эти	1	2
230	в сущности	5	2
231	время как	1	2
232	на себя	2	2
233	он сам	3	2
234	первый план	1	2
235	не успел	1	2
236	данном случае	2	2
237	но как	3	2
238	а и	1	2
239	себе и	3	2
240	в настоящем	2	2
241	которые не	1	2
242	во что	2	2
243	с этим	2	2
244	что касается	1	2
245	и наконец	4	2
246	это тоже	1	2
247	и к	2	2
248	от этого	1	2
249	только то	3	2
250	в которой	2	2
251	в целом	6	2
252	можно не	1	2
253	в нашем	1	2
254	иначе и	1	2
255	но на	1	2
256	что она	6	2
257	он ни	2	2
258	и еще	1	2
259	как с	1	2
260	же это	1	2
261	не как	14	2
262	и по	1	2
263	случае если	1	2
264	одно и	1	2
265	же не	2	2
266	в другом	1	2
267	и духовное	1	2
268	в жизни	2	2
269	но уже	1	2
270	на первый	1	2
271	можно найти	1	2
272	взгляд на	1	2
273	в их	3	2
274	нему и	2	2
275	как можно	2	2
276	она не	7	2
277	на него	3	2
278	но что	1	2
279	которые были	2	2
280	иметь в	1	2
281	но только	1	2
282	найти в	1	2
283	и всегда	1	2
284	же время	9	2
285	связи с	2	2
286	здесь же	1	2
287	может показаться	1	2
288	точке зрения	3	2
289	вот в	1	2
290	нет ни	2	2
291	не могут	6	2
292	и вполне	2	2
293	далеко за	1	2
294	бы это	1	2
295	всего во	1	2
296	не существует	1	2
