N	3gram	Trubetskoy_1	Problema
1	по отношению к	1	19
2	не может быть	4	11
3	с точки зрения	9	6
4	в его целом	1	5
5	и прежде всего	1	5
6	в большинстве случаев	2	5
7	в данном случае	3	4
8	в противном случае	1	3
9	на самом деле	6	3
10	в самом деле	1	3
11	бы то ни	4	3
12	можно было бы	3	3
13	в применении к	1	3
14	то же время	10	3
15	в том что	7	3
16	в то же	10	3
17	тем не менее	1	3
18	то же самое	1	2
19	в том же	1	2
20	и не может	3	2
21	в лучшем случае	3	2
22	и в частности	1	2
23	то ни было	1	2
24	того или иного	2	2
25	и тем самым	2	2
26	той или иной	3	2
27	для того чтобы	6	2
28	в этом отношении	1	2
29	а между тем	5	1
30	его можно было	1	1
31	в свою очередь	1	1
32	в настоящее время	2	1
33	в том и	2	1
34	во что бы	3	1
35	а следовательно и	2	1
36	до сих пор	5	1
37	отнюдь не может	1	1
38	для нее являются	1	1
39	и в других	1	1
40	до известной степени	1	1
41	и не к	1	1
42	отнюдь не следует	1	1
43	конечно не может	1	1
44	не может иметь	1	1
45	но можно ли	1	1
46	же время она	1	1
47	или хотя бы	1	1
48	себя только в	1	1
49	на то что	4	1
50	здесь же мы	1	1
51	не может но	1	1
52	несмотря на то	1	1
53	отнюдь не является	1	1
54	что бы то	3	1
55	показать что и	1	1
56	в значительной степени	1	1
57	in adjecto и	1	1
58	никакому сомнению что	1	1
59	но в то	1	1
60	к чему не	1	1
61	смысле этого слова	1	1
62	на том основании	1	1
63	то ни стало	3	1
64	и должно быть	1	1
65	и в этом	1	1
66	по отношению ко	1	1
67	и как бы	1	1
68	в связи с	1	1
69	если бы все	1	1
70	то есть не	1	1
71	решения вопроса о	1	1
72	в этом направлении	2	1
73	о которых идет	1	1
74	время в россии	1	1
75	о которых мы	1	1
76	и в том	2	1
77	или иной культурной	1	1
78	а в том	1	1
79	ни к чему	2	1
80	том основании что	1	1
81	том и в	2	1
82	это и есть	1	1
83	ли может быть	1	1
84	вопрос о том	1	1
85	все же дело	1	1
86	и с точки	1	1
87	или в лучшем	2	1
88	в другом случае	2	1
89	к тому что	2	1
90	в своем целом	1	1
91	и вот на	1	1
92	к вопросу о	3	1
93	быть не может	1	1
94	в своем стремлении	1	1
95	она не может	2	1
96	которых идет речь	1	1
97	отношению ко всякой	1	1
98	на этот вопрос	1	1
99	дело в том	1	1
100	и в другом	2	1
