N	2gram	Bakhtin_Pr_2	VLabPisa
1	таким образом	5	27
2	в этом	13	26
3	и в	43	25
4	и т	13	24
5	не только	11	22
6	может быть	23	21
7	хотя бы	2	20
8	и не	29	19
9	художественного творчества	2	18
10	не может	18	17
11	т е	26	17
12	т д	4	15
13	в его	10	15
14	в процессе	2	14
15	в письме	2	14
16	в том	6	13
17	прежде всего	10	13
18	как это	1	12
19	все это	5	12
20	вот что	1	11
21	с другой	4	11
22	из них	2	11
23	в художественном	3	10
24	в качестве	1	10
25	не могут	4	10
26	о том	5	10
27	письме к	2	10
28	то же	8	9
29	что в	4	9
30	об этом	2	9
31	для него	8	9
32	т п	9	9
33	но и	14	9
34	и др	2	9
35	к этому	1	9
36	в своем	4	8
37	все эти	5	8
38	не следует	1	8
39	другой стороны	3	8
40	могут быть	3	8
41	во всех	4	7
42	по отношению	5	7
43	он пишет	2	7
44	из этих	2	7
45	было бы	5	7
46	как и	14	7
47	том что	2	7
48	говорит о	1	7
49	не было	1	7
50	а не	7	7
51	вместе с	1	7
52	же в	1	7
53	отношению к	5	7
54	художественного произведения	1	6
55	это и	1	6
56	художественном творчестве	3	6
57	более или	3	6
58	в себе	5	6
59	в нем	12	6
60	это не	3	6
61	или менее	3	6
62	их в	4	6
63	том же	4	6
64	и его	8	6
65	в то	7	6
66	так и	3	6
67	между тем	3	6
68	бы и	2	6
69	у него	6	6
70	в основном	1	6
71	то что	7	6
72	одним из	1	5
73	и есть	1	5
74	в их	3	5
75	все же	3	5
76	в пределах	16	5
77	в плане	1	5
78	и при	2	5
79	не в	11	5
80	же время	5	5
81	связи с	1	5
82	образы и	1	5
83	приводит к	6	5
84	произведения как	2	5
85	работы над	1	5
86	один из	1	5
87	он говорит	2	5
88	как бы	22	5
89	в результате	4	5
90	сказать что	2	5
91	только в	4	5
92	их и	1	4
93	с его	4	4
94	в этой	1	4
95	вот как	4	4
96	перед нами	7	4
97	когда он	3	4
98	в самом	7	4
99	в целом	2	4
100	что все	1	4
101	в них	4	4
102	даже в	3	4
103	одна из	2	4
104	никогда не	9	4
105	говорит следующее	1	4
106	к тому	4	4
107	для его	1	4
108	в ее	1	4
109	это только	1	4
110	можно сказать	1	4
111	образов и	1	4
112	с ними	2	4
113	что он	13	4
114	в единстве	3	4
115	в одном	12	4
116	как раз	4	4
117	в связи	1	4
118	в романе	3	4
119	в своей	4	4
120	например в	2	3
121	человека и	2	3
122	в котором	6	3
123	из его	2	3
124	и он	5	3
125	в которых	2	3
126	но как	1	3
127	нет и	1	3
128	с этим	2	3
129	и как	2	3
130	и к	3	3
131	и художественного	1	3
132	и по	1	3
133	говорить не	1	3
134	его в	3	3
135	далеко не	4	3
136	что не	2	3
137	в слове	5	3
138	во время	4	3
139	точки зрения	13	3
140	и ее	3	3
141	что говорит	2	3
142	одном из	1	3
143	у тургенева	4	3
144	а вот	2	3
145	со своим	1	3
146	у нас	2	3
147	она не	3	3
148	том как	1	3
149	в виду	3	3
150	никак не	5	3
151	в значительной	1	3
152	что и	3	3
153	и мир	1	3
154	говорит в	1	3
155	того что	2	3
156	большей или	1	3
157	или меньшей	1	3
158	п в	1	3
159	этот вопрос	4	3
160	и их	3	3
161	в конце	2	3
162	мы знаем	1	3
163	в творчестве	2	3
164	него в	3	3
165	так же	2	3
166	по поводу	1	3
167	этого типа	1	3
168	по существу	3	3
169	при всем	1	3
170	и от	1	3
171	или в	8	3
172	бы в	5	3
173	жизни и	1	3
174	как на	1	3
175	ее в	2	3
176	творчество как	1	3
177	смысле слова	1	2
178	ту же	2	2
179	также и	3	2
180	чтобы не	2	2
181	и через	1	2
182	он может	1	2
183	своего класса	1	2
184	видеть в	1	2
185	уже по	1	2
186	а как	4	2
187	же как	1	2
188	из своих	1	2
189	то это	2	2
190	собою и	2	2
191	меньшей степени	1	2
192	еще не	9	2
193	например у	2	2
194	в различных	3	2
195	бы не	2	2
196	но не	5	2
197	если в	1	2
198	в общем	1	2
199	том числе	1	2
200	стороны и	3	2
201	и слова	2	2
202	хотя и	5	2
203	но в	10	2
204	с нею	1	2
205	у каждого	1	2
206	ее как	1	2
207	как он	2	2
208	этот процесс	1	2
209	что она	1	2
210	он не	9	2
211	у пушкина	1	2
212	что ни	1	2
213	человека в	4	2
214	я бы	1	2
215	в каждом	11	2
216	а затем	2	2
217	они должны	1	2
218	и дальше	1	2
219	в другом	7	2
220	с другими	1	2
221	в жизни	3	2
222	достоевского и	2	2
223	не всегда	1	2
224	он и	3	2
225	между собою	4	2
226	и для	3	2
227	своими героями	1	2
228	что такое	2	2
229	всяком случае	1	2
230	самый факт	1	2
231	от его	1	2
232	которые в	1	2
233	по крайней	1	2
234	если бы	3	2
235	по себе	11	2
236	творчестве он	1	2
237	не менее	3	2
238	дня и	1	2
239	тогда когда	1	2
240	того чтобы	1	2
241	только не	1	2
242	в сознании	1	2
243	точном смысле	1	2
244	художественную форму	1	2
245	ли не	1	2
246	отличается от	2	2
247	же самое	1	2
248	числе и	1	2
249	должны быть	2	2
250	на это	1	2
251	его художественного	3	2
252	мы наблюдаем	2	2
253	если они	1	2
254	в образе	2	2
255	произведения не	1	2
256	он сам	3	2
257	и даже	3	2
258	бы еще	1	2
259	вот это	1	2
260	во всяком	2	2
261	но к	2	2
262	из рассказа	2	2
263	лишь в	8	2
264	может не	1	2
265	от них	2	2
266	во всей	1	2
267	крайней мере	1	2
268	конце концов	2	2
269	но с	1	2
270	о его	1	2
271	как пародия	1	2
272	всех его	1	2
273	но то	1	2
274	с одной	1	2
275	одной из	1	2
276	слова не	1	2
277	ни с	1	2
278	эти вопросы	1	2
279	вовсе не	5	2
280	при всей	1	2
281	не о	1	2
282	оно является	2	2
283	эти явления	1	2
284	одной стороны	1	2
285	или иной	3	2
286	до сих	7	2
287	еще и	1	2
288	что для	1	2
289	к сожалению	1	2
290	идеи в	1	2
291	и непосредственно	1	2
292	о чем	1	2
293	и потому	1	2
294	из которых	1	2
295	все произведение	2	2
296	сих пор	7	2
297	но для	3	2
298	можно было	3	2
299	вне его	2	2
300	в книге	1	2
301	сюжета и	1	2
302	в точном	1	2
303	по одному	1	2
304	ни одного	4	2
305	своих героев	1	2
306	в большей	1	2
307	все они	1	2
308	а в	5	2
309	между ними	4	2
310	в своих	2	2
311	явления в	1	2
312	этой точки	1	2
313	они не	1	2
314	пор не	1	1
315	а между	2	1
316	в движение	1	1
317	таком случае	1	1
318	не признать	1	1
319	и без	2	1
320	выражения в	1	1
321	самом деле	5	1
322	силы и	1	1
323	все его	2	1
324	свою идею	1	1
325	почти не	2	1
326	мысли а	1	1
327	и так	2	1
328	достоевского в	4	1
329	не подчиненными	1	1
330	все те	1	1
331	должна быть	3	1
332	обойтись без	3	1
333	она к	1	1
334	всей ее	1	1
335	без труда	1	1
336	бы уже	1	1
337	для достижения	1	1
338	неизбежно приводит	1	1
339	как мы	10	1
340	что если	3	1
341	и свой	3	1
342	вопрос о	2	1
343	они могут	2	1
344	именно к	1	1
345	и стиль	1	1
346	себя свою	1	1
347	но она	1	1
348	на себя	2	1
349	типа мы	1	1
350	мы и	2	1
351	по замыслу	1	1
352	не способен	1	1
353	сам по	5	1
354	и то	2	1
355	а другие	1	1
356	собой в	1	1
357	он был	3	1
358	между собой	2	1
359	быть в	2	1
360	не был	2	1
361	здесь не	6	1
362	служит для	1	1
363	сознания а	1	1
364	это имеет	1	1
365	по своему	2	1
366	как если	2	1
367	уже как	1	1
368	себе и	4	1
369	выразить себя	1	1
370	сама по	4	1
371	опирается на	2	1
372	различных авторов	1	1
373	кроме того	3	1
374	целый ряд	2	1
375	и наконец	6	1
376	что этим	1	1
377	к музыке	1	1
378	второму типу	1	1
379	тон и	5	1
380	то в	1	1
381	уже в	2	1
382	тут и	1	1
383	что так	3	1
384	и реплика	3	1
385	если есть	1	1
386	элементов в	1	1
387	ничего и	1	1
388	постепенно и	1	1
389	относится например	1	1
390	тому же	3	1
391	связи между	3	1
392	на то	5	1
393	но на	2	1
394	же но	1	1
395	так сказать	6	1
396	и если	1	1
397	уже сама	1	1
398	да и	5	1
399	и еще	2	1
400	не как	6	1
401	что еще	1	1
402	им во	1	1
403	к каждому	1	1
404	уже не	3	1
405	что может	2	1
406	на этом	1	1
407	его можно	1	1
408	и речи	1	1
409	одно и	2	1
410	реакции на	3	1
411	рассказ а	1	1
412	оно и	1	1
413	тем свободнее	1	1
414	и характер	1	1
415	самого автора	1	1
416	связанных с	1	1
417	то есть	4	1
418	зрения на	1	1
419	творчества он	1	1
420	входит в	2	1
421	деле в	1	1
422	на почве	2	1
423	этом смысле	2	1
424	же если	1	1
425	всю его	1	1
426	приходит в	1	1
427	отражение в	1	1
428	кажется что	3	1
429	материал для	1	1
430	в ином	1	1
431	например рассказ	2	1
432	элементы сознания	1	1
433	романы достоевского	1	1
434	которой он	1	1
435	несмотря на	1	1
436	же самый	1	1
437	значит не	1	1
438	на этот	4	1
439	как целое	1	1
440	мере не	1	1
441	в этих	6	1
442	он должен	1	1
443	в которые	2	1
444	же направлении	1	1
445	что до	1	1
446	собой не	1	1
447	в частном	1	1
448	значение для	2	1
449	образом и	3	1
450	но он	4	1
451	друг другу	1	1
452	в прямом	1	1
453	обращение к	1	1
454	и эти	1	1
455	слова к	1	1
456	что этот	2	1
457	творчества для	1	1
458	в устах	1	1
459	не должна	3	1
460	зрения и	3	1
461	это явления	1	1
462	освободиться от	1	1
463	что есть	1	1
464	все для	1	1
465	бежит в	1	1
466	в таких	1	1
467	с теми	2	1
468	мысли в	1	1
469	того как	2	1
470	что их	1	1
471	на себе	2	1
472	этими двумя	1	1
