N	2gram	Nazirov_Tv_1	Istorich
1	и в	21	24
2	не только	7	21
3	что он	6	21
4	и т	3	17
5	т д	1	16
6	т е	1	16
7	может быть	5	14
8	не может	4	14
9	что в	12	13
10	в этих	2	13
11	мы имеем	1	12
12	как в	8	12
13	в этом	6	12
14	и здесь	1	12
15	но и	3	11
16	это не	4	10
17	том что	11	10
18	и что	1	10
19	у него	7	10
20	а в	6	10
21	все же	5	9
22	с другой	3	9
23	не в	2	9
24	о том	6	9
25	потому что	5	9
26	и другие	3	9
27	то же	13	8
28	еще не	1	8
29	показывает что	1	8
30	что и	2	8
31	так как	3	8
32	другой стороны	1	8
33	а не	5	8
34	все это	10	8
35	или в	2	8
36	во всех	1	7
37	то что	8	7
38	в первую	1	7
39	таким образом	5	7
40	одна из	2	7
41	к нему	1	7
42	один из	4	7
43	в том	7	7
44	вместе с	2	7
45	что это	1	6
46	но не	3	6
47	как он	1	6
48	в нем	3	6
49	он не	8	6
50	всех этих	1	6
51	об этом	2	6
52	как и	12	6
53	и все	6	6
54	того что	3	6
55	только в	5	6
56	тем что	1	6
57	так же	3	6
58	с этой	1	6
59	во время	1	6
60	то это	1	5
61	в чем	2	5
62	с одной	1	5
63	но в	7	5
64	имеем в	1	5
65	что она	2	5
66	здесь мы	2	5
67	не менее	6	5
68	с ним	3	5
69	в русской	5	5
70	дело не	3	5
71	так и	2	5
72	представляют собой	1	5
73	одной стороны	1	5
74	героя и	2	5
75	же как	1	4
76	мы уже	1	4
77	представляет собой	3	4
78	первый взгляд	1	4
79	как бы	17	4
80	при этом	7	4
81	но все	1	4
82	на первый	1	4
83	в их	3	4
84	своего рода	4	4
85	тем не	2	4
86	не имеет	1	4
87	никогда не	3	4
88	со своим	1	4
89	в других	1	4
90	и говорит	1	4
91	так в	1	4
92	что у	1	4
93	с того	1	4
94	большого дома	1	4
95	представления о	1	4
96	то и	1	4
97	вовсе не	5	4
98	в данном	2	4
99	и не	7	4
100	мы должны	1	4
101	одной из	4	4
102	не вполне	1	3
103	и он	2	3
104	с его	11	3
105	тогда как	1	3
106	эта связь	1	3
107	кроме того	1	3
108	к себе	1	3
109	хотя и	3	3
110	когда он	2	3
111	и наконец	2	3
112	этот мотив	1	3
113	в дальнейшем	3	3
114	если он	1	3
115	и если	1	3
116	и по	3	3
117	его в	1	3
118	кажется что	1	3
119	в них	1	3
120	представление о	3	3
121	в конце	1	3
122	они же	1	3
123	дворец и	1	3
124	не все	1	3
125	видим что	1	3
126	и его	6	3
127	связи с	1	3
128	данном случае	2	3
129	не столько	2	3
130	в образе	1	3
131	здесь нет	2	3
132	него и	1	3
133	приходит к	3	3
134	в качестве	2	3
135	так что	2	3
136	уже в	3	3
137	при помощи	2	3
138	не случайно	4	3
139	между прочим	1	3
140	и даже	3	3
141	превращается в	1	3
142	и стал	1	3
143	сих пор	1	3
144	но это	5	3
145	обращается к	1	3
146	от него	1	3
147	в герое	1	3
148	ее в	3	3
149	в русских	1	2
150	но тем	1	2
151	очень много	1	2
152	из самых	1	2
153	не имеют	4	2
154	со своей	1	2
155	его не	1	2
156	три месяца	1	2
157	зеркало и	1	2
158	время как	1	2
159	на себя	1	2
160	и ее	1	2
161	их не	1	2
162	того же	2	2
163	и на	7	2
164	что его	2	2
165	если в	2	2
166	некоторые черты	1	2
167	в одной	2	2
168	с этим	1	2
169	перед нами	2	2
170	что по	1	2
171	в действительности	1	2
172	он на	1	2
173	но эта	1	2
174	в самом	3	2
175	та же	4	2
176	в которой	3	2
177	он в	1	2
178	все эти	1	2
179	еще один	1	2
180	им в	1	2
181	на его	3	2
182	три года	1	2
183	связанные с	1	2
184	на земле	3	2
185	не будет	2	2
186	на ту	1	2
187	было бы	1	2
188	известно что	2	2
189	должен был	1	2
190	нам по	1	2
191	и тем	2	2
192	ни в	1	2
193	в один	2	2
194	их на	1	2
195	в котором	6	2
196	не от	1	2
197	к этому	2	2
198	него есть	2	2
199	это довольно	1	2
200	но он	2	2
201	что этот	1	2
202	тому что	1	2
203	она не	1	2
204	вплоть до	1	2
205	в таких	1	2
206	в то	15	2
207	и другое	1	2
208	что такое	1	2
209	на него	1	2
210	не по	3	2
211	в основе	2	2
212	дочери и	1	2
213	к ней	2	2
214	не могут	1	2
215	и это	1	2
216	не совсем	1	2
217	но по	1	2
218	но при	1	2
219	в ее	1	2
220	на том	2	2
221	и когда	2	2
222	ли и	1	2
223	там же	3	2
224	все его	1	2
225	восходит к	1	2
226	тем более	1	2
227	герой в	2	2
228	тот же	2	2
229	по этому	1	2
230	этот вопрос	1	2
231	уже не	3	2
232	и у	2	2
233	только на	2	2
234	что не	2	2
235	из них	2	2
236	мы знаем	1	2
237	не так	3	2
238	прежде всего	4	2
239	у нее	1	2
240	к ним	1	2
241	до сих	1	2
242	на этот	1	2
243	говорит о	3	2
244	в руках	1	2
245	свои личные	1	2
246	в связи	1	2
247	связь с	1	2
248	как это	1	2
249	он говорит	3	2
250	видит в	1	2
251	а если	1	2
252	в литературе	2	2
253	когда она	1	2
254	это значит	1	2
255	и от	4	2
256	и о	1	2
257	в основном	4	2
258	отличается от	1	2
259	это как	3	2
260	причем в	2	2
261	в другое	1	2
262	он стал	1	2
263	отсюда же	2	2
264	в целях	1	2
265	сказать что	2	2
266	от всех	1	2
267	во сне	1	2
268	точно так	2	2
269	они представляют	1	1
270	и рассказы	2	1
271	только он	1	1
272	ту же	3	1
273	одним из	4	1
274	и бессмертие	1	1
275	связана с	1	1
276	самом деле	2	1
277	сквозь землю	1	1
278	как известно	1	1
279	от этой	1	1
280	говорилось выше	1	1
281	к этой	1	1
282	нам кажется	1	1
283	этого мира	1	1
284	чего не	1	1
285	от своей	1	1
286	этой теории	1	1
287	сам автор	1	1
288	в несколько	1	1
289	есть не	2	1
290	на тех	1	1
291	древнее происхождение	1	1
292	что если	1	1
293	бы что	1	1
294	в возможности	1	1
295	но она	2	1
296	что иное	1	1
297	мир с	2	1
298	я не	3	1
299	нет ли	1	1
300	частный случай	1	1
301	с большим	1	1
302	в ней	2	1
303	ней он	1	1
304	большей частью	1	1
305	собой в	2	1
306	он был	1	1
307	между собой	1	1
308	он бросил	1	1
309	миф о	1	1
310	бы то	1	1
311	это означало	2	1
312	тем как	1	1
313	иного рода	1	1
314	подобные ей	1	1
315	совсем не	1	1
316	тут он	1	1
317	нет не	2	1
318	друг на	1	1
319	и всякий	1	1
320	по отношению	1	1
321	его принять	1	1
322	холод и	1	1
323	от такого	1	1
324	в поисках	1	1
325	же с	2	1
326	не согласиться	1	1
327	вспомним что	1	1
328	в своем	4	1
329	и как	4	1
330	это тоже	1	1
331	сюжет о	1	1
332	и к	1	1
333	искусство и	1	1
334	в этот	1	1
335	или иную	1	1
336	за собой	1	1
337	с кровати	1	1
338	в целом	4	1
339	мне не	1	1
340	образом и	1	1
341	в этой	5	1
342	в известном	1	1
343	эпохи и	1	1
344	любой человек	1	1
345	о городе	1	1
346	в зеркало	2	1
347	и вот	1	1
348	ни было	1	1
349	в комнату	2	1
350	они играют	1	1
351	в нее	1	1
352	и холод	1	1
353	в каждом	3	1
354	то ни	1	1
355	же не	1	1
356	а по	2	1
357	на все	1	1
358	характер за	1	1
359	а как	2	1
360	знает что	1	1
361	на протяжении	3	1
362	вон и	1	1
363	приходит в	1	1
364	в огонь	1	1
365	за ней	1	1
366	он приходит	1	1
367	и смерти	1	1
368	с водой	1	1
