N	3gram	Vinokur_St_2	Dialekti
1	и т д	6	23
2	с точки зрения	2	14
3	тем не менее	2	10
4	не только не	2	7
5	в самом деле	2	5
6	сам по себе	1	5
7	о том что	11	5
8	т е в	1	4
9	в то время	1	4
10	т е не	1	4
11	сами по себе	2	3
12	в каком смысле	1	3
13	в том что	16	3
14	ни в каком	1	3
15	на то что	2	3
16	не говоря уже	1	2
17	он не может	1	2
18	говоря уже о	1	2
19	точно так же	1	2
20	с тех пор	1	2
21	в зависимости от	1	2
22	одно и то	1	2
23	так же как	3	2
24	и то же	1	2
25	и в этом	2	2
26	с другой стороны	3	2
27	во всяком случае	3	2
28	иметь в виду	3	2
29	к тому что	5	2
30	к тому же	2	2
31	так или иначе	1	2
32	том что в	2	1
33	в этом его	1	1
34	у меня в	2	1
35	в виду что	1	1
36	на самом деле	1	1
37	и в особенности	1	1
38	в таком виде	1	1
39	и по существу	1	1
40	так что в	1	1
41	внимание на то	1	1
42	вы говорите что	1	1
43	то что с	1	1
44	до сих пор	5	1
45	одно из таких	1	1
46	не имеет никакого	1	1
47	в этом отношении	9	1
48	говорит о себе	1	1
49	ничего не говорится	1	1
50	если оно не	1	1
51	только потому что	2	1
52	в данном случае	1	1
53	и что он	1	1
54	тот факт что	4	1
55	на одной из	1	1
56	столько же сколько	1	1
57	не в том	2	1
58	т д на	1	1
59	я не могу	1	1
60	что он просто	1	1
61	и в котором	1	1
62	и в том	1	1
63	с полной убедительностью	1	1
64	а то что	1	1
65	более или менее	2	1
66	то же время	1	1
67	и пр в	1	1
68	которая для него	1	1
69	том смысле что	1	1
70	что в ней	1	1
71	в одном из	3	1
72	и все это	1	1
73	что у него	1	1
74	бы то ни	2	1
75	в этом вопросе	1	1
76	речь идет о	3	1
77	то ни было	2	1
78	в то же	1	1
79	в связи с	1	1
80	каком смысле не	1	1
81	в том смысле	2	1
82	понимать в том	1	1
83	мы до сих	1	1
84	уже о том	1	1
85	поскольку речь идет	1	1
