N	3gram	Bakhtin_Fr_4	Psycholo
1	для того чтобы	3	19
2	в том что	1	14
3	с одной стороны	2	12
4	о том что	2	6
5	до сих пор	1	5
6	с другой стороны	3	5
7	а с другой	1	4
8	и как бы	1	4
9	таким образом что	1	3
10	то же самое	1	3
11	и то что	1	3
12	одно и то	1	3
13	и то же	1	3
14	с самого начала	3	3
15	мы видим что	1	3
16	в этом отношении	1	3
17	и того же	1	2
18	художественной формы и	1	2
19	одного и того	1	2
20	может быть и	1	2
21	с точки зрения	2	2
22	на первый план	1	2
23	в отличие от	1	2
24	таким образом все	2	2
25	в данном случае	1	2
26	не только в	2	2
27	в конце концов	4	2
28	не может быть	1	2
29	можно сказать что	1	2
30	на самом деле	1	2
31	в чем не	1	1
32	оказываются здесь не	1	1
33	дело в том	1	1
34	более или менее	3	1
35	достаточно сказать что	1	1
36	с которым мы	1	1
37	одной стороны и	1	1
38	в одной из	1	1
39	то что эти	1	1
40	до известной степени	1	1
41	с двух сторон	1	1
42	сказать что и	1	1
43	к сожалению мы	1	1
44	и второй части	1	1
45	и вовсе не	1	1
46	так как все	1	1
47	в том случае	1	1
48	точки зрения придерживается	1	1
49	как бы снова	1	1
50	то время как	1	1
51	уже указывали на	1	1
52	зрения придерживается и	1	1
53	и тот же	2	1
54	смысле этого слова	1	1
55	как бы видит	1	1
56	все же не	1	1
57	данном случае в	1	1
58	еще более подчеркивает	1	1
59	один и тот	2	1
60	в частности так	1	1
61	в этом образе	1	1
62	рядом с этой	1	1
63	того что у	1	1
64	сожалению мы не	1	1
65	ни в чем	1	1
66	в нем нет	1	1
67	в то время	2	1
68	сих пор в	1	1
69	в свою очередь	1	1
70	в конечном счете	1	1
71	мало того что	1	1
72	направо и налево	1	1
73	что один из	1	1
74	между ними и	1	1
75	один из самых	1	1
76	что это не	1	1
77	мы видели что	1	1
78	мы уже указывали	1	1
79	и т.п и	1	1
80	тем что он	1	1
81	в полной мере	1	1
