N	2gram	Propp_Isto_7	TeoriaLi
1	не только	21	18
2	в качестве	3	17
3	тогда как	3	16
4	и не	4	16
5	я в	1	16
6	а в	10	14
7	состоит в	1	13
8	и в	24	13
9	в частности	1	13
10	так и	5	12
11	может быть	14	12
12	в этом	12	11
13	представляет собой	4	11
14	при этом	4	11
15	в том	7	11
16	но не	6	10
17	и его	3	10
18	а не	8	10
19	то же	8	9
20	в его	1	9
21	по отношению	1	8
22	своего рода	4	8
23	сводится к	1	8
24	но и	11	8
25	отношению к	1	8
26	что в	13	8
27	том что	10	7
28	точки зрения	4	7
29	в то	2	7
30	во второй	1	7
31	только в	6	7
32	как это	2	7
33	в данном	4	7
34	еще не	8	6
35	с его	3	6
36	но в	5	6
37	в русской	5	6
38	как бы	4	6
39	мы имеем	12	5
40	данном случае	3	5
41	в своем	1	5
42	в самом	2	5
43	он не	6	5
44	как и	6	5
45	не в	9	5
46	тем самым	1	5
47	в нем	6	5
48	в ее	2	5
49	а также	1	5
50	уже не	2	5
51	не случайно	3	5
52	с другой	9	5
53	как в	12	5
54	героя и	5	5
55	отношение к	5	4
56	хотя и	3	4
57	то что	7	4
58	ни в	2	4
59	в своей	1	4
60	в их	4	4
61	или менее	1	4
62	не столько	3	4
63	не менее	5	4
64	можно сказать	1	4
65	в форме	2	4
66	и ее	2	4
67	но он	2	4
68	мира и	1	4
69	на смену	1	4
70	не знает	1	4
71	сказать что	2	4
72	не может	14	4
73	более или	1	4
74	и то	1	3
75	между двумя	1	3
76	например в	3	3
77	я на	1	3
78	иного рода	1	3
79	а только	1	3
80	не все	3	3
81	герой не	3	3
82	перед нами	2	3
83	и к	1	3
84	со своей	2	3
85	все эти	2	3
86	в этой	1	3
87	и вот	1	3
88	и по	3	3
89	его в	3	3
90	мог бы	1	3
91	и сам	1	3
92	в этих	13	3
93	тем не	4	3
94	никогда не	4	3
95	потому что	9	3
96	другой стороны	8	3
97	так в	4	3
98	в другом	1	3
99	о ней	1	3
100	и что	10	3
101	входит в	1	3
102	того что	6	3
103	а с	1	3
104	во времени	1	3
105	именно в	1	3
106	и др	2	3
107	прежде всего	2	3
108	и потому	1	3
109	по своему	1	3
110	для возникновения	1	3
111	таким образом	7	3
112	или в	8	3
113	в основе	2	3
114	отношения к	1	2
115	того же	2	2
116	и это	2	2
117	и больше	1	2
118	и способности	1	2
119	случае это	1	2
120	но она	1	2
121	на себя	2	2
122	я не	1	2
123	в целом	1	2
124	между собой	1	2
125	в чем	5	2
126	чем это	1	2
127	способность к	2	2
128	у него	10	2
129	и весьма	1	2
130	свою жизнь	1	2
131	как такой	2	2
132	что они	3	2
133	сама по	1	2
134	и как	1	2
135	это тоже	1	2
136	самом начале	1	2
137	в которой	2	2
138	образом и	1	2
139	право на	5	2
140	рассказ о	2	2
141	здесь мы	5	2
142	могла бы	1	2
143	об этом	6	2
144	это не	10	2
145	и тем	2	2
146	к области	1	2
147	вовсе не	4	2
148	в войне	1	2
149	с точки	1	2
150	от себя	1	2
151	по себе	1	2
152	автора и	1	2
153	и одной	1	2
154	дело не	5	2
155	мышления и	1	2
156	вытекает из	2	2
157	имеем дело	1	2
158	как будто	1	2
159	и о	2	2
160	подобных случаях	1	2
161	здесь не	2	2
162	не с	1	2
163	если бы	1	2
164	и здесь	12	2
165	в состав	1	2
166	о том	9	2
167	восходит к	2	2
168	к нему	7	2
169	во всех	7	2
170	вслед за	1	2
171	в литературе	2	2
172	с одной	5	2
173	оказывается в	1	2
174	в большинстве	1	2
175	в конце	3	2
176	во всей	1	2
177	и даже	3	2
178	со стороны	2	2
179	а именно	6	2
180	перед ним	1	2
181	одной стороны	5	2
182	а на	1	2
183	мы легко	1	2
184	о чем	1	2
185	вместе с	7	2
186	так же	6	2
187	из которых	1	2
188	в мировой	1	2
189	к тому	1	2
190	ногами и	1	2
191	одной из	4	2
192	имеет в	1	2
193	что он	21	2
194	однако все	1	2
195	те же	1	1
196	он стоит	1	1
197	начинается с	4	1
198	переходит к	1	1
199	говорит ему	2	1
200	связана с	1	1
201	он показывает	6	1
202	также своего	1	1
203	говорилось выше	1	1
204	и есть	1	1
205	этого мира	1	1
206	в иных	1	1
207	от своей	1	1
208	к другому	1	1
209	из его	1	1
210	свое место	2	1
211	кто бы	2	1
212	и ясный	1	1
213	одним из	1	1
214	же как	4	1
215	превратилась в	3	1
216	вопрос о	3	1
217	героя но	2	1
218	от всего	1	1
219	из дальнейшего	1	1
220	не вполне	3	1
221	не от	2	1
222	собой в	1	1
223	и на	2	1
224	бы то	1	1
225	в различных	3	1
226	тем как	1	1
227	иных случаях	1	1
228	совсем не	1	1
229	легко может	1	1
230	нет не	1	1
231	здесь также	1	1
232	не входит	1	1
233	если в	2	1
234	искусство в	1	1
235	на то	3	1
236	еще один	2	1
237	поэтике и	1	1
238	является к	2	1
239	независимо от	1	1
240	встречи с	1	1
241	что по	2	1
242	ты в	1	1
243	духа и	1	1
244	здесь и	2	1
245	и свою	1	1
246	в герое	3	1
247	совершенно иными	1	1
248	искусство и	1	1
249	или иную	1	1
250	в условиях	1	1
251	что это	6	1
252	он в	2	1
253	из этих	3	1
254	тоже не	3	1
255	без ее	1	1
256	на могиле	1	1
257	в известном	1	1
258	прослеживается в	1	1
259	имеем в	5	1
260	на стадии	1	1
261	ее как	2	1
262	если он	3	1
263	в наших	1	1
264	не могла	1	1
265	на его	2	1
266	что она	5	1
267	но именно	1	1
268	в силу	2	1
269	по существу	4	1
270	же лежит	1	1
271	на земле	2	1
272	он уже	1	1
273	поэтому оно	1	1
274	ему на	1	1
275	по его	2	1
276	то ни	1	1
277	не будет	2	1
278	том-то и	2	1
279	а по	1	1
