N	2gram	Bakhtin_Fr_3	VerxiiNi
1	и в	40	26
2	таким образом	10	22
3	с тем	1	18
4	в этом	15	15
5	вместе с	3	15
6	точки зрения	2	13
7	как бы	3	12
8	в том	8	11
9	из этих	2	10
10	не только	13	10
11	и с	8	10
12	может быть	9	10
13	после смерти	1	10
14	связи с	6	9
15	в области	4	9
16	так как	4	9
17	но и	11	9
18	что в	12	9
19	но не	2	8
20	в общем	1	8
21	главным образом	1	8
22	и у	2	8
23	с другой	2	8
24	и не	13	8
25	как на	1	8
26	но в	8	7
27	связанные с	3	7
28	но все	3	7
29	из них	4	7
30	том что	4	7
31	потому что	2	7
32	в эпоху	8	7
33	к нему	2	7
34	с одной	1	7
35	то что	5	7
36	того же	2	6
37	представление о	2	6
38	все же	2	6
39	все эти	8	6
40	в себе	3	6
41	всяком случае	1	6
42	с точки	1	6
43	в отношении	1	6
44	так и	3	6
45	о том	4	6
46	в конце	3	6
47	что и	3	6
48	несмотря на	1	6
49	и потому	4	6
50	все это	4	6
51	во всяком	1	6
52	отношение к	8	5
53	сих пор	4	5
54	и к	3	5
55	в мире	4	5
56	лишь в	2	5
57	не имеет	1	5
58	того чтобы	4	5
59	никогда не	1	5
60	для того	3	5
61	образом в	2	5
62	в его	13	5
63	до сих	4	5
64	а не	5	5
65	к жизни	2	5
66	и для	5	5
67	так же	1	5
68	одной из	2	5
69	том числе	3	5
70	в котором	2	4
71	то же	7	4
72	при жизни	1	4
73	в течение	2	4
74	в самом	6	4
75	в этой	3	4
76	и по	1	4
77	то есть	18	4
78	с другими	1	4
79	он не	9	4
80	далеко не	2	4
81	в то	6	4
82	очень мало	1	4
83	в нем	5	4
84	а в	3	4
85	числе и	2	4
86	что оно	1	4
87	и что	1	4
88	и только	1	4
89	только в	3	4
90	и вместе	1	4
91	ничем не	1	4
92	не может	3	4
93	из которых	1	4
94	этой эпохи	2	4
95	в смысле	1	4
96	и от	3	4
97	в этих	6	4
98	во время	8	4
99	что он	2	4
100	в виде	1	4
101	из всех	4	3
102	в своем	7	3
103	когда он	1	3
104	и как	3	3
105	в которой	2	3
106	что это	1	3
107	и если	2	3
108	при этом	3	3
109	верхом и	1	3
110	и при	1	3
111	если бы	3	3
112	не менее	2	3
113	как о	2	3
114	представляет собой	1	3
115	к концу	1	3
116	в других	3	3
117	и о	4	3
118	с самого	1	3
119	культуры и	7	3
120	на нее	1	3
121	можно сказать	2	3
122	в значительной	3	3
123	путь к	1	3
124	того что	1	3
125	хотя бы	2	3
126	в качестве	1	3
127	так что	1	3
128	для него	5	3
129	культура в	1	3
130	в одном	7	3
131	и даже	4	3
132	в связи	5	3
133	в результате	1	3
134	отношению к	2	3
135	и низом	1	3
136	и другие	2	3
137	к этому	6	3
138	в таком	1	3
139	одним из	2	2
140	связана с	2	2
141	и это	2	2
142	мы имеем	1	2
143	еще не	3	2
144	и на	8	2
145	бы то	1	2
146	с его	3	2
147	во всех	6	2
148	оно является	1	2
149	относится к	1	2
150	некоторые из	1	2
151	и наконец	3	2
152	он в	2	2
153	не могла	1	2
154	из этой	2	2
155	не к	2	2
156	не как	1	2
157	связан с	3	2
158	то ни	1	2
159	те же	5	2
160	них не	1	2
161	на все	1	2
162	в них	9	2
163	не всегда	1	2
164	мы видели	3	2
165	которые в	1	2
166	не в	1	2
167	вплоть до	3	2
168	самого начала	1	2
169	этими двумя	1	2
170	для каждого	1	2
171	связан и	2	2
172	ее с	1	2
173	и молитвы	1	2
174	героев и	1	2
175	только не	1	2
176	в разных	2	2
177	больше чем	2	2
178	же время	6	2
179	с одним	1	2
180	так например	1	2
181	этом отношении	2	2
182	и здесь	4	2
183	начиная с	3	2
184	не могут	1	2
185	с телом	1	2
186	отличается от	1	2
187	той или	2	2
188	пор еще	1	2
189	время он	1	2
190	значительной мере	1	2
191	в образе	1	2
192	не с	1	2
193	особенно в	4	2
194	связанных с	1	2
195	по сравнению	2	2
196	не исчерпывается	2	2
197	для этого	3	2
198	в виду	7	2
199	с того	2	2
200	а также	4	2
201	народная культура	3	2
202	между тем	3	2
203	наконец в	1	2
204	быть и	1	2
205	по своей	1	2
206	один из	4	2
207	следующий период	2	2
208	между этими	1	2
209	от них	1	2
210	со всеми	5	2
211	для всех	1	2
212	конечно не	2	2
213	уже в	2	2
214	в начале	3	2
215	свидетельствует о	2	2
216	одно из	3	2
217	нее не	1	2
218	или иной	2	2
219	и из	1	2
220	именно в	2	2
221	прежде всего	16	2
222	связано с	1	2
223	превращается в	1	2
224	не было	5	2
225	его смерти	1	2
226	перед которой	1	2
227	и все	9	2
228	связь с	6	2
229	и особенно	1	2
230	требует от	1	2
231	после его	1	2
232	сравнению с	2	2
233	только для	3	2
234	о котором	1	2
235	и перед	2	2
236	но когда	1	2
237	в эту	4	2
238	ни было	1	2
239	дьявола и	1	2
240	в свою	1	2
241	сказать что	3	2
242	одновременно и	2	2
243	ко всему	2	2
244	из этого	2	2
245	к религии	1	2
246	жизни и	4	2
247	для эпохи	1	2
248	все что	2	2
249	только он	1	1
250	как известно	2	1
251	к людям	1	1
252	и защите	1	1
253	вряд ли	1	1
254	к их	1	1
255	в этот	2	1
256	смысле слова	4	1
257	самом деле	3	1
258	это и	2	1
259	и есть	3	1
260	которое мы	1	1
261	этого мира	1	1
262	тем же	2	1
263	в первом	1	1
264	и до	8	1
265	органически и	1	1
266	все те	1	1
267	и этот	2	1
268	мы уже	13	1
269	той же	8	1
270	а как	1	1
271	мы не	2	1
272	что уже	1	1
273	большой литературы	1	1
274	имеется и	1	1
275	бы и	1	1
276	в сущности	9	1
277	не совсем	1	1
278	было очень	1	1
279	к общему	1	1
280	в ней	4	1
281	связи со	1	1
282	на них	2	1
283	за это	1	1
284	быть в	2	1
285	а следовательно	1	1
286	видели что	1	1
287	и всякий	1	1
288	по отношению	3	1
289	отличие от	3	1
290	что они	1	1
291	что два	1	1
292	связи и	1	1
293	даже некоторые	1	1
294	как по	1	1
295	в одной	1	1
296	эта связь	1	1
297	как в	3	1
298	народа в	1	1
299	предстоит еще	1	1
300	его к	2	1
301	себе не	1	1
302	от этого	1	1
303	и отчасти	1	1
304	не был	2	1
305	в нашем	4	1
306	думать что	2	1
307	по форме	1	1
308	и тот	1	1
309	имеем в	1	1
310	с народной	4	1
311	если он	1	1
312	все священное	1	1
313	так сказать	5	1
314	на его	2	1
315	но именно	3	1
316	в нашей	2	1
317	в xvii	1	1
318	всех этих	3	1
319	объясняется и	1	1
320	он должен	1	1
321	к одному	1	1
322	душу и	1	1
323	в корне	2	1
324	и более	1	1
325	с представлением	1	1
326	на этом	2	1
327	только некоторые	1	1
328	прежде чем	1	1
329	чести и	1	1
330	жить в	1	1
331	том же	2	1
332	от старого	2	1
333	довольно долго	1	1
334	его в	1	1
335	это было	1	1
336	заключается в	1	1
337	было в	1	1
338	всех народов	1	1
339	есть не	1	1
340	мире как	1	1
341	это не	2	1
342	и отдельные	1	1
343	было бы	4	1
344	на почве	1	1
345	весь мир	1	1
346	между отдельными	1	1
347	и чудовищностью	1	1
348	из первых	1	1
349	смерть и	1	1
350	и смерти	3	1
351	ни в	4	1
