N	2gram	Bakhtin_Pr_5	UchenyiS
1	и в	35	14
2	а не	4	10
3	не только	10	10
4	прежде всего	12	8
5	и не	27	8
6	не может	18	7
7	в этом	14	7
8	то что	10	7
9	может быть	14	6
10	то же	15	5
11	и только	1	5
12	художественное произведение	1	5
13	все это	14	5
14	хотя бы	2	5
15	с другой	4	4
16	но и	14	4
17	что такое	1	4
18	в их	1	4
19	в этой	1	4
20	конечно не	2	4
21	то ни	3	3
22	и то	5	3
23	это не	3	3
24	было бы	3	3
25	как и	18	3
26	для этого	2	3
27	в своей	4	3
28	или точнее	1	3
29	и т.д	3	3
30	бы то	3	3
31	в то	11	3
32	все же	8	3
33	но в	19	3
34	не следует	1	3
35	же время	10	3
36	другой стороны	3	3
37	для него	14	3
38	не как	3	3
39	ни было	3	3
40	не о	4	3
41	что все	2	2
42	а между	3	2
43	крайней мере	1	2
44	же не	4	2
45	именно как	1	2
46	одним из	1	2
47	и с	12	2
48	и через	1	2
49	а его	1	2
50	до сих	1	2
51	а как	2	2
52	это было	2	2
53	самом деле	10	2
54	в итоге	1	2
55	в некоторых	1	2
56	превращается в	1	2
57	мы не	1	2
58	о чем	1	2
59	является в	1	2
60	если бы	1	2
61	ничего не	3	2
62	как таковой	1	2
63	если не	1	2
64	должна была	2	2
65	том что	3	2
66	материал для	2	2
67	сводится к	3	2
68	но даже	1	2
69	меньшей степени	1	2
70	надо было	2	2
71	нас в	1	2
72	но конечно	2	2
73	с его	7	2
74	но не	6	2
75	в сторону	2	2
76	не все	1	2
77	в его	21	2
78	по крайней	1	2
79	что и	3	2
80	по себе	4	2
81	конце концов	3	2
82	сих пор	1	2
83	но это	6	2
84	этом смысле	3	2
85	могли бы	1	2
86	в том	5	2
87	это уже	2	2
88	и для	8	2
89	что он	24	2
90	в себе	5	2
91	в самом	6	2
92	между тем	4	2
93	и у	4	2
94	только в	6	2
95	материал как	1	2
96	не в	10	2
97	для всех	1	2
98	этом отношении	1	2
99	его и	3	2
100	бы и	2	2
101	всех этих	2	2
102	не могут	1	2
103	в конце	5	2
104	смысле этого	2	2
105	же самое	1	2
106	не случайно	2	2
107	как раз	4	2
108	тем что	4	2
109	таким образом	7	2
110	даже и	3	2
111	для себя	7	1
112	и это	5	1
113	что такой	1	1
114	стилистический прием	1	1
115	об этом	1	1
116	в этот	2	1
117	но по	1	1
118	без них	1	1
119	то есть	16	1
120	в виду	3	1
121	сам по	2	1
122	входит в	1	1
123	в ухо	3	1
124	данном случае	1	1
125	для читателя	1	1
126	с самим	15	1
127	но нам	1	1
128	и прежде	4	1
129	или меньшей	1	1
130	ухо ивану	1	1
131	и быть	1	1
132	в произведении	2	1
133	в пределах	11	1
134	слова у	1	1
135	к которой	1	1
136	никогда не	4	1
137	так и	8	1
138	по его	1	1
139	и вы	2	1
140	той же	2	1
141	достоевского и	2	1
142	этого не	3	1
143	до конца	4	1
144	у других	1	1
145	с тем	3	1
146	он знает	3	1
147	приема и	1	1
148	до крайности	2	1
149	смысле можно	1	1
150	а где	1	1
151	как всякая	1	1
152	и даже	5	1
153	должно быть	3	1
154	и слово	8	1
155	остается в	1	1
156	можно сказать	1	1
157	смысле и	1	1
158	никогда и	1	1
159	в г	1	1
160	отсюда тот	1	1
161	о нем	2	1
162	к лицу	1	1
163	один пример	1	1
164	тех кто	1	1
165	как на	1	1
166	приводит к	2	1
167	о том	2	1
168	в ней	2	1
169	и потому	1	1
170	но положение	1	1
171	почти не	1	1
172	в котором	3	1
173	героя не	1	1
174	в кавычки	1	1
175	только для	1	1
176	и что	6	1
177	она в	2	1
178	он был	1	1
179	всего только	1	1
180	все и	4	1
181	все его	4	1
182	быть в	2	1
183	из которых	1	1
184	в значительной	1	1
185	без труда	1	1
186	признать что	1	1
187	слово как	1	1
188	все в	1	1
189	в той	4	1
190	ее к	1	1
191	он может	1	1
192	он вводит	1	1
193	отказ от	1	1
194	в данном	1	1
195	что же	7	1
196	не то	1	1
197	бы в	4	1
198	переходит в	2	1
199	не входит	1	1
200	того что	3	1
201	друг другу	4	1
202	в которых	2	1
203	какие мы	1	1
204	образом на	1	1
205	речи в	2	1
206	их в	2	1
207	друг с	4	1
208	на его	4	1
209	говорит он	4	1
210	тому чтобы	2	1
211	оно является	1	1
212	что этот	1	1
213	нет и	4	1
214	за пределы	3	1
215	него не	1	1
216	определяется не	2	1
217	к изучению	1	1
218	еще один	2	1
219	отнюдь не	1	1
220	она не	1	1
221	еще раз	1	1
222	у стерна	1	1
223	этом случае	1	1
224	независимо от	1	1
225	так он	1	1
226	большей или	1	1
227	в своем	2	1
228	может обойтись	1	1
229	что с	2	1
