N	3gram	Losev_Vlad_1	Istorich
1	и т д	2	15
2	с другой стороны	3	7
3	в том что	7	5
4	тем не менее	2	5
5	что иное как	1	3
6	здесь мы имеем	1	3
7	в этом доме	1	3
8	в связи с	1	3
9	мы уже видели	1	3
10	не что иное	1	3
11	том что в	3	2
12	что и в	2	2
13	с одной стороны	1	2
14	то время как	1	2
15	и то что	4	2
16	мы уже знаем	1	2
17	во всяком случае	2	2
18	мы увидим ниже	3	2
19	в то время	2	2
20	о том что	7	2
21	не только не	1	2
22	к тому же	2	2
23	мы знаем что	2	1
24	потому что как	1	1
25	в дальнейшем в	1	1
26	мы имеем дело	1	1
27	и той же	1	1
28	будет сказать что	1	1
29	не имели власти	1	1
30	но и здесь	1	1
31	что у нее	1	1
32	на одной и	1	1
33	мы не будем	1	1
34	как мы увидим	2	1
35	выйти замуж за	1	1
36	не помню и	1	1
37	на самом же	1	1
38	только то что	1	1
39	с тем что	1	1
40	никак не мог	1	1
41	весь дом и	1	1
42	большую роль в	1	1
43	друг друга не	1	1
44	вместе с тем	1	1
45	с ней в	1	1
46	была у него	1	1
47	по этому вопросу	1	1
48	как мы сейчас	1	1
49	не только в	2	1
50	заключается в том	1	1
51	том что и	1	1
52	смысле этого слова	1	1
53	он относится к	1	1
54	имеем дело с	1	1
55	и в быту	1	1
56	так или иначе	1	1
57	на всю жизнь	1	1
58	мы сейчас увидим	2	1
59	мы еще встретимся	1	1
60	и в том	1	1
61	ней в брак	1	1
62	дом и все	1	1
63	есть не что	1	1
64	то обстоятельство что	2	1
65	свою связь с	1	1
66	и вместе с	1	1
67	в свою очередь	1	1
68	это и есть	1	1
69	так как в	1	1
70	не может быть	3	1
71	к которой он	1	1
72	можно сказать что	2	1
73	также и в	1	1
74	на то что	4	1
75	бы обратить внимание	2	1
76	несколько дней и	1	1
77	одной и той	1	1
78	самом же деле	1	1
79	и столько же	1	1
80	во время ее	1	1
81	то мы можем	1	1
82	т д в	1	1
83	к этому дому	1	1
84	в жизни и	1	1
