N	2gram	Tiupa_Narr_2	OGranits
1	и в	13	13
2	и его	3	12
3	прежде всего	6	9
4	может быть	10	8
5	не может	8	8
6	и не	14	8
7	и т.п	6	7
8	в его	6	7
9	и их	1	7
10	точки зрения	5	7
11	только в	11	6
12	как бы	6	6
13	не только	26	6
14	то что	8	6
15	мы должны	1	6
16	таким образом	5	6
17	языка и	1	5
18	и т.д	4	5
19	все же	6	5
20	и наконец	1	5
21	с точки	2	5
22	в процессе	2	5
23	хотя бы	2	5
24	мы не	2	4
25	произведения как	1	4
26	но мы	1	4
27	на фоне	2	4
28	но в	6	4
29	то же	4	4
30	в сознании	2	4
31	в своей	4	4
32	было бы	2	4
33	все это	1	4
34	в двух	1	4
35	не является	4	4
36	в ее	4	3
37	самом деле	3	3
38	так и	9	3
39	говорить о	2	3
40	по отношению	5	3
41	за пределы	1	3
42	в которой	1	3
43	в себе	8	3
44	в одном	1	3
45	здесь мы	1	3
46	но и	15	3
47	как и	4	3
48	и уже	4	3
49	точку зрения	3	3
50	что же	1	3
51	не в	8	3
52	да и	3	3
53	но для	2	3
54	и для	3	3
55	никогда не	6	3
56	и все	4	3
57	превращается в	2	3
58	отношению к	5	3
59	не столько	5	3
60	что в	4	3
61	для себя	3	2
62	данном случае	6	2
63	зависимости от	1	2
64	роль в	2	2
65	которое может	1	2
66	конечно в	1	2
67	те же	2	2
68	есть не	1	2
69	к анализу	1	2
70	если бы	4	2
71	что иное	1	2
72	иное как	1	2
73	не что	1	2
74	для исследования	1	2
75	в ней	2	2
76	ее в	1	2
77	а также	6	2
78	в чем	2	2
79	между тем	3	2
80	в ряд	1	2
81	в общем	1	2
82	во всей	1	2
83	что они	3	2
84	вслед за	6	2
85	наконец в	1	2
86	чем же	1	2
87	может иметь	1	2
88	как в	5	2
89	в данном	10	2
90	в этом	13	2
91	в том	14	2
92	с ними	3	2
93	в действительности	1	2
94	или иного	3	2
95	в целом	3	2
96	и тем	5	2
97	все эти	3	2
98	с одной	5	2
99	в нем	5	2
100	при этом	14	2
101	и социально	1	2
102	для него	4	2
103	в другом	4	2
104	вовсе не	2	2
105	в зависимости	1	2
106	тем что	1	2
107	и внутренняя	1	2
108	в области	2	2
109	с другой	5	2
110	всей своей	2	2
111	а как	3	2
112	в самом	2	2
113	входит в	1	2
114	того или	3	2
115	одной стороны	5	2
116	соответствии с	3	2
117	более того	1	2
118	не на	1	2
119	а не	17	2
120	не мог	1	2
121	несмотря на	2	2
122	в связи	1	2
123	том что	13	2
124	с помощью	1	2
125	так же	2	2
126	в отношении	1	2
127	своего рода	9	2
128	в течение	2	2
129	литературного произведения	1	2
130	которой является	1	2
131	с этой	3	2
132	слова и	1	2
133	не менее	4	2
134	не имеет	2	2
135	в структуре	1	2
136	сознания и	1	2
137	собственно говоря	2	2
138	бы в	2	2
139	а в	9	2
140	еще в	1	2
141	героя и	2	2
142	и к	6	2
143	имеет место	2	2
144	в своих	2	2
145	к тому	9	2
146	одним из	1	1
147	также и	1	1
148	же как	2	1
149	и уж	1	1
150	в виду	1	1
151	того же	1	1
152	и сами	1	1
153	своем составе	1	1
154	бытия то	1	1
155	словами и	1	1
156	это и	1	1
157	ему становится	1	1
158	в организации	1	1
159	здесь и	1	1
160	в себя	4	1
161	я ей	1	1
162	ведь и	1	1
163	возникает проблема	2	1
164	на том	3	1
165	едва ли	3	1
166	для которой	1	1
167	можно было	2	1
168	особенно в	1	1
169	здесь нет	1	1
170	или на	1	1
171	на материале	1	1
172	миром с	1	1
173	мы имеем	3	1
174	когда в	1	1
175	и о	1	1
176	говоря и	1	1
177	вопрос о	1	1
178	быть может	2	1
179	другое дело	1	1
180	исследования в	1	1
181	это обычно	1	1
182	уже можно	1	1
183	как то	1	1
184	на себя	1	1
185	с ее	1	1
186	сводится к	9	1
187	ему в	2	1
188	как свой	1	1
189	общения в	1	1
190	в мире	4	1
191	и он	2	1
192	в каждой	2	1
193	внимание на	3	1
194	другими словами	1	1
195	как возможность	1	1
196	следует иметь	1	1
197	и что	2	1
198	еще не	2	1
199	столь же	2	1
200	время в	1	1
201	времени в	1	1
202	не могу	2	1
203	и своей	1	1
204	в конечном	3	1
205	к нему	1	1
206	на самом	2	1
207	но не	3	1
208	данной ситуации	1	1
209	сознания не	1	1
210	может и	1	1
211	отношение к	1	1
212	в едином	1	1
213	в другой	1	1
214	на то	2	1
215	они характеризуют	1	1
216	в одной	1	1
217	внимание к	1	1
218	до его	1	1
219	в своем	6	1
220	по своей	3	1
221	что касается	1	1
222	один из	3	1
223	в цепь	1	1
224	и как	1	1
225	его к	1	1
226	одной из	1	1
227	этот вопрос	1	1
228	ценностный кругозор	1	1
229	что он	5	1
230	более или	1	1
231	течение всей	1	1
232	есть его	1	1
233	со всеми	2	1
234	в этой	4	1
235	века однако	1	1
236	с их	1	1
237	о слове	1	1
238	события и	1	1
239	с одним	1	1
240	не можем	1	1
241	и у	4	1
242	только на	2	1
243	вследствие этого	2	1
244	в нашей	1	1
245	этот момент	1	1
246	и чисто	1	1
247	является не	1	1
248	что она	2	1
249	или даже	3	1
250	на эту	1	1
251	конечном счете	3	1
252	его внутреннее	1	1
253	одно из	2	1
254	не будут	1	1
255	никто не	1	1
256	состоит в	12	1
257	в виде	2	1
258	внутренней речи	3	1
259	сказал что	1	1
260	в конце	4	1
261	но что	1	1
262	только с	1	1
263	или достоевского	1	1
264	картины мира	2	1
265	из него	1	1
266	каждый из	1	1
267	подобно тому	2	1
268	отличие от	5	1
269	на этом	1	1
270	его можно	1	1
271	людей и	1	1
272	лишь с	1	1
273	ее жизни	1	1
274	угадывается в	1	1
275	уже была	1	1
276	для того	1	1
277	ни о	1	1
278	воплощенной в	1	1
279	и характер	1	1
280	к другому	2	1
281	понимаем всю	1	1
282	и здесь	2	1
283	от другой	1	1
284	как к	3	1
285	если говорить	1	1
286	говорить и	1	1
287	и иных	1	1
288	которая как	1	1
289	к которому	2	1
290	свести к	1	1
291	как же	1	1
292	мира это	2	1
293	обычно с	1	1
294	что мы	1	1
295	только к	3	1
296	обратиться к	2	1
297	о художественном	1	1
298	поскольку она	1	1
299	далеко не	5	1
300	из наиболее	2	1
301	у такого	1	1
302	автору и	1	1
303	не всегда	1	1
304	которой он	3	1
305	все время	1	1
306	отнюдь не	4	1
307	должно быть	1	1
308	автора и	1	1
309	если не	2	1
310	существующих в	1	1
311	хх века	2	1
312	благодаря которым	2	1
313	или менее	1	1
314	но при	4	1
315	и вполне	1	1
316	сводятся к	2	1
317	вступает в	2	1
318	внимания к	1	1
319	и особенно	1	1
320	как все	1	1
321	в такой	1	1
322	как это	4	1
323	за которым	2	1
324	о возможности	1	1
325	в отличие	5	1
326	в которых	1	1
327	мысли и	1	1
328	в столь	1	1
329	он говорит	1	1
330	к этому	1	1
331	такого рода	12	1
332	тому как	2	1
333	тем не	5	1
334	и более	2	1
335	их в	1	1
336	только одного	1	1
337	в последнем	1	1
338	времени эта	1	1
339	тому что	3	1
340	нет никакого	1	1
341	быть и	1	1
342	между людьми	1	1
343	вплоть до	1	1
344	но это	2	1
345	и оно	1	1
346	в начале	2	1
347	всего его	1	1
348	обратимся к	1	1
349	истории и	1	1
350	в то	5	1
351	как о	2	1
352	к другим	1	1
353	одна из	3	1
354	пространство и	2	1
355	всю совокупность	1	1
356	которых он	1	1
357	того чтобы	3	1
358	иметь в	1	1
359	не существует	1	1
360	или в	1	1
361	на одном	2	1
362	в самой	1	1
363	находятся в	1	1
364	же время	3	1
365	оказались бы	1	1
366	в основе	1	1
367	мыслей и	1	1
368	тем более	2	1
369	из существеннейших	1	1
370	а лишь	1	1
371	только что	2	1
372	потому что	2	1
373	связи с	1	1
374	в современных	1	1
375	которым можно	1	1
376	эти три	1	1
377	в системе	1	1
378	этом отношении	3	1
379	не вполне	2	1
380	об этом	4	1
381	этот не	1	1
382	от первого	3	1
383	это все	1	1
384	не знает	1	1
385	сказать что	3	1
386	все то	2	1
387	речевого взаимодействия	1	1
388	возникает весьма	1	1
389	не входит	1	1
390	во все	1	1
391	ли не	1	1
392	с его	3	1
393	же самое	1	1
394	вместе с	1	1
395	как для	1	1
396	например в	1	1
397	по поводу	2	1
398	него а	1	1
399	что при	1	1
400	этой точки	1	1
401	они не	2	1
