N	2gram	Voloshinov_1	VeschiIm
1	не есть	2	49
2	не может	8	33
3	не только	7	31
4	может быть	17	29
5	и не	4	28
6	и в	16	26
7	то что	3	24
8	и есть	3	23
9	а не	1	20
10	что я	1	16
11	в смысле	1	15
12	что она	1	14
13	только в	4	14
14	и что	1	13
15	и то	1	12
16	все же	1	12
17	в себя	1	12
18	что это	2	12
19	было бы	2	12
20	и ее	4	12
21	но и	4	12
22	сказать что	7	12
23	таким образом	9	11
24	с нею	2	11
25	что же	1	11
26	то же	2	10
27	в ней	1	10
28	как бы	5	10
29	что такое	5	10
30	уже не	1	10
31	что мы	2	10
32	бы то	1	9
33	в самом	2	9
34	то ни	1	9
35	и с	8	9
36	вещей и	1	9
37	в том	3	9
38	что не	2	9
39	прежде всего	9	9
40	ни было	2	9
41	что иное	1	8
42	с ее	4	8
43	иное как	1	8
44	смысл и	1	8
45	и это	6	8
46	ничего не	1	8
47	себя и	2	8
48	но это	2	8
49	не что	1	8
50	говорить о	2	7
51	в этом	9	7
52	не будет	2	7
53	его в	4	7
54	с другими	3	7
55	том что	3	7
56	что оно	2	7
57	как с	2	7
58	в свете	1	7
59	себя в	1	7
60	и их	4	7
61	так как	4	7
62	как раз	1	7
63	и пр	12	7
64	совершенно не	8	7
65	есть и	2	7
66	со стороны	1	6
67	что они	1	6
68	и как	3	6
69	но в	4	6
70	есть ли	1	6
71	точки зрения	8	6
72	но если	1	6
73	по крайней	3	6
74	с ним	2	6
75	ее не	1	6
76	она не	1	6
77	оно есть	1	6
78	отличается от	1	6
79	можно было	1	6
80	и только	9	6
81	крайней мере	3	6
82	если мы	2	6
83	для него	6	6
84	быть только	1	6
85	жизни и	3	6
86	что в	3	6
87	того же	2	5
88	это и	1	5
89	в сущности	1	5
90	в чем	5	5
91	но не	1	5
92	с самой	1	5
93	отнюдь не	4	5
94	вообще не	2	5
95	с тем	1	5
96	нечто третье	1	5
97	не менее	2	5
98	одна из	1	5
99	только и	2	5
100	у нас	1	5
101	должны быть	1	5
102	если бы	1	5
103	для этого	2	5
104	другими словами	2	5
105	себя с	1	5
106	еще не	5	5
107	что для	1	5
108	с этой	2	5
109	и для	2	5
110	а в	3	5
111	в свою	1	5
112	явления и	1	4
113	мы не	2	4
114	так чтобы	1	4
115	я не	1	4
116	как я	1	4
117	во всех	3	4
118	нет и	2	4
119	с этим	2	4
120	однако не	1	4
121	с чем	1	4
122	и мы	2	4
123	на почве	1	4
124	как и	2	4
125	между собою	2	4
126	с точки	6	4
127	что есть	1	4
128	можно ли	1	4
129	и о	2	4
130	только то	2	4
131	о том	2	4
132	с другой	1	4
133	что и	2	4
134	оно и	2	4
135	то и	1	4
136	со всем	1	4
137	и даже	4	4
138	даже не	3	4
139	и потому	3	4
140	в данном	1	4
141	быть не	1	4
142	не существует	2	4
143	и все	4	4
144	от того	1	4
145	между ними	3	4
146	оно не	2	4
147	есть то	1	4
148	самом деле	6	3
149	отношения к	3	3
150	мы имеем	1	3
151	вопрос о	1	3
152	из того	1	3
153	но даже	1	3
154	момент в	2	3
155	в нем	4	3
156	по самому	1	3
157	подобно тому	1	3
158	на этом	3	3
159	по смыслу	1	3
160	в жизни	2	3
161	реальности и	3	3
162	несмотря на	1	3
