N	3gram	Tiupa_Narr_1	Istorich
1	не может быть	5	7
2	тем не менее	3	6
3	более или менее	2	5
4	с другой стороны	4	5
5	до сих пор	1	5
6	с одной стороны	7	4
7	в том что	8	4
8	дело в том	1	3
9	по отношению к	6	3
10	то же самое	1	3
11	точно так же	2	3
12	что это за	1	3
13	в связи с	2	3
14	друг с другом	1	3
15	о том что	6	3
16	но все же	4	3
17	можно было бы	2	3
18	в чистом виде	1	2
19	же обстоит дело	1	2
20	бы то ни	3	2
21	могли бы быть	1	2
22	так же как	2	2
23	то ни было	3	2
24	на первый взгляд	2	2
25	в отличие от	5	2
26	все же не	4	2
27	о царских детях	1	2
28	как мы увидим	1	2
29	один и тот	1	2
30	и когда он	1	2
31	само по себе	1	2
32	и тот же	1	2
33	к тому чтобы	1	1
34	и чрезвычайно важный	1	1
35	до наших дней	1	1
36	что в этом	1	1
37	никогда не было	1	1
38	а иногда и	1	1
39	все же было	1	1
40	нами не как	1	1
41	мы имеем дело	2	1
42	иметь в виду	1	1
43	какой бы то	1	1
44	прежде всего в	1	1
45	и в особенности	1	1
46	подобно тому как	2	1
47	в этом смысле	1	1
48	в соответствии с	1	1
49	не мешает ему	1	1
50	же как и	1	1
51	не было и	1	1
52	из них в	1	1
53	сами по себе	2	1
54	имеем дело не	1	1
55	только то что	1	1
56	к тому или	1	1
57	не должен был	1	1
58	она может быть	1	1
59	может быть только	1	1
60	еще не есть	1	1
61	в значительной степени	2	1
62	восходит к тому	1	1
63	а не только	1	1
64	в том чтобы	1	1
65	дело не с	1	1
66	не только в	2	1
67	а не событиям	1	1
68	это не так	1	1
69	а по своей	2	1
70	связаны между собой	1	1
71	а не как	1	1
72	ни один человек	1	1
73	именно это и	1	1
74	по себе не	1	1
75	есть не что	1	1
76	в первом случае	2	1
77	того или иного	2	1
78	должна быть признана	1	1
79	не сливаются в	1	1
80	что иное как	2	1
81	содержит в себе	1	1
82	не что иное	2	1
83	легко может быть	1	1
84	тех или иных	1	1
85	ответ на него	1	1
86	будет сказано ниже	1	1
87	к тому же	4	1
88	по себе а	1	1
89	пока еще не	1	1
90	в этом отношении	3	1
91	до известной степени	1	1
