N	2gram	Vinokur_St_3	Psycholo
1	то что	12	32
2	и в	25	31
3	в том	20	30
4	и т	8	26
5	то есть	2	26
6	что в	19	23
7	может быть	19	22
8	таким образом	10	20
9	при помощи	2	20
10	совершенно ясно	1	19
11	ясно что	1	19
12	так как	3	18
13	не может	7	17
14	как и	4	16
15	том что	15	16
16	т п	6	16
17	и не	10	16
18	точки зрения	7	15
19	только в	6	14
20	не только	12	13
21	что и	1	13
22	а не	5	13
23	мы не	2	12
24	так же	1	12
25	в этом	24	12
26	в самом	2	11
27	не в	6	11
28	в области	6	11
29	могут быть	2	11
30	в сущности	2	10
31	на то	5	10
32	того что	5	10
33	потому что	5	10
34	самом деле	2	9
35	по себе	1	9
36	ни в	5	9
37	как в	6	9
38	показать что	1	8
39	т д	2	8
40	и что	3	8
41	никогда не	2	8
42	что мы	3	8
43	вместе с	2	8
44	все это	8	8
45	во всяком	4	8
46	только тогда	2	7
47	том чтобы	2	7
48	заключается в	2	7
49	сказать что	4	7
50	того чтобы	1	7
51	и его	3	7
52	о том	8	7
53	есть в	2	7
54	тому как	1	7
55	что он	19	7
56	что это	16	6
57	очевидно что	1	6
58	целый ряд	1	6
59	из этих	6	6
60	что она	1	6
61	для того	2	6
62	было бы	7	6
63	если бы	4	6
64	в его	12	6
65	всяком случае	4	6
66	вовсе не	2	6
67	одной стороны	3	6
68	до конца	3	6
69	а в	6	6
70	художественного творчества	1	6
71	то же	5	5
72	время как	4	5
73	х годов	2	5
74	в ее	1	5
75	с одной	2	5
76	в целом	4	5
77	показывает что	3	5
78	несмотря на	3	5
79	в то	7	5
80	тогда когда	2	5
81	не является	3	5
82	утверждать что	2	5
83	то время	4	5
84	для нас	1	5
85	с другой	5	5
86	мы видим	4	5
87	в какой	3	5
88	так что	11	5
89	это есть	4	5
90	как бы	6	5
91	этой точки	1	5
92	все же	4	5
93	и для	4	5
94	формы и	1	5
95	и все	1	5
96	говорит что	5	5
97	другой стороны	5	5
98	в котором	5	4
99	мы имеем	5	4
100	в которой	4	4
101	совпадает с	1	4
102	в виду	2	4
103	точка зрения	4	4
104	у него	9	4
105	со всеми	1	4
106	формы в	2	4
107	и если	3	4
108	по существу	1	4
109	одной и	1	4
110	от себя	1	4
111	что я	3	4
112	тому что	3	4
113	одна из	2	4
114	у нас	4	4
115	очень часто	1	4
116	к тому	2	4
117	те же	1	4
118	со стороны	3	4
119	прежде всего	10	4
120	между тем	6	4
121	все время	2	4
122	один из	2	4
123	для всех	1	4
124	и у	2	4
125	могло бы	1	4
126	там где	1	4
127	и так	1	4
128	как нельзя	1	4
129	этого слова	2	4
130	с этой	3	4
131	и о	1	4
132	в результате	2	4
133	чтобы понять	1	4
134	в этих	11	4
135	и другие	1	4
136	в своих	8	4
137	к этому	3	4
138	смысле слова	1	3
139	речь идет	2	3
140	например в	4	3
141	тем же	1	3
142	что эти	4	3
143	должна быть	1	3
144	собственном смысле	1	3
145	той же	2	3
146	вопрос о	1	3
147	эпохи в	1	3
148	из которых	4	3
149	в которых	2	3
150	но не	2	3
151	с этим	7	3
152	в своем	1	3
153	что по	3	3
154	и к	4	3
155	но в	5	3
156	в произведении	1	3
157	уже в	3	3
158	в этой	14	3
159	им в	2	3
160	состоит в	4	3
161	у пушкина	22	3
162	и по	2	3
163	в каждом	4	3
164	к которым	1	3
165	с тем	4	3
166	мы знаем	1	3
167	в своей	4	3
168	и той	1	3
169	точку зрения	2	3
170	случае в	2	3
171	что эта	2	3
172	только не	1	3
173	все то	1	3
174	когда мы	1	3
175	и другой	1	3
176	чтобы показать	1	3
177	и это	5	3
178	что все	3	3
179	только при	1	3
180	в собственном	1	3
181	нет никакой	1	3
182	и когда	1	3
183	так и	5	3
184	что у	2	3
185	по тому	2	3
186	он не	5	3
187	в частности	1	3
188	который в	1	3
189	в обществе	1	3
190	не можем	1	3
191	и других	2	3
192	это обстоятельство	1	3
193	а потому	2	3
194	слова в	1	3
