N	2gram	Losev_Prob_2	Russkaja
1	не может	13	22
2	и не	37	19
3	в том	12	17
4	в этом	17	17
5	и в	35	14
6	то что	38	13
7	то же	5	11
8	точки зрения	2	11
9	таким образом	4	11
10	в то	6	10
11	но и	16	10
12	в себе	5	9
13	не только	24	9
14	том что	19	9
15	может быть	18	9
16	во всяком	13	9
17	того чтобы	2	8
18	прежде всего	11	8
19	как на	2	8
20	самом деле	4	7
21	отнюдь не	5	7
22	и если	3	7
23	и с	10	7
24	в данном	10	7
25	к тому	3	7
26	не будет	11	7
27	о том	18	7
28	самого себя	2	7
29	мы должны	3	7
30	к которой	1	6
31	если в	1	6
32	в своем	4	6
33	и к	3	6
34	с тем	3	6
35	в своих	3	6
36	и при	2	6
37	если бы	4	6
38	все это	4	6
39	и для	6	6
40	для того	3	6
41	что он	4	6
42	всяком случае	10	6
43	для всех	2	6
44	на самом	4	6
45	вопрос о	3	5
46	и на	5	5
47	между собой	5	5
48	во всех	2	5
49	на то	6	5
50	в нем	1	5
51	при этом	3	5
52	он не	2	5
53	было бы	8	5
54	никогда не	1	5
55	потому что	13	5
56	между тем	1	5
57	и только	4	5
58	только в	14	5
59	хотя бы	12	5
60	конечно не	2	5
61	в последние	2	5
62	или иной	5	5
63	до сих	4	5
64	себя и	1	5
65	из которых	2	5
66	сих пор	4	5
67	а в	4	5
68	и то	10	4
69	бы то	2	4
70	но не	4	4
71	себе и	2	4
72	все же	8	4
73	более или	4	4
74	не в	2	4
75	в этой	9	4
76	в корне	2	4
77	на земле	1	4
78	тому чтобы	1	4
79	то ни	3	4
80	что такой	1	4
81	том случае	2	4
82	его в	3	4
83	как и	5	4
84	которой он	4	4
85	или менее	4	4
86	в их	3	4
87	тогда когда	3	4
88	ли это	2	4
89	от того	1	4
90	не могут	4	4
91	когда они	1	4
92	идет речь	2	4
93	можно было	5	4
94	в его	7	4
95	так как	7	4
96	со стороны	1	4
97	вместе с	2	4
98	что же	9	4
99	как бы	4	4
100	в другое	1	4
101	отказаться от	1	4
102	что в	11	4
103	к этой	1	4
104	все что	3	4
105	и т	6	3
106	то в	1	3
107	и этот	3	3
108	говорить о	10	3
109	и ни	3	3
110	еще не	10	3
111	он сам	3	3
112	самих себя	1	3
113	из этих	3	3
114	что они	3	3
115	во что	1	3
116	в самом	5	3
117	что это	1	3
118	ни одна	1	3
119	на том	3	3
120	и по	3	3
121	в другом	1	3
122	лишь в	3	3
123	для них	3	3
124	о которых	3	3
125	несмотря на	3	3
126	должно быть	2	3
127	всех этих	4	3
128	но если	4	3
129	мы говорили	1	3
130	можно ли	6	3
131	одна из	3	3
132	связи с	5	3
133	то это	3	3
134	что оно	2	3
135	той или	5	3
136	что все	6	3
137	данном случае	5	3
