N	3gram	Bakhtin_Pr_1	Problema
1	по отношению к	8	19
2	и т п	3	13
3	не может быть	4	11
4	с точки зрения	13	6
5	должно отметить что	1	5
6	в высшей степени	1	5
7	в его целом	6	5
8	между тем как	4	5
9	в большинстве случаев	2	5
10	не входит в	3	4
11	в данном случае	2	4
12	в художественном произведении	1	4
13	с другой стороны	3	4
14	в противном случае	1	3
15	на самом деле	4	3
16	в самом деле	2	3
17	в этом смысле	10	3
18	бы то ни	2	3
19	можно было бы	2	3
20	может быть только	1	3
21	все то что	3	3
22	то же время	9	3
23	в том что	6	3
24	в то же	9	3
25	и в нем	1	3
26	можно сказать что	1	2
27	то же самое	1	2
28	момент художественного произведения	1	2
29	и не может	2	2
30	в лучшем случае	2	2
31	лишь там где	2	2
32	и в то	2	2
33	и в частности	1	2
34	то ни было	1	2
35	не только в	2	2
36	за их пределы	1	2
37	не могут быть	1	2
38	могут быть поняты	1	2
39	не совпадает с	1	2
40	того или иного	1	2
41	так и в	1	2
42	к нему и	2	2
43	для того чтобы	1	2
44	не довлеет себе	1	2
45	в этом отношении	3	2
46	себя самого как	1	1
47	именно в том	1	1
48	зрения на мир	4	1
49	точка зрения на	2	1
50	хотя и не	1	1
51	оно ощущается как	1	1
52	к себе самому	1	1
53	является таким образом	1	1
54	а вовсе не	1	1
55	тем что оно	1	1
56	в свою очередь	1	1
57	в этом произведении	1	1
58	подобно тому как	3	1
59	в настоящее время	1	1
60	в том и	1	1
61	и как можно	1	1
62	в нем и	1	1
63	во что бы	1	1
64	рядом с ним	1	1
65	ибо только она	1	1
66	а следовательно и	1	1
67	до сих пор	2	1
68	и в других	1	1
69	хотя бы и	2	1
70	до известной степени	1	1
71	в самом произведении	2	1
72	сами по себе	3	1
73	а в этом	1	1
74	дано в самом	1	1
75	что все эти	1	1
76	и именно в	1	1
77	не было бы	1	1
78	но несмотря на	1	1
79	резко отличается от	1	1
80	все же некоторую	1	1
81	с самим собою	1	1
82	может быть и	1	1
83	что дело идет	1	1
84	кроме того и	1	1
85	на себя самого	1	1
86	мышления о мире	1	1
87	конечно не в	1	1
88	что бы то	1	1
89	в своем творчестве	1	1
90	то время как	1	1
91	иной чем в	1	1
92	не только его	1	1
93	то чем является	1	1
94	но в то	5	1
95	человека из подполья	2	1
96	таким образом и	1	1
97	ни в один	1	1
98	жизни а как	1	1
99	отношению к нему	1	1
100	позиции по отношению	1	1
101	имеют все же	1	1
102	то ни стало	1	1
103	и в этом	5	1
104	отношения к миру	1	1
105	их и в	1	1
106	по сравнению с	1	1
107	и менее всего	1	1
108	притом не только	1	1
109	не в том	1	1
110	выйти за их	1	1
111	к своему предмету	1	1
112	тем или иным	1	1
113	в творчестве достоевского	4	1
114	и в романе	2	1
115	себя самого это	1	1
116	и независимо от	1	1
117	по себе не	1	1
118	только в этой	2	1
119	а в том	1	1
120	таким образом в	1	1
121	то что в	1	1
122	раз и навсегда	1	1
123	ведь в противном	1	1
124	в то время	1	1
125	и есть та	1	1
126	чтобы войти в	1	1
127	и нисколько не	1	1
128	это и есть	1	1
129	та или иная	1	1
130	и т д	1	1
131	становится в нем	1	1
132	дело идет о	3	1
133	ни одной из	1	1
134	своих последних пределов	1	1
135	выходит за пределы	1	1
136	оно может быть	2	1
137	они ни были	1	1
138	большинстве случаев они	1	1
139	в себе все	1	1
140	может быть лишь	1	1
141	как мы уже	1	1
142	и быть не	1	1
143	как одна из	1	1
144	что в плане	1	1
145	а рядом с	1	1
146	к тому что	1	1
147	в первом случае	1	1
148	до своих последних	1	1
149	быть не может	1	1
150	который был бы	1	1
151	в своем стремлении	1	1
152	их он может	1	1
153	она не может	1	1
154	на этот вопрос	1	1
155	дело в том	1	1
156	нам важно лишь	1	1
157	вовсе не как	1	1
