N	2gram	Losev_Prob_3	Komedia
1	и в	44	26
2	едва ли	5	14
3	и не	35	14
4	и его	5	12
5	к тому	3	12
6	так и	10	12
7	тому же	1	11
8	может быть	28	11
9	в том	21	11
10	в этом	17	10
11	но и	10	10
12	том что	12	9
13	если бы	3	9
14	вместе с	2	9
15	что в	8	9
16	ясно что	6	8
17	было бы	8	8
18	и на	1	7
19	не только	14	7
20	что и	9	7
21	из них	2	7
22	еще не	5	6
23	в своем	5	6
24	о том	6	6
25	в нем	9	6
26	таким образом	9	6
27	в то	9	6
28	того чтобы	1	6
29	потому что	25	6
30	и здесь	5	6
31	во время	1	6
32	то что	23	6
33	в которой	2	5
34	что он	9	5
35	так что	12	5
36	в истории	1	5
37	независимо от	1	5
38	с этим	2	5
39	для того	1	5
40	ни в	8	5
41	на основании	2	5
42	с тем	5	5
43	и с	9	5
44	больше чем	1	5
45	в качестве	3	5
46	к этому	1	5
47	уже в	3	4
48	меньше всего	1	4
49	хотя и	5	4
50	в самом	3	4
51	что это	3	4
52	в целом	6	4
53	из этих	1	4
54	с их	2	4
55	это было	2	4
56	в них	1	4
57	как и	10	4
58	в этих	2	4
59	тому что	4	4
60	не менее	10	4
61	это слово	1	4
62	как будто	3	4
63	как мы	8	4
64	что у	3	4
65	сразу же	2	4
66	можно было	4	4
67	его в	3	4
68	в его	9	4
69	только в	19	4
70	же в	3	4
71	в начале	2	4
72	этот раз	3	4
73	так как	9	4
74	у него	1	4
75	на этот	4	4
76	что для	3	4
77	прежде всего	3	4
78	в частности	2	4
79	как это	2	4
80	о его	2	4
81	все же	6	4
82	и для	2	4
83	и от	9	4
84	точки зрения	5	4
85	речь идет	1	3
86	например в	1	3
87	в котором	2	3
88	то же	13	3
89	в их	2	3
90	той же	1	3
91	вопрос о	1	3
92	похожи на	1	3
93	того же	2	3
94	в ней	5	3
95	во всех	2	3
96	но не	3	3
97	как в	5	3
98	но в	12	3
99	так или	1	3
100	в этой	3	3
101	как он	1	3
102	но все	3	3
103	первую очередь	3	3
104	по всему	1	3
105	но если	6	3
106	ли можно	2	3
107	не имеет	9	3
108	в самой	2	3
109	связи с	8	3
110	что на	1	3
111	и сам	5	3
112	то время	4	3
113	в образе	1	3
114	и поэтому	1	3
115	дело с	1	3
116	к их	2	3
117	себя в	2	3
118	для всех	1	3
119	ответ на	1	3
120	никто не	2	3
121	друг друга	2	3
122	мы можем	6	3
123	тем что	4	3
124	в первую	3	3
125	даже не	2	3
126	или иначе	1	3
127	здесь в	3	3
128	не было	5	3
129	о чем	2	3
130	в связи	7	3
131	и особенно	2	3
132	из которых	2	3
133	в тех	3	3
134	да и	5	3
135	с этой	3	3
136	все это	5	3
137	или в	4	3
138	для нас	16	3
139	а в	5	3
140	в своей	5	3
141	жизни и	6	3
142	по поводу	2	3
143	не может	7	3
144	и т	13	2
145	одним из	1	2
146	только потому	2	2
147	и есть	5	2
148	в первом	1	2
149	и за	2	2
150	мы имеем	2	2
151	мы не	7	2
152	время как	4	2
153	говорить о	3	2
154	не вполне	1	2
155	то это	10	2
156	в виду	10	2
157	бы то	4	2
158	об изображении	1	2
159	в ее	4	2
160	чем это	1	2
161	и другие	3	2
162	отличие от	3	2
163	тут же	4	2
164	отнюдь не	10	2
165	идет о	1	2
166	и вовсе	4	2
167	что именно	1	2
168	имеет в	1	2
169	от этого	1	2
170	и хотя	1	2
171	да еще	2	2
172	с той	5	2
173	бы и	1	2
174	сказать о	1	2
175	в нашем	5	2
176	и если	6	2
177	что она	1	2
178	после этого	1	2
179	он не	8	2
180	плавта и	2	2
181	что ни	1	2
182	то ни	6	2
183	же не	2	2
184	об этом	3	2
185	это не	9	2
186	на сцене	1	2
187	не всегда	1	2
188	в один	1	2
189	когда в	3	2
190	всяком случае	6	2
191	бы к	3	2
192	представление о	1	2
193	в отличие	2	2
194	не в	13	2
195	в конце	5	2
196	однако в	2	2
197	вовсе не	37	2
198	даже в	1	2
199	нет необходимости	1	2
200	в одном	1	2
201	что их	2	2
202	такая же	1	2
203	и после	2	2
204	не столь	1	2
205	не является	11	2
206	и почему	1	2
207	бог и	1	2
208	если у	1	2
209	от которой	1	2
210	и это	9	2
211	и что	7	2
212	с собой	3	2
213	и во	2	2
214	и все	3	2
215	то эта	1	2
216	мы понимаем	1	2
217	нем не	1	2
218	в античной	1	2
219	даже на	1	2
220	все время	1	2
221	с которыми	2	2
222	у плавта	2	2
223	и дает	1	2
224	впрочем и	1	2
225	и ее	3	2
226	с одной	2	2
227	и у	2	2
228	является не	2	2
229	у того	1	2
230	от того	2	2
231	и к	6	2
232	до сих	2	2
233	с другой	7	2
234	характеров в	1	2
235	одной стороны	1	2
236	с которым	1	2
237	для их	1	2
238	если не	3	2
239	для этой	1	2
240	мы находим	7	2
241	по своему	2	2
242	в изображении	1	2
243	в той	3	2
244	как бы	9	2
245	о соотношении	1	2
246	в уже	1	2
247	сих пор	2	2
248	каждой из	1	2
249	вообще говоря	1	2
250	бы в	2	2
251	хотя бы	3	2
252	ни было	3	2
253	вести себя	1	2
254	из этого	3	2
255	во всяком	9	2
256	и шире	1	1
257	отношения к	3	1
258	самом деле	3	1
259	говорилось выше	2	1
260	мере в	1	1
261	не обходится	1	1
262	мы имели	1	1
263	что эти	1	1
264	которые очень	1	1
265	и этот	1	1
266	на первый	4	1
267	сравнению с	2	1
268	в семье	1	1
269	обходится без	1	1
270	а для	1	1
271	раз уже	1	1
272	план в	1	1
273	в самих	2	1
274	и самой	4	1
275	же что	1	1
276	чтобы у	1	1
277	большей частью	1	1
278	и самого	1	1
279	собой в	1	1
280	всегда можно	1	1
281	между собой	1	1
282	первый план	2	1
283	все эти	7	1
284	не был	2	1
285	в чем	4	1
286	там и	3	1
287	то мы	1	1
288	в юности	1	1
