N	3gram	Losev_Dial_1	Narrotol
1	в том что	7	8
2	с одной стороны	2	5
3	о том что	2	4
4	к тому же	1	4
5	тем не менее	1	4
6	в этом отношении	2	3
7	по большей части	1	3
8	той или иной	3	3
9	то же время	4	3
10	можно сказать что	3	3
11	в то же	4	3
12	к тому что	2	3
13	хотя и не	1	2
14	с точки зрения	12	2
15	мы имеем дело	1	2
16	на самом деле	2	2
17	именно то что	1	2
18	и т п	2	2
19	точно так же	2	2
20	не зависит от	1	2
21	в себе самом	2	2
22	а в том	1	2
23	не может быть	3	2
24	а между тем	1	1
25	что иное как	1	1
26	и очевидный пример	1	1
27	одной стороны и	2	1
28	ни о чем	2	1
29	в чем не	1	1
30	то что я	2	1
31	или хотя бы	2	1
32	в той или	1	1
33	можно представить себе	1	1
34	в данный момент	1	1
35	в чем же	1	1
36	иметь в виду	3	1
37	более или менее	3	1
38	в самом деле	1	1
39	в этом смысле	3	1
40	то же самое	1	1
41	как раз и	1	1
42	по сравнению с	2	1
43	самом деле не	1	1
44	и в то	2	1
45	есть все же	1	1
46	и дело не	1	1
47	и быть может	1	1
48	того и другого	1	1
49	можно было бы	4	1
50	ничего не доказывает	1	1
51	до сих пор	2	1
52	так или иначе	1	1
53	а стало быть	1	1
54	так а не	1	1
55	то время как	1	1
56	что это за	1	1
57	а не только	1	1
58	от тех кто	1	1
59	далеко не всегда	1	1
60	в себе момент	1	1
61	стало быть и	1	1
62	на первый взгляд	1	1
63	а не иначе	1	1
64	никак не могу	2	1
65	не в том	1	1
66	в связи с	1	1
67	то что он	1	1
68	во всяком случае	2	1
69	я не могу	1	1
70	в полной мере	1	1
71	и не должен	1	1
72	и стало быть	2	1
73	есть не что	1	1
74	имеет место в	1	1
75	ни в чем	2	1
76	но в конце	1	1
77	в то время	1	1
78	так быстро что	1	1
79	никогда не бывает	1	1
80	с этой стороны	2	1
81	не говорит об	1	1
82	не что иное	1	1
83	для того чтобы	1	1
84	том или ином	1	1
85	с той или	2	1
86	но и к	1	1
87	то что человек	1	1
