N	2gram	Potebnia_M_4	Morfolog
1	может быть	26	52
2	и т	7	49
3	т д	3	47
4	таким образом	24	20
5	не может	11	17
6	в этих	3	16
7	могут быть	7	15
8	этих случаях	2	14
9	с этим	7	14
10	и в	23	13
11	в этом	23	13
12	так как	14	12
13	и др	2	12
14	перед нами	1	11
15	связи с	3	11
16	мы видим	2	11
17	видим что	1	10
18	заметить что	6	10
19	то же	14	9
20	мы имеем	4	9
21	так и	6	9
22	этом случае	5	9
23	не всегда	3	9
24	прежде всего	1	9
25	а не	12	9
26	в связи	1	9
27	и не	18	9
28	при помощи	3	8
29	что и	7	8
30	с другой	2	8
31	вопрос о	2	7
32	имеем в	1	7
33	в лес	6	7
34	или же	1	7
35	в качестве	1	7
36	все же	1	7
37	но если	1	7
38	но не	1	6
39	может считаться	1	6
40	это не	7	6
41	во время	2	6
42	подобно тому	2	6
43	не могут	2	6
44	и здесь	2	6
45	а также	1	6
46	в форме	1	6
47	в том	23	6
48	а в	5	6
49	мы не	8	5
50	во всех	1	5
51	не все	1	5
52	тому как	2	5
53	то что	29	5
54	в образе	2	5
55	здесь можно	1	5
56	далеко не	1	5
57	не менее	5	5
58	потому что	33	5
59	или в	1	5
60	образом мы	3	5
61	вслед за	1	5
62	этот элемент	1	5
63	один из	2	5
64	если мы	2	5
65	как бы	5	5
66	это явление	1	5
67	обращается в	1	4
68	показать что	1	4
69	то это	8	4
70	что его	2	4
71	то мы	3	4
72	как в	7	4
73	два раза	1	4
74	хотя и	5	4
75	и как	2	4
76	не только	10	4
77	на его	3	4
78	на этом	1	4
79	следующим образом	1	4
80	об этом	2	4
81	его в	4	4
82	было бы	8	4
83	вовсе не	7	4
84	как и	14	4
85	точки зрения	4	4
86	с точки	3	4
87	тем не	4	4
88	на котором	4	4
89	ничего не	1	4
90	тем что	10	4
91	в других	2	4
92	как мы	2	4
93	подобных случаях	1	4
94	видно что	4	4
95	по отношению	10	4
96	и затем	1	4
97	другой стороны	1	4
98	там где	3	4
99	так же	4	4
100	на пути	1	4
101	а если	2	4
102	отношению к	8	4
103	что в	17	4
104	начинается с	1	3
105	связана с	1	3
106	самом деле	3	3
107	на самом	3	3
108	в первом	3	3
109	и для	2	3
110	заметим что	3	3
111	независимо от	6	3
112	но в	8	3
113	в нашем	2	3
114	в пределах	1	3
115	и по	3	3
116	но все	1	3
117	а по	1	3
118	входит в	1	3
119	из них	1	3
120	том что	12	3
121	в то	4	3
122	в сущности	2	3
123	того чтобы	4	3
124	от того	4	3
125	и другим	3	3
126	если бы	13	3
127	но и	11	3
128	он не	2	3
129	во втором	1	3
130	к нему	5	3
131	можно ограничиться	1	3
132	друг друга	2	3
133	мы можем	10	3
134	быть названо	4	3
135	то можно	1	3
136	этого момента	1	3
137	из которых	2	3
138	форма в	1	3
139	но это	3	3
140	кроме того	3	3
141	мы должны	2	3
142	только что	3	3
143	же в	1	3
144	требует чтобы	2	3
145	в последнем	1	3
146	если же	4	3
147	можно назвать	2	3
148	как это	1	2
149	относятся к	2	2
150	по этим	1	2
151	тем же	1	2
152	что эти	3	2
153	отсюда видно	1	2
154	есть нечто	5	2
155	а с	1	2
156	и таким	3	2
157	первый взгляд	1	2
158	если она	1	2
159	что действительно	1	2
160	как уже	1	2
161	и к	6	2
162	то в	3	2
163	та же	1	2
164	сказать о	1	2
165	сюда относятся	1	2
166	не значит	2	2
167	состоит в	2	2
168	приходим к	1	2
169	развитию и	1	2
170	в нее	3	2
171	можно было	2	2
172	и за	1	2
173	сделать из	1	2
174	многих других	1	2
175	бы они	2	2
176	в другом	1	2
177	мы уже	3	2
178	большинстве случаев	2	2
179	это было	2	2
180	с тем	7	2
181	и тогда	1	2
182	на первый	1	2
183	для него	5	2
184	и при	2	2
185	что такое	7	2
186	что до	2	2
187	настоящее время	1	2
188	и более	4	2
189	и наоборот	1	2
190	все эти	3	2
191	в таких	2	2
192	можно указать	1	2
193	что эта	1	2
194	не имеет	5	2
195	знать что	1	2
196	что ни	1	2
197	и его	2	2
198	в каком	4	2
199	можно сравнить	2	2
200	они и	1	2
201	перейти к	1	2
202	для того	6	2
203	оно не	2	2
204	утверждать что	1	2
205	совершается в	1	2
206	в собственном	1	2
207	можно сделать	1	2
208	то время	1	2
209	и что	7	2
210	не с	2	2
211	ясно что	1	2
212	является в	1	2
213	о том	8	2
214	с одной	1	2
215	можно сказать	4	2
216	в различных	2	2
217	может не	1	2
218	ни к	2	2
219	образом если	1	2
220	и только	3	2
221	того что	14	2
222	быть и	2	2
223	хотя бы	4	2
224	к различным	1	2
225	на другие	1	2
226	этот вопрос	3	2
227	что он	4	2
228	только в	15	2
229	уже не	3	2
230	в большинстве	2	2
231	или не	1	2
232	в виде	2	2
233	никто не	2	2
234	из двух	1	2
235	же роль	1	2
236	но есть	4	2
237	не знает	1	2
238	сказать что	8	2
239	а подобно	1	2
240	что мы	10	2
241	в частности	1	2
242	в лесу	1	2
243	одной стороны	1	2
244	есть и	2	2
245	благодаря этому	1	2
246	но для	1	2
247	тем и	6	2
248	не существует	2	2
249	в настоящее	1	2
250	в отдельных	2	2
251	от него	2	2
252	или нет	1	2
253	этим она	1	2
254	не от	3	2
255	одной из	1	2
256	или другими	1	2
257	в свое	1	2
258	во сне	2	2
259	точно так	2	2
260	равным образом	1	1
261	нужно помнить	1	1
262	вопрос мы	1	1
263	не думает	1	1
264	например в	3	1
