N	3gram	Bakhtin_Pr_2	StatiiOP
1	в том что	4	11
2	не может быть	6	5
3	в этом смысле	5	4
4	по крайней мере	2	4
5	с точки зрения	9	4
6	в этом отношении	2	4
7	то время как	1	4
8	с другой стороны	1	4
9	о том что	3	4
10	в то время	1	4
11	прежде всего в	1	3
12	в конце концов	3	3
13	то же время	3	3
14	не только в	1	3
15	на то что	2	3
16	в то же	3	3
17	а потому что	1	2
18	то что я	1	2
19	до сих пор	2	2
20	и в этом	6	2
21	у него есть	1	2
22	с самого начала	1	2
23	но все же	2	2
24	мы имеем в	2	2
25	тем более что	1	2
26	в каком смысле	1	2
27	в том смысле	1	2
28	в предисловии к	1	2
29	тем не менее	1	2
30	независимо от того	1	2
31	можно сказать что	2	1
32	копировал и не	1	1
33	даже там где	1	1
34	и той же	1	1
35	как и всегда	1	1
36	более или менее	1	1
37	на самом деле	1	1
38	и так сказать	1	1
39	в самом деле	3	1
40	нет ни одного	2	1
41	что же касается	1	1
42	не копировал и	1	1
43	он не может	1	1
44	можно и должно	1	1
45	точку зрения на	3	1
46	бы не только	1	1
47	и в других	1	1
48	является одним из	1	1
49	так как его	1	1
50	точки зрения своей	1	1
51	в наше время	1	1
52	и не потому	1	1
53	можно было бы	1	1
54	не укладывается в	1	1
55	в лучшем случае	1	1
56	и не укладывается	1	1
57	подчеркнуть что в	1	1
58	в самом начале	3	1
59	не потому что	1	1
60	точки зрения ее	1	1
61	в чем же	2	1
62	то что он	1	1
63	она была для	1	1
64	в той или	2	1
65	в котором на	1	1
66	в свое время	2	1
67	свою точку зрения	1	1
68	этой точки зрения	2	1
69	во множественном числе	1	1
70	от того кто	1	1
71	таким образом в	2	1
72	от себя и	1	1
73	в этих жанрах	1	1
74	на протяжении всего	2	1
75	в одном из	1	1
76	и тот и	1	1
77	что у него	1	1
78	и в самом	2	1
79	со стороны содержания	1	1
80	была для него	2	1
81	героев и в	1	1
82	той или иной	3	1
83	одной и той	1	1
84	к нему все	1	1
85	об этом мы	1	1
86	отношение к слову	1	1
87	вовсе не является	1	1
88	для того чтобы	1	1
89	одна из его	1	1
90	отметить что в	1	1
91	как мы видели	3	1
92	в русской литературе	2	1
93	говорит за себя	2	1
94	то есть с	2	1
