N	3gram	Bakhtin_fo_1	KulturaY
1	и т п	8	18
2	для того чтобы	5	15
3	в том что	2	15
4	с точки зрения	2	9
5	по отношению к	3	8
6	в самом деле	1	7
7	о том что	1	5
8	в зависимости от	1	5
9	в этом отношении	3	5
10	во всяком случае	1	5
11	до сих пор	3	4
12	в соответствии с	2	3
13	вместе с тем	2	3
14	и тогда когда	1	3
15	в связи с	5	3
16	в свою очередь	1	3
17	не может быть	3	3
18	все это не	1	3
19	и того же	5	2
20	в этом случае	1	2
21	потому что не	1	2
22	так и в	1	2
23	в тех случаях	1	2
24	то же время	9	2
25	того чтобы быть	1	2
26	и в самом	1	2
27	но все же	2	2
28	одного и того	5	2
29	тех случаях когда	1	2
30	в то же	6	2
31	но кроме того	1	1
32	и может быть	1	1
33	на том что	1	1
34	в одном ряду	1	1
35	не могло не	1	1
36	в данный момент	1	1
37	прежде всего на	1	1
38	себя прежде всего	1	1
39	его все же	1	1
40	и в особенности	2	1
41	одном ряду с	1	1
42	т п наконец	1	1
43	с одной стороны	2	1
44	как раз и	2	1
45	находится в противоречии	1	1
46	для себя и	1	1
47	и в то	5	1
48	сами по себе	1	1
49	в отличие от	2	1
50	особенно важное значение	1	1
51	в строгом смысле	2	1
52	самосознание вовсе не	1	1
53	мы говорим о	1	1
54	в себе и	1	1
55	по существу не	1	1
56	большую роль в	1	1
57	и ничего не	1	1
58	т п все	1	1
59	одно и то	3	1
60	в это время	1	1
61	в особенности в	1	1
62	роль в истории	1	1
63	все же и	1	1
64	не только в	2	1
65	в противоречии с	1	1
66	и то же	3	1
67	в одно и	3	1
68	что в этих	1	1
69	ясно что в	1	1
70	во всех этих	1	1
71	но в нем	1	1
72	имеем в виду	1	1
73	а вовсе не	1	1
74	если они не	1	1
75	та или иная	1	1
76	не для того	2	1
77	когда мы говорим	1	1
78	так же как	2	1
79	до наших дней	1	1
80	и все же	1	1
81	то же значение	1	1
82	нельзя забывать что	1	1
83	в стороне от	1	1
84	в ее целом	2	1
85	с тем что	1	1
86	той или иной	2	1
87	мы имеем в	1	1
88	данный момент в	1	1
89	смысле этого слова	1	1
90	с этим мы	1	1
91	но дело не	1	1
92	в них не	1	1
93	все то что	2	1
