N	2gram	Voloshinov_1	Psycholo
1	в том	3	37
2	и в	16	32
3	и что	1	22
4	том что	3	21
5	таким образом	9	21
6	то что	3	21
7	что в	3	20
8	может быть	17	18
9	так же	2	18
10	точки зрения	8	17
11	что и	2	17
12	не может	8	17
13	самом деле	6	16
14	что она	1	16
15	того чтобы	1	14
16	то же	2	13
17	в этом	9	13
18	при этом	6	13
19	для того	1	13
20	что он	2	13
21	в самом	2	12
22	не только	7	12
23	если мы	2	12
24	так как	4	12
25	художественной формы	1	12
26	было бы	2	11
27	с тем	1	11
28	в основе	3	11
29	когда он	1	10
30	с точки	6	10
31	но и	4	10
32	как и	2	10
33	и не	4	10
34	никогда не	2	9
35	что при	1	9
36	в своих	1	9
37	той же	1	8
38	что это	2	8
39	не менее	2	8
40	дело с	1	8
41	в сущности	1	7
42	что они	1	7
43	и как	3	7
44	все эти	5	7
45	и его	8	7
46	к тому	1	7
47	можно было	1	7
48	только в	4	7
49	мы знаем	3	7
50	что для	1	7
51	а не	1	7
52	в психологии	1	7
53	сказать что	7	7
54	что если	1	6
55	в этой	4	6
56	он не	2	6
57	если бы	1	6
58	формы и	1	6
59	те же	3	6
60	о том	2	6
61	все время	1	6
62	и мы	2	6
63	тот же	1	6
64	как бы	5	6
65	же самое	1	6
66	на самом	4	5
67	и на	4	5
68	что его	1	5
69	только на	3	5
70	на все	1	5
71	искусства в	1	5
72	сейчас же	1	5
73	все это	4	5
74	только из	1	5
75	в ней	1	5
76	и даже	4	5
77	до сих	3	5
78	отнюдь не	4	5
79	сих пор	3	5
80	как раз	1	5
81	этом отношении	1	5
82	как на	1	5
83	ту же	2	4
84	же как	2	4
85	едва ли	3	4
86	мы имеем	1	4
87	столь же	1	4
88	в чем	5	4
89	с этим	2	4
90	все же	1	4
91	в нем	4	4
92	и по	2	4
93	и с	8	4
94	в жизни	2	4
95	несмотря на	1	4
96	в данном	1	4
97	знаем что	2	4
98	образом и	1	4
99	которые в	1	4
100	не имеет	1	4
101	ничего не	1	4
102	в сознании	1	4
103	что на	2	4
104	и для	2	4
105	могут быть	3	4
106	и это	6	4
107	данном случае	1	4
108	и сам	1	4
109	о ней	1	4
110	мы видим	2	4
111	от того	1	4
112	таким путем	2	4
113	а на	2	4
114	как это	3	4
115	с этой	2	4
116	при таком	1	4
117	и все	4	4
118	а в	3	4
119	совершенно не	8	4
120	жизни и	3	4
121	и то	1	3
122	полагают что	1	3
123	мы не	2	3
124	во всех	3	3
125	но как	2	3
126	в общем	3	3
127	нашего сознания	1	3
128	и к	6	3
129	но в	4	3
130	та же	1	3
131	творчества и	1	3
132	главным образом	1	3
133	по самому	1	3
134	и вот	3	3
135	на этом	3	3
136	это было	1	3
137	легче всего	1	3
138	в своей	2	3
139	это только	1	3
140	или что	1	3
141	тогда когда	1	3
142	мы можем	9	3
143	во всем	1	3
144	в каком	2	3
145	не могут	2	3
146	на это	1	3
147	с ее	4	3
148	в виду	1	3
149	так и	4	3
150	для этого	2	3
151	с другой	1	3
152	в конечном	3	3
153	мы должны	1	3
154	один из	2	3
155	и так	2	3
156	и ее	4	3
157	в нашей	1	3
158	что не	2	3
159	конечном счете	2	3
160	и других	2	3
161	и их	4	3
162	в конце	1	3
163	тому как	1	3
164	в частности	2	3
165	согласии с	1	3
166	по своему	2	3
167	что же	1	3
168	в смысле	1	3
169	должны быть	1	3
170	еще более	1	3
171	хотя бы	4	3
172	только как	3	3
173	в свою	1	3
174	же мы	1	3
175	влечения и	1	2
176	того же	2	2
177	этой теории	2	2
178	не имеют	1	2
179	и этот	2	2
180	еще не	5	2
181	выходит из	1	2
182	бессознательное и	5	2
183	из того	1	2
184	но даже	1	2
185	как не	2	2
186	же что	1	2
187	и говорить	2	2
188	бы то	1	2
189	с его	7	2
190	оно совершенно	1	2
191	но не	1	2
192	значение и	1	2
193	меньше всего	2	2
194	однако не	1	2
195	такие желания	1	2
196	что по	1	2
197	но эта	1	2
198	увидим что	1	2
199	психологии и	1	2
200	так было	1	2
201	как он	1	2
202	имеем в	1	2
203	как всякий	1	2
204	же с	1	2
205	как совершенно	1	2
206	на его	1	2
207	подобно тому	1	2
208	то ни	1	2
209	с другими	3	2
210	полагает что	1	2
211	форму и	1	2
212	в них	2	2
213	но так	1	2
214	всю жизнь	2	2
215	смысл и	1	2
216	одного и	1	2
217	всяком случае	3	2
218	их в	3	2
219	вещей и	1	2
220	в этих	3	2
221	в детской	2	2
222	точно и	1	2
223	в самых	1	2
224	можно получить	1	2
225	и отсюда	1	2
226	и всегда	1	2
227	в русском	1	2
228	нам что	1	2
229	ни в	5	2
230	в полном	1	2
231	отличается от	1	2
232	что оно	2	2
233	бессознательного и	4	2
234	оно не	2	2
235	она не	1	2
236	деле мы	1	2
237	на вопрос	1	2
238	на другой	1	2
239	сводится к	2	2
240	роль в	1	2
241	что такие	1	2
242	по сравнению	3	2
243	даны в	1	2
244	и вообще	2	2
245	и здесь	1	2
246	два момента	1	2
247	во всяком	3	2
248	наслаждение и	1	2
249	и содержание	2	2
250	этих двух	1	2
251	в его	4	2
252	а потому	4	2
253	и только	9	2
254	в свете	1	2
255	для самого	1	2
256	в него	5	2
257	к нему	1	2
258	философии и	1	2
259	может оказаться	1	2
260	говорит о	1	2
261	в одном	3	2
262	вовсе не	1	2
263	в состоянии	1	2
264	с этими	1	2
265	отношение к	5	2
266	к ним	2	2
267	имеет значение	1	2
268	она начинает	1	2
269	в сознание	7	2
270	а с	1	2
271	желания которые	1	2
272	не на	2	2
273	зависит от	1	2
274	в руках	1	2
275	с бессознательным	1	2
276	вместе с	3	2
277	сравнению с	3	2
278	в практике	1	2
279	его жизни	1	2
280	чувства и	2	2
281	но это	2	2
282	и таким	2	2
283	и часто	1	2
284	не существует	2	2
285	для нас	2	2
286	это может	1	2
287	интерес к	1	2
288	на этот	1	2
289	в свое	2	2
290	заметить что	1	2
291	это в	1	2
292	во сне	2	2
293	все что	4	2
294	этой точки	1	2
295	с новыми	1	1
296	как известно	1	1
297	бессознательное по	1	1
298	говоря о	1	1
299	человека и	1	1
300	переносятся на	1	1
301	все остальное	1	1
302	утверждение что	1	1
303	он может	1	1
304	словами и	1	1
305	или к	1	1
306	другому человеку	1	1
307	далее и	1	1
308	психоанализ на	1	1
309	и первую	1	1
310	и чрезвычайно	1	1
311	на две	3	1
312	высшей степени	1	1
313	отношения к	3	1
314	и значение	3	1
315	к нашей	1	1
316	что между	1	1
317	же совершенно	1	1
318	на место	1	1
319	так чтобы	1	1
320	что иное	1	1
321	а для	1	1
322	оно есть	1	1
323	мы и	1	1
324	и со	1	1
325	зависимости от	1	1
326	свободно и	1	1
327	у невротиков	1	1
328	при объяснении	1	1
329	одним словом	1	1
330	с одной	1	1
331	чем это	1	1
332	слов не	1	1
333	бессознательное не	2	1
334	же на	1	1
335	и т.д	1	1
336	с совершенно	1	1
337	иногда и	1	1
338	за пределы	2	1
339	к сожалению	1	1
340	душевных явлений	1	1
341	материал с	1	1
342	общего с	1	1
343	для всех	4	1
344	схемой для	1	1
345	всей этой	1	1
346	сознательное и	3	1
347	его к	1	1
348	утверждают что	1	1
349	этой цели	1	1
350	только то	2	1
351	уже не	1	1
352	в нашем	1	1
