N	3gram	Medvedev_F_3	EvropaiC
1	в том что	3	16
2	до сих пор	1	12
3	по отношению к	3	10
4	друг с другом	1	9
5	с точки зрения	14	8
6	на самом деле	12	7
7	а и в	2	7
8	на то что	1	7
9	для того чтобы	4	6
10	в самом деле	4	5
11	в каждый данный	1	4
12	в этом случае	1	4
13	с другой стороны	5	4
14	не может быть	14	4
15	о том что	1	4
16	тот факт что	1	4
17	тем не менее	2	4
18	в конце концов	2	4
19	и того же	1	3
20	в настоящее время	1	3
21	одного и того	1	3
22	в том же	1	3
23	каждый данный момент	1	3
24	так же как	1	3
25	в данном случае	4	3
26	так или иначе	1	3
27	в связи с	4	3
28	о которых идет	1	3
29	которых идет речь	1	3
30	но так как	1	2
31	что же касается	1	2
32	же касается до	1	2
33	как и все	2	2
34	только то что	2	2
35	бы то ни	4	2
36	то же время	7	2
37	вместе с тем	3	2
38	именно потому что	2	2
39	то ни было	4	2
40	с одной стороны	1	2
41	во всяком случае	6	2
42	как и в	1	2
43	но все же	1	2
44	в то же	7	2
45	и в том	1	2
46	а следовательно и	1	1
47	уже знаем что	2	1
48	нет и не	2	1
49	иначе обстоит дело	3	1
50	в чистом виде	1	1
51	хотя и не	1	1
52	в других областях	1	1
53	иметь в виду	1	1
54	дело в том	2	1
55	а не в	3	1
56	но при этом	1	1
57	так как эта	1	1
58	что в данном	1	1
59	то же самое	3	1
60	таким образом оказывается	1	1
61	они не могут	1	1
62	и не может	4	1
63	это не так	1	1
64	в лучшем случае	1	1
65	в зависимости от	5	1
66	между собою в	1	1
67	таким образом как	1	1
68	друг на друга	1	1
69	в основе их	1	1
70	лишь тогда когда	2	1
71	между тем как	1	1
72	таким образом все	1	1
73	но для этого	1	1
74	из того что	1	1
75	элементов входящих в	1	1
76	то из этого	2	1
77	если допустить что	1	1
78	том числе и	1	1
79	произведения в процессе	1	1
80	по тем же	1	1
81	мы говорили в	1	1
82	том или ином	1	1
83	от всех тех	1	1
84	точки зрения на	1	1
85	и в жизни	1	1
86	прямого отношения к	1	1
87	в том или	1	1
88	только в этом	1	1
89	самом деле ведь	1	1
90	в высшей степени	2	1
91	и помимо этого	1	1
92	что ни одна	1	1
93	не в том	1	1
94	так и от	2	1
95	том что они	1	1
96	и ничем не	1	1
97	о котором мы	1	1
98	и той же	1	1
99	со своей стороны	1	1
100	все то что	1	1
101	что при этом	1	1
102	и все же	1	1
103	те элементы которые	1	1
104	но и помимо	1	1
105	в начале своей	1	1
106	как бы ни	2	1
107	смысле этого слова	2	1
108	что такая оценка	1	1
109	и художественное произведение	2	1
110	есть одно из	1	1
111	с самого начала	1	1
112	не только не	2	1
113	точки зрения одной	1	1
114	в результате некоторую	1	1
115	при этом не	1	1
116	мы видели что	2	1
117	которые могут быть	1	1
118	указаний на то	1	1
119	в том числе	1	1
120	к тому что	2	1
121	одной и той	1	1
122	как мы видели	2	1
123	и в нем	1	1
124	мы уже знаем	2	1
125	как мы знаем	4	1
126	тот или иной	1	1
