N	3gram	Losev_Vesc_1	KulturaY
1	и т д	19	14
2	в том что	4	10
3	можно было бы	1	9
4	с точки зрения	3	8
5	для того чтобы	2	8
6	в самом деле	4	7
7	с другой стороны	2	7
8	только потому что	1	6
9	по крайней мере	4	6
10	во всяком случае	2	5
11	само по себе	1	5
12	тем не менее	3	5
13	в зависимости от	1	4
14	и тем не	1	4
15	не только в	4	4
16	не может быть	6	4
17	в этом отношении	1	3
18	в конце концов	2	3
19	в то же	1	3
20	а следовательно и	1	2
21	и пр но	1	2
22	но даже и	2	2
23	уже из предыдущего	1	2
24	и всякой иной	1	2
25	с этой точки	1	2
26	вместе с тем	1	2
27	может быть только	3	2
28	так же как	1	2
29	в результате этого	1	2
30	и потому что	1	2
31	в свое время	2	2
32	этой точки зрения	1	2
33	в свою очередь	4	2
34	не только потому	1	2
35	и в самом	1	2
36	можно сказать что	3	2
37	на то что	2	2
38	так или иначе	4	2
39	по существу же	1	1
40	в том смысле	1	1
41	но что это	1	1
42	тех пор как	1	1
43	да и то	1	1
44	то что я	2	1
45	т е уже	1	1
46	почему это так	1	1
47	со стороны ее	1	1
48	дело в том	2	1
49	которое было бы	1	1
50	т е не	2	1
51	одна из основных	1	1
52	ли сказать что	3	1
53	потому что я	2	1
54	е не только	1	1
55	и не только	4	1
56	эта вовсе не	1	1
57	до сих пор	1	1
58	уже в самой	1	1
59	тот или иной	1	1
60	что мы имеем	1	1
61	сам по себе	3	1
62	можно говорить о	2	1
63	вовсе не потому	1	1
64	потому что у	1	1
65	также и то	1	1
66	бы то ни	4	1
67	но можно ли	1	1
68	а так как	2	1
69	только то что	2	1
70	об этом в	1	1
71	но и здесь	1	1
72	принципиально может быть	1	1
73	т д а	1	1
74	и говорить о	1	1
75	что все это	1	1
76	если оно и	1	1
77	с тех пор	1	1
78	не могла бы	1	1
79	и не в	1	1
80	и то что	3	1
81	не то в	1	1
82	и в частности	1	1
83	того чтобы мы	1	1
84	то время как	1	1
85	в том или	1	1
86	т е в	7	1
87	в данном случае	2	1
88	не то что	1	1
89	сами по себе	3	1
90	не потому что	4	1
91	можно ли сказать	3	1
92	можно ли в	1	1
93	не может уже	1	1
94	то ни было	4	1
95	тут мы подходим	1	1
96	мы не знаем	1	1
97	говорить о таком	1	1
98	с одной стороны	3	1
99	которых идет речь	1	1
100	ясно что и	1	1
101	не значит что	1	1
102	и здесь мы	1	1
103	по сравнению с	6	1
104	еще и с	1	1
105	по природе своей	1	1
106	не в том	1	1
107	которая была бы	1	1
108	не при чем	1	1
109	то что вы	1	1
110	о которых идет	1	1
111	но только в	1	1
112	слов а не	1	1
113	а не иное	1	1
114	ли в самом	1	1
115	однако не только	1	1
116	что же такое	3	1
117	сказать что оно	1	1
118	в одном и	1	1
119	есть не что	5	1
120	нужно было бы	1	1
121	же по себе	1	1
122	д и т	5	1
123	новые и новые	1	1
124	и что такое	1	1
125	заключается в том	1	1
126	в то время	1	1
127	в том чтобы	1	1
128	то что мы	2	1
129	о том что	4	1
130	но и для	1	1
131	или должно быть	1	1
132	видно уже из	1	1
133	что иное как	7	1
134	это выражение в	1	1
135	у нас в	2	1
136	если бы я	2	1
137	я не хочу	1	1
138	к тому что	2	1
139	было бы сказать	2	1
140	не что иное	7	1
141	это однако не	1	1
142	тех или иных	1	1
143	т д и	5	1
144	потому что она	1	1
145	сама по себе	3	1
146	по сравнению со	1	1
147	в данный момент	1	1
148	потому что они	3	1
149	и в сфере	1	1
150	только тогда когда	2	1
151	как мы знаем	1	1
152	языка как специфической	1	1
153	и с другой	2	1
