N	2gram	Nazirov_Tv_2	Myshleni
1	в том	8	42
2	том что	4	35
3	в процессе	2	27
4	таким образом	10	25
5	в развитии	1	25
6	в этом	8	24
7	и в	20	20
8	что в	7	19
9	заключается в	1	18
10	в основе	2	17
11	то же	7	16
12	не только	13	15
13	то что	3	15
14	что они	4	14
15	мышления и	1	14
16	как мы	1	13
17	в их	3	12
18	при этом	8	12
19	может быть	8	12
20	с другой	2	12
21	потому что	7	12
22	в его	10	11
23	так же	5	11
24	этого слова	1	11
25	в целом	6	11
26	на основе	1	10
27	в истории	2	10
28	в себе	3	10
29	своего развития	1	10
30	мы видим	4	10
31	только в	2	10
32	так как	3	10
33	и другие	1	9
34	и как	1	9
35	как и	6	9
36	между тем	3	9
37	что и	1	9
38	тот же	1	9
39	с одной	1	9
40	как это	1	9
41	другой стороны	2	9
42	но и	8	9
43	было бы	1	8
44	и что	2	8
45	вместе с	3	8
46	и не	9	8
47	в результате	1	8
48	самом деле	2	7
49	в своей	6	7
50	и более	1	7
51	тем самым	4	7
52	могут быть	2	7
53	тем что	3	7
54	а не	6	7
55	как бы	11	7
56	же как	3	6
57	в самом	3	6
58	той же	1	6
59	и на	5	6
60	тому же	2	6
61	мы видели	1	6
62	к одному	1	6
63	к тому	1	6
64	можно было	1	6
65	в силу	1	6
66	его в	3	6
67	что он	6	6
68	уже в	2	6
69	развития в	1	6
70	и между	1	6
71	не может	7	6
72	такого рода	1	6
73	сказать что	1	6
74	речь идет	1	5
75	мы уже	1	5
76	между собой	1	5
77	как в	4	5
78	с этим	1	5
79	все же	5	5
80	перед нами	1	5
81	и к	1	5
82	все эти	4	5
83	на то	1	5
84	это не	7	5
85	это положение	1	5
86	в действии	1	5
87	и его	9	5
88	не является	3	5
89	никогда не	11	5
90	так и	6	5
91	если бы	4	5
92	о том	5	5
93	раньше чем	1	5
94	в частности	2	5
95	как уже	1	4
96	его к	1	4
97	нами в	1	4
98	и с	8	4
99	первую очередь	1	4
100	с этой	3	4
101	в первую	1	4
102	в ходе	1	4
103	не в	4	4
104	тому что	1	4
105	что с	1	4
106	представляется нам	1	4
107	сходство с	1	4
108	что оно	1	4
109	роль в	2	4
110	по мере	1	4
111	и только	2	4
112	все время	2	4
113	в сознании	1	4
114	является не	1	4
115	по выражению	1	4
116	из них	2	4
117	друг друга	2	4
118	в области	1	4
119	в речи	1	4
120	и для	1	4
121	для нас	1	4
122	между ними	1	4
123	к этому	3	4
124	во всяком	2	4
125	как известно	2	3
126	на деле	1	3
127	почти всегда	1	3
128	приходит к	1	3
129	на место	1	3
130	в виду	1	3
131	первого взгляда	1	3
132	столь же	1	3
133	в чем	4	3
134	а только	1	3
135	отнюдь не	4	3
136	когда он	4	3
137	говорит что	1	3
138	не являются	1	3
139	но в	4	3
140	в которой	2	3
141	это утверждение	1	3
142	представляет собой	1	3
143	в этой	5	3
144	на его	4	3
145	что все	1	3
146	и других	2	3
147	он приходит	1	3
148	ни в	1	3
149	в один	1	3
150	в этих	1	3
151	важную роль	1	3
152	нас к	1	3
153	не менее	2	3
154	в обоих	1	3
155	и является	1	3
156	связи с	1	3
157	не могут	1	3
158	ничего общего	1	3
159	с первого	1	3
160	приводит к	2	3
161	учит нас	1	3
162	должно быть	1	3
163	поэтому с	1	3
164	и поэтому	2	3
165	является в	1	3
166	один из	3	3
167	одной из	3	3
168	но не	5	3
169	всяком случае	2	3
170	себя в	2	3
171	так что	2	3
172	слова не	1	3
173	не означает	2	3
174	со стороны	1	3
175	на этот	2	3
176	именно в	6	3
177	к которому	2	3
178	в связи	1	3
179	наряду с	7	3
180	и от	4	3
181	совершенно не	1	3
182	в виде	2	3
183	точно так	1	3
184	одним из	3	2
185	связана с	1	2
186	переход от	1	2
187	ту же	1	2
188	высшей степени	1	2
189	видеть в	1	2
190	едва ли	2	2
191	что если	1	2
192	что уже	1	2
193	место в	3	2
194	мы и	1	2
195	нас интересует	1	2
196	он говорит	1	2
197	отличие от	2	2
198	не просто	1	2
199	стороны и	1	2
200	в мысли	1	2
201	из этих	1	2
202	во многих	2	2
203	в известном	1	2
204	не есть	1	2
205	теории и	1	2
206	к выводу	1	2
207	в нем	3	2
208	этого вопроса	1	2
209	том чтобы	1	2
210	содержит в	1	2
211	не первым	1	2
212	в каждом	1	2
213	а затем	3	2
214	же не	2	2
215	входит в	1	2
216	является общим	1	2
217	в ином	1	2
218	который по	1	2
219	в высшей	1	2
220	к которым	1	2
221	такой же	2	2
222	и тогда	2	2
223	таким же	1	2
224	целом и	2	2
225	в отличие	2	2
226	мысли и	1	2
227	их в	2	2
228	том же	2	2
229	что этот	2	2
230	ничего кроме	1	2
231	может служить	2	2
232	не имеет	1	2
233	проблемы но	1	2
234	что на	2	2
235	по нашему	4	2
236	мы узнаем	2	2
237	ли не	2	2
238	отличается от	1	2
239	анализа и	1	2
240	указывает на	1	2
241	он видит	1	2
242	и он	2	2
243	и это	3	2
244	свою очередь	1	2
245	указывать на	1	2
246	мы наблюдаем	1	2
247	ясно что	1	2
248	еще не	5	2
249	с полным	2	2
250	и здесь	1	2
251	всем протяжении	1	2
252	как наиболее	1	2
253	может не	1	2
254	к другой	1	2
255	решающую роль	1	2
256	значит что	1	2
257	в современной	1	2
258	образом как	1	2
259	образов и	1	2
260	уже говорили	1	2
261	по мнению	3	2
262	но как	1	2
263	от одной	1	2
264	на всем	1	2
265	очень рано	1	2
266	и у	2	2
267	для него	3	2
268	тогда как	3	2
269	у него	6	2
270	а с	3	2
271	показывает что	4	2
272	прежде всего	8	2
273	нашему мнению	4	2
274	под влиянием	1	2
275	если не	4	2
276	целом ряде	1	2
277	что это	1	2
278	самого себя	1	2
279	том смысле	1	2
280	даже в	1	2
281	как только	1	2
282	в начале	3	2
283	для развития	1	2
284	числе и	1	2
285	находит свое	1	2
286	а в	4	2
287	в свою	1	2
288	не знает	1	2
289	видим в	2	2
290	в таком	3	2
291	том числе	1	2
292	например в	5	1
293	в сфере	1	1
294	человека и	3	1
295	что дает	1	1
296	и есть	2	1
297	нас на	1	1
298	одной области	1	1
299	из всех	1	1
300	который в	1	1
301	и значение	1	1
302	мы не	4	1
303	не делает	1	1
304	оба эти	1	1
305	говорить о	2	1
306	я не	2	1
307	и со	1	1
308	в традиционном	1	1
309	же что	1	1
310	дает им	1	1
311	собой в	1	1
312	быть в	1	1
313	к целому	1	1
314	во всех	1	1
315	то мы	1	1
316	как правило	2	1
317	то он	1	1
318	характерная для	1	1
319	они имеют	2	1
320	точка зрения	2	1
321	не то	1	1
322	в противоречии	1	1
323	не все	1	1
324	если в	1	1
325	присущей ему	1	1
326	по отношению	3	1
327	решения этой	1	1
328	и я	1	1
329	общего с	1	1
330	опыта к	1	1
331	это понятие	1	1
332	однако не	1	1
333	имеет в	2	1
334	в этот	2	1
335	то в	1	1
336	но эта	2	1
337	истории человечества	1	1
338	чуть ли	1	1
339	бы не	2	1
340	к самому	2	1
341	объяснения это	1	1
342	на стадии	1	1
343	так сказать	2	1
344	в статье	2	1
345	он не	3	1
346	в первой	2	1
347	при виде	2	1
348	русского слова	2	1
349	себе не	1	1
350	действительности и	1	1
351	переходит от	1	1
352	означает в	1	1
353	характер в	2	1
354	не могли	2	1
355	в плане	3	1
356	и по	2	1
357	что она	4	1
358	спрашивается что	1	1
359	не из	1	1
360	главным образом	1	1
361	но понятие	1	1
362	а по	1	1
363	с другими	2	1
364	его личности	1	1
365	мы на	1	1
366	затем как	1	1
367	то все	1	1
368	известно что	2	1
369	более глубокой	1	1
370	должен был	1	1
371	и рядом	1	1
372	для них	1	1
373	вопрос этот	1	1
374	которой он	2	1
375	являются как	1	1
376	его своеобразная	1	1
377	ведет к	1	1
378	мы как	1	1
379	нас не	1	1
380	в такой	2	1
381	это делает	1	1
382	оказывается для	1	1
383	не столько	2	1
384	представление о	7	1
385	он дает	1	1
386	ребенком с	1	1
387	в которых	3	1
388	знаем что	1	1
389	не учитывает	1	1
390	своего рода	3	1
391	всякий раз	1	1
392	признать что	1	1
393	должны были	1	1
394	в основном	6	1
395	в одном	2	1
396	выше мы	1	1
397	точку зрения	2	1
398	образом и	1	1
399	но он	1	1
400	развивается с	1	1
401	о значении	1	1
402	по себе	1	1
403	время был	1	1
404	этом не	1	1
405	наших глазах	1	1
406	дня и	1	1
407	вплоть до	1	1
408	в таких	1	1
409	с ребенком	1	1
410	самого начала	1	1
411	в то	10	1
412	как о	2	1
413	означает что	1	1
414	в центр	1	1
415	на него	2	1
416	казалось бы	3	1
417	ничего не	4	1
418	однако такое	1	1
419	и лишь	2	1
420	и приводит	1	1
421	эти связи	1	1
422	в русском	1	1
423	как она	1	1
424	наблюдения относительно	1	1
425	так например	3	1
426	здесь же	1	1
427	считать что	1	1
428	только с	2	1
429	однако это	2	1
430	у нас	2	1
431	в момент	1	1
432	встречается в	1	1
433	во все	1	1
434	лежит в	1	1
435	одну и	1	1
436	его с	1	1
437	бы он	1	1
438	в поле	1	1
439	день и	1	1
440	говоря словами	1	1
441	принять за	1	1
442	с собственной	1	1
443	для себя	1	1
444	на вопрос	1	1
445	психологическом отношении	1	1
446	совпадают с	1	1
447	еще более	1	1
448	то время	1	1
449	заключающийся в	1	1
450	характер и	1	1
451	только то	1	1
452	в себя	1	1
453	с самого	1	1
454	говорили что	1	1
455	так в	2	1
456	в дальнейшем	4	1
457	по способу	1	1
458	и сам	5	1
459	и ту	1	1
460	мог бы	1	1
461	том как	1	1
462	поэтому в	1	1
463	форме в	1	1
464	образом в	1	1
465	говорят что	1	1
466	о нем	1	1
467	одновременно к	1	1
468	это происходит	1	1
469	не противопоставляет	1	1
470	при котором	1	1
471	одного из	1	1
472	и ставит	1	1
473	в различных	1	1
474	этот момент	1	1
475	нуждается в	1	1
476	с множеством	1	1
477	поле зрения	1	1
478	с ними	2	1
479	должен быть	1	1
480	к противоположному	1	1
481	узнаем что	1	1
482	этот факт	2	1
483	и ее	2	1
484	не мешает	2	1
485	сильнее чем	1	1
486	уже не	3	1
487	положение что	1	1
488	наконец против	1	1
489	мы знаем	1	1
490	и их	1	1
491	в конце	6	1
492	давно уже	2	1
493	с определенным	1	1
494	как его	1	1
495	другом в	2	1
496	это общее	1	1
497	как раз	1	1
498	представляют собой	1	1
499	этой задачи	2	1
500	и даже	5	1
501	даже не	1	1
502	говорим о	1	1
503	и сознание	1	1
504	с другим	2	1
505	до сих	3	1
506	как у	3	1
507	от этих	1	1
508	же о	1	1
509	что не	3	1
510	и люди	1	1
511	связано с	1	1
512	определить его	1	1
513	говоря что	1	1
514	в психологическом	1	1
515	нет никаких	1	1
516	является его	1	1
517	о своих	2	1
518	самого в	1	1
519	и потому	4	1
520	почти совершенно	1	1
521	мы говорим	1	1
522	который на	1	1
523	предположить что	1	1
524	в область	3	1
525	в течение	1	1
