N	2gram	Voloshinov_1	Sotsiolo
1	истории литературы	2	10
2	все это	4	7
3	в этом	2	5
4	в том	2	5
5	социологический метод	2	4
6	метод в	1	4
7	о литературе	1	3
8	не только	6	3
9	как же	1	3
10	в его	7	3
11	и в	13	3
12	но ведь	5	3
13	не в	3	3
14	только в	6	2
15	может быть	8	2
16	и что	1	2
17	это и	1	2
18	то же	4	2
19	было бы	4	2
20	далеко не	1	2
21	таким образом	6	2
22	но и	3	2
23	тем более	1	2
24	еще не	1	2
25	то что	6	2
26	или даже	1	2
27	одно дело	1	2
28	за пределы	3	2
29	по отношению	3	2
30	в литературоведении	1	2
31	к которому	1	2
32	отношению к	3	2
33	в конце	1	2
34	что в	3	2
35	как бы	6	2
36	у п.н	1	2
37	том что	2	2
38	ни одно	2	1
39	и не	8	1
40	в мире	1	1
41	и есть	1	1
42	в этой	1	1
43	литературы как	1	1
44	столь же	1	1
45	но одно	2	1
46	в процессе	5	1
47	в своей	4	1
48	в свои	1	1
49	бы в	2	1
50	произведение как	1	1
51	стр и	1	1
52	еще и	4	1
53	по себе	1	1
54	все эти	2	1
55	только то	1	1
56	объекта и	1	1
57	и его	12	1
58	понимаем всю	1	1
59	в целом	2	1
60	вряд ли	3	1
61	с другой	2	1
62	переходим к	1	1
63	связи с	1	1
64	и должно	2	1
65	быть не	1	1
66	что она	1	1
67	в них	2	1
68	должно было	1	1
69	в связи	2	1
70	что он	1	1
71	не было	1	1
72	в каждом	4	1
73	исторической поэтики	1	1
74	когда мы	1	1
75	ли не	1	1
76	поэтики и	2	1
77	не из	1	1
78	конечном счете	1	1
79	но не	1	1
80	не должна	1	1
81	всего не	1	1
82	мы понимаем	2	1
83	и более	1	1
84	вовсе не	2	1
85	все же	5	1
86	жизни он	1	1
87	между тем	2	1
88	а в	2	1
89	выходит за	1	1
90	в конечном	1	1
91	в то	1	1
92	те же	2	1
93	между собою	2	1
94	мы должны	6	1
95	конечно не	1	1
96	и наконец	5	1
97	для этого	1	1
98	в чем	2	1
99	никогда не	3	1
100	науки о	1	1
101	поэтической формы	1	1
102	художественных произведений	2	1
103	тому что	1	1
104	отнюдь не	1	1
105	и о	1	1
106	чуть ли	1	1
107	наконец в	2	1
108	как и	3	1
109	с помощью	2	1
110	и п.н	1	1
111	мысли в	1	1
112	на все	1	1
113	история литературы	1	1
114	один из	1	1
115	этого и	1	1
116	и как	1	1
117	же не	1	1
118	как то	1	1
119	его в	1	1
120	стиль в	1	1
121	с одной	2	1
122	одной стороны	2	1
123	же самое	1	1
124	вступает в	1	1
125	хотя бы	5	1
126	и остаются	1	1
127	свои права	1	1
128	время в	1	1
129	все то	1	1
130	формальный метод	2	1
131	мы не	4	1
132	не может	8	1
133	же время	1	1
134	и научно	2	1
135	прежде всего	9	1
136	они не	1	1
137	этом нужно	1	1
138	он говорит	1	1
139	тем что	2	1
140	так и	3	1
141	в данном	2	1
142	в виде	1	1
143	что без	1	1
144	правда он	1	1
145	в области	2	1
