N	3gram	Losev_Prob_3	FransuaR
1	в то же	4	9
2	для того чтобы	1	6
3	в том что	9	6
4	в связи с	7	5
5	так же как	1	4
6	на самом деле	2	4
7	как мы видели	2	4
8	потому что он	4	3
9	до сих пор	2	3
10	здесь не в	3	3
11	в нем не	1	3
12	дело здесь не	3	2
13	то же самое	7	2
14	точки зрения на	1	2
15	и связанные с	1	2
16	в чем же	1	2
17	дело в том	3	2
18	здесь перед нами	2	2
19	как и во	1	2
20	он не только	1	2
21	с точки зрения	2	2
22	они вовсе не	1	2
23	в отличие от	2	2
24	сказать что и	1	2
25	мы находим в	2	2
26	можно было бы	3	2
27	и не в	1	2
28	о том как	2	2
29	не нуждается в	1	2
30	же как и	2	2
31	в данном случае	7	2
32	в то время	4	2
33	так как они	1	2
34	не может быть	5	2
35	то есть в	3	2
36	можно сказать что	2	2
37	к тому же	1	2
38	в отрыве от	1	2
39	и того же	1	1
40	что иное как	4	1
41	когда во время	1	1
42	хотя и не	2	1
43	значение и как	1	1
44	в той или	2	1
45	теми или иными	1	1
46	точно и в	1	1
47	все это уже	1	1
48	на котором он	1	1
49	ровно ничего не	2	1
50	к одной и	1	1
51	произведение в котором	1	1
52	далеко не все	1	1
53	на котором мы	1	1
54	в самом деле	1	1
55	как раз и	4	1
56	не имеют ничего	1	1
57	что он не	1	1
58	не имеет никакого	3	1
59	по своему содержанию	2	1
60	на самом же	4	1
61	но это не	1	1
62	это вовсе не	4	1
63	произведение в целом	1	1
64	только для того	1	1
65	может быть и	3	1
66	и в частности	2	1
67	как мы сказали	1	1
68	но как мы	1	1
69	есть другими словами	1	1
70	то есть другими	1	1
71	быть и речи	1	1
72	во всех этих	1	1
73	и в этой	1	1
74	в одном случае	1	1
75	но и с	1	1
76	нас к самым	1	1
77	то есть чисто	1	1
78	самом же деле	4	1
79	об этом мы	1	1
80	есть не что	4	1
81	мы находим у	1	1
82	мы не можем	1	1
83	не что иное	4	1
84	от того что	1	1
85	из этого произведения	1	1
86	так и в	1	1
87	как и в	1	1
88	но он не	1	1
89	и ни о	1	1
90	о том что	3	1
91	ничего общего с	2	1
92	особой точки зрения	1	1
93	но в его	1	1
94	той или иной	8	1
95	но на этот	1	1
96	одного и того	1	1
97	друг от друга	2	1
98	вполне понятно что	1	1
99	то есть о	1	1
100	нас в том	1	1
101	тем не менее	10	1
102	имеет никакого отношения	1	1
103	и о которых	1	1
104	для них не	1	1
105	что и в	3	1
106	только тогда когда	1	1
107	как мы говорили	2	1
108	имеют ничего общего	1	1
109	именно потому что	3	1
110	является не только	1	1
111	и только в	2	1
