N	2gram	Nazirov_Tv_1	Istorich
1	и в	21	26
2	т е	1	22
3	так как	3	18
4	мы имеем	1	14
5	никогда не	3	13
6	потому что	5	13
7	и на	7	12
8	в этом	6	12
9	таким образом	5	12
10	в том	7	12
11	что в	12	12
12	может быть	5	11
13	связь с	1	11
14	и т	3	10
15	не только	7	10
16	том что	11	10
17	представления о	1	10
18	в образе	1	10
19	с другой	3	10
20	и не	7	10
21	еще не	1	9
22	представление о	3	9
23	что он	6	9
24	но и	3	9
25	и это	1	8
26	все эти	1	8
27	все же	5	8
28	в нем	3	8
29	т д	1	8
30	на том	2	8
31	с ним	3	8
32	вместе с	2	8
33	другой стороны	1	8
34	но в	7	7
35	и его	6	7
36	о том	6	7
37	с одной	1	7
38	уже не	3	7
39	представлений о	2	7
40	у него	7	7
41	превращается в	1	7
42	одной стороны	1	7
43	мы уже	1	6
44	эта связь	1	6
45	как в	8	6
46	как он	1	6
47	так в	1	6
48	в русской	5	6
49	и с	3	6
50	в виде	3	6
51	то что	8	6
52	связан с	3	6
53	в более	1	6
54	ее в	3	6
55	не может	4	6
56	то же	13	5
57	в ней	2	5
58	за собой	1	5
59	в жертву	1	5
60	не будет	2	5
61	как и	12	5
62	и что	1	5
63	в то	15	5
64	то это	1	5
65	так и	2	5
66	в его	13	5
67	только в	5	5
68	тем что	1	5
69	у нас	1	5
70	как это	1	5
71	этот мотив	1	5
72	его в	1	5
73	представлениями о	1	5
74	и он	2	4
75	с его	11	4
76	что оно	1	4
77	имеем в	1	4
78	на его	3	4
79	на земле	3	4
80	и по	3	4
81	здесь мы	2	4
82	это не	4	4
83	и тем	2	4
84	с тем	1	4
85	что и	2	4
86	в других	1	4
87	до сих	1	4
88	прежде всего	4	4
89	зависит от	2	4
90	как бы	17	4
91	сих пор	1	4
92	в книге	3	4
93	но это	5	4
94	же как	1	3
95	и через	1	3
96	связана с	1	3
97	там же	3	3
98	время как	1	3
99	это еще	1	3
100	когда он	2	3
101	и наконец	2	3
102	та же	4	3
103	в себе	2	3
104	если он	1	3
105	что она	2	3
106	при этом	7	3
107	и вот	1	3
108	него и	1	3
109	в них	1	3
110	такой же	2	3
111	в своей	4	3
112	и ее	1	3
113	в одном	1	3
114	не в	2	3
115	она не	1	3
116	могут быть	2	3
117	вот почему	3	3
118	вокруг него	1	3
119	приходит к	3	3
120	меня в	1	3
121	и другие	3	3
122	данном случае	2	3
123	если они	1	3
124	показывает что	1	3
125	от него	1	3
126	один из	4	3
127	и действительно	1	3
128	в качестве	2	3
129	так что	2	3
130	при помощи	2	3
131	и других	3	3
132	ее не	1	3
133	далеко не	3	3
134	не было	1	3
135	в частности	2	3
136	в него	2	3
137	в данном	2	3
138	наряду с	1	3
139	как будто	5	3
140	и от	4	3
141	кроме того	1	3
142	или в	2	3
143	на первый	1	3
144	на берегу	3	3
145	а в	6	3
146	еще в	2	3
147	сказать что	2	3
148	в своих	5	3
149	к этому	2	3
150	во сне	1	3
151	только он	1	2
152	ту же	3	2
153	того же	2	2
154	говорилось выше	1	2
155	заранее обречены	1	2
156	нам кажется	1	2
157	всех его	1	2
158	что иное	1	2
159	большей частью	1	2
160	представляет собой	3	2
161	он был	1	2
162	но не	3	2
163	по отношению	1	2
164	тогда как	1	2
165	а через	1	2
166	в одной	2	2
167	с этим	1	2
168	в своем	4	2
169	перед нами	2	2
170	целый ряд	1	2
171	и как	4	2
172	так на	1	2
173	что это	1	2
174	в этой	5	2
175	то и	1	2
176	и до	1	2
177	но он	2	2
178	и те	1	2
179	он не	8	2
180	с представлением	1	2
181	людей и	2	2
182	с этой	1	2
183	но все	1	2
184	человека в	6	2
185	же не	1	2
186	его не	1	2
187	на этой	1	2
188	живет в	2	2
189	было бы	1	2
190	известно что	2	2
191	приходит в	1	2
192	здесь нет	2	2
193	кажется что	1	2
194	ни в	1	2
195	вовсе не	5	2
196	и некоторые	1	2
197	человеком и	1	2
198	миф о	1	2
199	своего рода	4	2
200	образом и	1	2
201	развивается и	1	2
202	самое время	2	2
203	однако в	2	2
204	что этот	1	2
205	на эти	2	2
206	даже в	3	2
207	мотива в	1	2
208	тем самым	7	2
209	не знающих	1	2
210	и другое	1	2
211	не имеет	1	2
212	одна из	2	2
213	на него	1	2
214	это мы	1	2
215	не вполне	1	2
216	и далее	2	2
217	нет ни	2	2
218	отличается от	1	2
219	к тому	2	2
220	где он	2	2
221	живет на	1	2
222	но при	1	2
223	только то	1	2
224	и сам	1	2
225	что у	1	2
226	о котором	2	2
227	но мы	1	2
228	можно сказать	2	2
229	как у	1	2
230	эти два	1	2
231	это указание	1	2
232	отметить что	1	2
233	все время	1	2
234	в лице	2	2
235	того что	3	2
236	в народе	1	2
237	остров на	1	2
238	самого себя	1	2
239	мы знаем	1	2
240	не так	3	2
241	с водой	1	2
242	мы находим	2	2
243	никого не	1	2
244	а с	1	2
245	что не	2	2
246	не означает	2	2
247	а не	5	2
248	о чем	1	2
249	он и	1	2
250	в одно	2	2
251	него в	1	2
252	так же	3	2
253	к себе	1	2
254	совершенно точно	1	2
255	что же	1	2
256	отношению к	1	2
257	значит что	2	2
258	обращается к	1	2
259	мы должны	1	2
260	отсюда же	2	2
261	только что	2	2
262	в этих	2	2
263	смерти в	1	2
264	не есть	1	2
265	но эти	1	2
266	с ними	1	2
267	обречены на	1	2
268	героя в	1	2
269	приводит нас	1	2
270	жизни и	3	2
271	точно так	2	2
272	это неверно	1	1
273	вряд ли	2	1
274	соответствии с	3	1
275	одним из	4	1
276	также и	1	1
277	но кто	1	1
278	в русских	1	1
279	в движение	1	1
280	они представляют	1	1
281	в связи	1	1
282	и есть	1	1
283	очень много	1	1
284	этого мира	1	1
285	а от	1	1
286	страх перед	2	1
287	нас на	1	1
288	оно было	1	1
289	крылья и	1	1
290	между человеком	1	1
291	и этот	1	1
292	а как	2	1
293	именно здесь	1	1
294	есть не	2	1
295	на первом	2	1
296	что если	1	1
297	бы что	1	1
298	он как	1	1
299	равно как	1	1
300	но она	2	1
301	еще с	1	1
302	в полной	1	1
303	не совсем	1	1
