N	3gram	Voloshinov_1	FransuaR
1	в то же	1	6
2	то же время	1	6
3	с точки зрения	5	5
4	не может быть	4	4
5	в этом отношении	1	3
6	но в то	1	3
7	с одной стороны	2	3
8	нужно сказать что	1	3
9	с другой стороны	2	3
10	вполне понятно что	3	2
11	в другом месте	1	2
12	только то что	1	2
13	в собственном смысле	1	2
14	в своей статье	1	2
15	в его наиболее	1	2
16	включает в себя	1	2
17	своей статье о	1	2
18	подобно тому как	1	2
19	только потому что	1	1
20	в изобразительных искусствах	1	1
21	в г в	2	1
22	там где нет	1	1
23	прежде всего в	1	1
24	по отношению к	3	1
25	тех случаях когда	1	1
26	и не может	1	1
27	же время в	1	1
28	не входит в	1	1
29	одна из существеннейших	1	1
30	то что в	1	1
31	в значительной мере	1	1
32	еще тем что	1	1
33	все эти три	1	1
34	далеко не всегда	1	1
35	и тот же	1	1
36	в борьбе с	1	1
37	один из наиболее	1	1
38	только с помощью	1	1
39	в предисловии к	1	1
40	в чем же	1	1
41	в связи со	1	1
42	один и тот	1	1
43	в тех случаях	1	1
44	того или иного	2	1
45	стадиях своего развития	1	1
46	на самом деле	1	1
47	здесь мы должны	1	1
48	на этом мы	1	1
49	не только на	1	1
50	выходит за пределы	1	1
51	свое идеологическое выражение	1	1
52	на то что	1	1
53	идеологическое выражение в	1	1
54	но не менее	1	1
55	для того чтобы	1	1
56	входит в нашу	1	1
57	в том что	2	1
58	как и в	1	1
59	в нашу задачу	1	1
