N	4gram	Losev_Vlad_2	Problema
1	не что иное как	1	3
2	в то время как	1	3
3	нас в настоящее время	1	2
4	для нас в настоящее	1	2
5	дело в том что	3	2
6	также и то что	1	2
7	но тем не менее	1	1
8	по крайней мере в	1	1
9	и в том числе	1	1
10	в своей работе года	1	1
11	в том что он	2	1
12	во что бы то	1	1
13	указать хотя бы на	1	1
14	но в то же	1	1
15	насколько можно судить по	1	1
16	бы то ни стало	1	1
17	в связи с этим	1	1
18	или по крайней мере	2	1
19	что бы то ни	1	1
20	и в конце концов	1	1
21	достаточно указать хотя бы	1	1
22	не к кому другому	1	1
23	смысле а именно в	1	1
24	уже содержит в себе	1	1
25	которых вы не знаете	1	1
26	в то же время	3	1
27	не говоря уже о	2	1
28	крайней мере в двух	1	1
