N	2gram	Bakhtin_fo_2	Vvedenie
1	и т	14	42
2	т д	3	36
3	и в	46	32
4	в том	10	31
5	в этом	22	30
6	том что	4	26
7	может быть	7	26
8	не только	11	22
9	для того	8	21
10	того чтобы	8	20
11	таким образом	3	19
12	также и	4	18
13	то что	7	16
14	потому что	8	15
15	так как	6	15
16	не может	2	14
17	в самом	1	13
18	в нем	5	13
19	о том	4	13
20	в их	3	12
21	в общем	1	12
22	в его	8	12
23	того что	3	12
24	только в	11	12
25	и не	9	12
26	как на	2	12
27	как мы	6	11
28	в ее	1	11
29	в данном	2	11
30	что в	5	10
31	то же	8	9
32	в истории	4	9
33	и как	3	9
34	но в	10	9
35	по себе	2	9
36	как об	1	9
37	между тем	1	9
38	в той	2	9
39	этого рода	1	9
40	это не	2	8
41	не в	9	8
42	с другой	2	8
43	именно в	2	8
44	самом деле	1	7
45	вопрос о	1	7
46	но не	5	7
47	все же	6	7
48	было бы	2	7
49	точки зрения	10	7
50	уже и	1	7
51	дело с	1	7
52	как нечто	1	7
53	прежде всего	14	7
54	смысле слова	2	6
55	и это	2	6
56	из этих	4	6
57	как он	2	6
58	широком смысле	1	6
59	его в	6	6
60	с тем	2	6
61	как и	8	6
62	вовсе не	13	6
63	в то	5	6
64	в качестве	3	6
65	же время	4	6
66	тем что	3	6
67	не могут	1	6
68	о природе	1	6
69	один из	2	6
70	и его	12	6
71	и даже	3	6
72	до сих	2	6
73	но и	9	6
74	сих пор	2	6
75	все это	6	6
76	а как	1	5
77	в широком	1	5
78	так например	1	5
79	об этом	1	5
80	и тем	1	5
81	данном случае	1	5
82	в них	7	5
83	в которых	3	5
84	сказать что	1	5
85	могут быть	2	5
86	так что	4	5
87	уже в	4	5
88	т п	11	5
89	что не	1	5
90	на этот	1	5
91	а не	4	5
92	по своему	2	5
93	как бы	10	5
94	другой стороны	1	5
95	есть и	4	5
96	вместе с	9	5
97	и то	1	4
98	как это	2	4
99	связи между	2	4
100	мы имеем	2	4
101	как уже	3	4
102	от этого	2	4
103	уже не	3	4
104	в себе	4	4
105	должен был	1	4
106	в своей	1	4
107	в котором	4	4
108	по сравнению	1	4
109	не имеет	1	4
110	в разных	1	4
111	только с	1	4
112	в каждом	1	4
113	и т.д	1	4
114	времени и	1	4
115	внимание на	1	4
116	и что	1	4
117	как она	1	4
118	и история	1	4
119	еще не	6	4
120	что он	3	4
121	и ее	1	4
122	с одной	2	4
123	в виде	1	4
124	этом отношении	2	4
125	в особенности	6	4
126	одной стороны	1	4
127	еще и	1	4
128	о чем	3	4
129	сравнению с	1	4
130	с этой	4	4
131	этом случае	2	4
132	и для	9	4
133	особого рода	1	4
134	а в	3	4
135	взгляда на	1	4
136	во всяком	2	4
137	которых не	1	3
138	и есть	2	3
139	как история	2	3
140	в германии	1	3
141	что уже	1	3
142	в сущности	2	3
143	говорить о	2	3
144	в виду	3	3
145	и на	7	3
146	он сам	1	3
147	в различных	1	3
148	в чем	1	3
149	совсем не	2	3
150	однако не	1	3
151	хотя и	3	3
152	и к	2	3
153	бы и	1	3
154	все эти	5	3
155	в этой	2	3
156	при этом	6	3
157	если бы	1	3
158	не как	1	3
159	вообще не	1	3
160	на этом	2	3
161	на этой	1	3
162	с прошлым	1	3
163	в прямом	2	3
164	и уже	1	3
165	мы видели	2	3
166	чем в	1	3
167	нисколько не	1	3
168	в этих	3	3
169	и вот	2	3
170	однако в	1	3
171	дело в	1	3
172	связи с	8	3
173	но все	1	3
174	должен быть	1	3
175	в ней	1	3
176	и вообще	1	3
177	чтобы понять	1	3
178	истории литературы	1	3
179	вот почему	1	3
180	можно сказать	2	3
181	а также	3	3
182	времени в	7	3
183	или как	1	3
184	культурного развития	1	3
185	что даже	1	3
186	до нас	1	3
187	и других	2	3
188	из них	8	3
189	в одном	7	3
190	в конце	2	3
191	что и	3	3
192	отношение к	3	3
193	но что	1	3
194	в очень	1	3
195	до конца	2	3
196	так называемой	1	3
197	так же	2	3
198	да и	1	3
199	в своем	5	3
200	каждой из	1	3
201	к тому	3	3
202	в результате	1	3
203	к этому	3	3
204	в частности	5	3
205	могут не	1	2
206	и до	2	2
207	должна быть	1	2
208	мы уже	9	2
209	есть не	1	2
210	мы не	1	2
211	что если	1	2
212	жизни как	2	2
213	в основу	1	2
214	так называемые	1	2
215	того же	3	2
216	в каждой	1	2
217	время в	1	2
218	и всего	1	2
219	значение и	4	2
220	себе и	1	2
221	надо было	1	2
222	его к	1	2
223	к культуре	1	2
224	в этот	3	2
225	чем больше	1	2
226	выражение в	1	2
227	учение о	1	2
228	всего к	1	2
229	и те	1	2
230	и совершенно	3	2
231	данном отношении	1	2
232	в другом	3	2
233	и с	6	2
234	них не	1	2
235	на протяжении	3	2
236	в прошлом	3	2
237	о которых	1	2
238	несмотря на	1	2
239	ни с	1	2
240	должно быть	5	2
241	после этого	2	2
242	она была	1	2
243	и тогда	1	2
244	не мог	2	2
245	об особом	1	2
246	из того	1	2
247	с точки	8	2
248	не столько	1	2
249	не могли	3	2
250	том же	4	2
251	тому что	1	2
252	в отношении	2	2
253	на котором	2	2
254	одна из	1	2
255	никогда не	6	2
256	иной раз	1	2
257	до того	2	2
258	не до	1	2
259	явлениями в	1	2
260	у нас	2	2
261	когда мы	1	2
262	возрождения и	1	2
263	лежит в	2	2
264	как только	1	2
265	с полной	1	2
266	той или	1	2
267	рядом с	2	2
268	если же	1	2
269	значительной мере	1	2
270	в дальнейшем	5	2
271	и сам	1	2
272	так и	7	2
273	отсюда и	2	2
274	к самой	1	2
275	же самое	3	2
276	преимущественно в	1	2
277	и здесь	1	2
278	и должно	2	2
279	другом месте	2	2
280	в значительной	1	2
281	вопросу о	4	2
282	во всех	11	2
283	нуждается в	1	2
284	говорит он	1	2
285	в форме	3	2
286	тем более	3	2
287	которой в	1	2
288	быть и	2	2
289	здесь не	2	2
290	целого и	1	2
291	и так	2	2
292	по этому	1	2
293	именно на	1	2
294	литературы с	1	2
295	литературы в	2	2
296	каждый из	2	2
297	чем они	2	2
298	мы можем	1	2
299	или иной	2	2
300	в соответствующих	1	2
301	и др	5	2
302	них и	1	2
303	не было	3	2
304	а так	1	2
305	в связи	8	2
306	с помощью	3	2
307	все более	1	2
308	с этим	5	2
309	этих случаях	1	2
310	этого слова	1	2
311	это есть	1	2
312	по существу	5	2
313	и прочими	1	2
314	но это	2	2
315	и развития	1	2
316	это уже	1	2
317	и сама	1	2
318	котором он	1	2
319	между ними	2	2
320	у них	2	2
321	бы в	1	2
322	конце концов	1	2
323	идет об	1	2
324	хотя в	1	2
325	нам не	1	2
326	не похожи	1	2
327	природе и	1	2
328	он и	1	2
329	ко времени	1	2
330	жизни и	8	2
331	и другие	3	2
332	и замкнутого	1	1
333	например в	1	1
334	относится и	1	1
335	на самом	1	1
336	значении этого	1	1
337	сохранять свое	1	1
338	это и	1	1
339	как такового	1	1
340	в средние	3	1
341	например у	1	1
342	проявляются в	1	1
343	можно говорить	1	1
344	права и	1	1
345	видеть в	1	1
346	был и	1	1
347	отношения к	4	1
348	которыми он	1	1
349	что всякий	1	1
350	бы уже	1	1
351	источников и	1	1
352	совпадающем с	1	1
353	развития человечества	2	1
354	та же	3	1
355	есть нечто	1	1
356	в полной	1	1
357	письма к	1	1
358	реальным и	1	1
359	и говорить	1	1
360	разумеется не	1	1
361	заключенных в	1	1
362	которые он	1	1
363	он был	2	1
364	в уста	2	1
365	жизни данного	1	1
366	не совпадающем	1	1
367	более того	1	1
368	иного рода	1	1
369	и вопрос	1	1
370	но как	1	1
371	ее месте	1	1
372	как в	4	1
373	на первые	1	1
374	отличие от	1	1
375	нет и	3	1
376	и речи	1	1
377	что они	4	1
378	форме и	1	1
379	связи и	1	1
380	всех ее	1	1
381	не входят	1	1
382	каждая из	1	1
383	у автора	1	1
384	идут в	1	1
385	искусстве и	1	1
386	кроме того	3	1
387	что по	1	1
388	право не	1	1
389	и художественного	3	1
390	для которой	1	1
391	заключение нашего	1	1
392	то в	2	1
393	них как	1	1
394	тем временем	1	1
395	из самых	2	1
396	в которой	1	1
397	остановиться на	1	1
398	и тот	1	1
399	только один	2	1
400	античности в	1	1
401	имеем в	3	1
402	не могла	2	1
403	вследствие этого	1	1
404	на его	1	1
405	обширный круг	1	1
406	с чем	1	1
407	идей и	1	1
408	оно было	2	1
409	в какой-то	1	1
410	перестает быть	2	1
411	не значит	1	1
412	же это	1	1
413	новое и	3	1
414	чтобы в	1	1
415	из него	1	1
416	его от	1	1
417	в содержание	1	1
418	как момент	1	1
419	одно и	1	1
420	как момента	1	1
421	всех отношениях	1	1
422	а затем	3	1
423	что все	2	1
424	они должны	1	1
425	и никакого	1	1
426	особенности в	1	1
427	этой традиции	1	1
428	лишь в	2	1
429	нечего и	1	1
430	лишь на	1	1
431	как говорили	1	1
432	чаще всего	1	1
433	особое отношение	1	1
434	все существенное	1	1
435	более глубокого	1	1
436	и такая	1	1
437	этим в	1	1
438	автора и	2	1
439	и того	1	1
440	народа и	1	1
441	она во-первых	1	1
442	одного и	1	1
443	и становится	2	1
444	во время	10	1
445	человеческой природы	2	1
446	его действий	1	1
447	бы на	1	1
448	имен и	1	1
449	никак не	1	1
450	с идеей	1	1
451	целого но	1	1
452	еще нет	3	1
453	представление о	2	1
454	вещи и	2	1
455	в отличие	1	1
456	далее в	2	1
457	от его	1	1
458	которых так	1	1
459	точку зрения	1	1
460	и вопросы	1	1
461	но он	2	1
462	что было	3	1
463	превратиться в	1	1
464	и эти	1	1
465	вещей и	7	1
466	ним в	1	1
467	и античными	1	1
468	в историческом	2	1
469	например и	1	1
470	языковых связей	1	1
471	не представляют	1	1
472	и своими	1	1
473	нет никакого	1	1
474	любви и	1	1
475	это обычно	1	1
476	в таких	1	1
477	природа и	2	1
478	самого начала	1	1
479	не по	1	1
480	представлением о	1	1
481	о таких	1	1
482	и имеет	2	1
483	греческого и	1	1
484	следовательно и	3	1
485	заключены в	1	1
486	соседстве с	4	1
487	так много	1	1
488	и всегда	2	1
489	почему в	1	1
490	правда в	1	1
491	под этим	1	1
492	в самой	2	1
493	слова как	1	1
494	по вопросу	1	1
495	этих двух	1	1
496	не понимать	1	1
497	за исключением	1	1
498	и является	1	1
499	во всем	1	1
500	бы нас	2	1
501	литературного развития	1	1
502	входят в	1	1
503	что на	3	1
504	в духе	2	1
505	содержанию и	1	1
506	человека в	6	1
507	и умение	1	1
508	и дух	2	1
509	должны быть	1	1
510	всего в	3	1
511	вопросы эти	3	1
512	оно не	1	1
513	в эпоху	4	1
514	для себя	1	1
515	приходит к	1	1
516	и о	2	1
517	как не	1	1
518	свою очередь	1	1
519	создает и	1	1
520	без всякого	2	1
521	для читателя	1	1
522	и этим	1	1
523	с самого	1	1
524	культуры и	1	1
525	на свой	1	1
526	достаточно чтобы	1	1
527	и которые	1	1
528	других и	1	1
529	еще в	1	1
530	том как	3	1
531	которое здесь	1	1
532	жизнь и	3	1
533	между собой	1	1
534	но здесь	2	1
535	имеет еще	1	1
536	и та	2	1
537	в риме	1	1
538	какие бы	1	1
539	может не	1	1
540	это было	1	1
541	все в	2	1
542	каждом из	2	1
543	вся эта	1	1
544	непосредственно в	1	1
545	наконец в	2	1
546	широким распространением	1	1
547	по они	1	1
548	в литературе	2	1
549	содержания но	1	1
550	значит что	2	1
551	тех пор	1	1
552	что здесь	2	1
553	рассуждение о	1	1
554	в греческом	5	1
555	них более	1	1
556	в новой	1	1
557	и дело	1	1
558	мы видим	2	1
559	могло быть	1	1
560	своем существе	1	1
561	в дальнейшей	1	1
562	мифологического и	2	1
563	всех его	1	1
564	дело здесь	1	1
565	времени как	1	1
566	роста и	1	1
567	по другим	1	1
568	себя в	1	1
569	есть в	1	1
570	и у	5	1
571	вернуться к	1	1
572	а это	1	1
573	участие в	1	1
574	сказано в	2	1
575	в так	1	1
576	свой собственный	1	1
577	для него	3	1
578	вообще в	1	1
579	руки и	1	1
580	ведь это	1	1
581	и цельного	1	1
582	к ним	2	1
583	бытия и	1	1
584	у него	9	1
585	чтобы не	1	1
586	и закреплены	1	1
587	момент в	1	1
588	и т.п	2	1
589	человеческого общения	1	1
590	эпоху возрождения	3	1
591	здесь в	6	1
592	все равно	1	1
593	после смерти	1	1
594	и прежде	3	1
595	на которые	1	1
596	в природе	1	1
597	в настоящем	1	1
598	и затем	2	1
599	что будет	1	1
600	не на	3	1
601	всю эту	2	1
602	в руках	1	1
603	среди них	1	1
604	человек в	2	1
605	одну из	1	1
606	в ряду	4	1
607	и том	1	1
608	на время	1	1
609	мира в	3	1
610	если не	2	1
611	связей и	1	1
612	во франции	2	1
613	и об	1	1
614	различным образом	1	1
615	и потому	2	1
616	полной ясностью	1	1
617	взгляде на	1	1
618	от целого	2	1
619	в изображении	1	1
620	закреплены традицией	1	1
621	наряду с	2	1
622	в европейской	1	1
623	в тех	1	1
624	быть только	1	1
625	чтобы определить	1	1
626	содержание но	1	1
627	это значит	3	1
628	с рядом	16	1
629	похож на	2	1
630	о жизни	1	1
631	или с	1	1
632	слова и	3	1
633	оба они	1	1
634	этого метода	1	1
635	имел в	1	1
636	к вопросу	3	1
637	с большой	2	1
638	на одной	1	1
639	и более	2	1
640	и от	2	1
641	по поводу	1	1
642	своему содержанию	1	1
643	он по	1	1
644	это как	1	1
645	которая в	1	1
646	в настоящее	1	1
647	и все	6	1
648	лишь как	1	1
649	из себя	1	1
650	еще более	4	1
651	как явление	2	1
652	них были	1	1
653	же в	4	1
654	потребность в	1	1
655	самому и	1	1
656	в системе	1	1
657	в свою	1	1
658	средние века	3	1
659	не быть	2	1
660	состоит из	1	1
661	темы и	1	1
662	совершенно не	1	1
663	себе самому	3	1
664	жизни а	2	1
665	одновременно и	1	1
666	ко всему	1	1
667	от природы	1	1
668	того почему	1	1
669	в заключение	2	1
670	частности в	1	1
671	греческому и	1	1
672	и стало	1	1
673	большой интерес	1	1
674	правда все	1	1
675	ее в	3	1
676	в таком	1	1
677	все что	2	1
678	этой точки	1	1
679	они не	1	1
