N	2gram	Bakhtin_Pr_3	Tvorches
1	у достоевского	17	28
2	и в	53	21
3	как бы	14	17
4	в то	5	15
5	то же	6	13
6	из подполья	5	13
7	в его	8	13
8	достоевского в	3	12
9	то есть	48	12
10	как и	11	12
11	же время	5	12
12	что в	2	12
13	с его	2	11
14	том что	5	11
15	подпольного человека	1	11
16	все это	8	10
17	в романе	1	10
18	как в	7	8
19	он не	3	8
20	достоевского с	3	8
21	то что	9	8
22	в году	1	7
23	и на	18	7
24	но в	5	7
25	что достоевский	1	7
26	не только	4	7
27	при этом	3	7
28	тем самым	1	7
29	во многом	2	7
30	у него	1	7
31	и не	15	7
32	в том	14	7
33	в этом	8	6
34	достоевского не	1	6
35	в преступлении	2	6
36	в творчестве	8	6
37	человека в	3	6
38	в котором	1	6
39	не менее	3	6
40	и его	10	6
41	он сам	4	6
42	о том	2	6
43	и все	10	6
44	что он	4	6
45	записки из	2	6
46	xix века	1	6
47	а в	2	6
48	жизни в	3	6
49	в этой	1	5
50	таким образом	6	5
51	вовсе не	3	5
52	в своих	2	5
53	его романов	1	5
54	потому что	5	5
55	как будто	2	5
56	только в	4	5
57	творчестве достоевского	5	5
58	может быть	12	5
59	концепция времени	1	5
60	а не	11	5
61	но это	3	5
62	это уже	1	5
63	хотя бы	2	5
64	человека и	7	4
65	в своем	1	4
66	в целом	1	4
67	в записках	1	4
68	самим собой	1	4
69	это не	6	4
70	в своей	3	4
71	мысли и	1	4
72	своего рода	3	4
73	достоевский не	1	4
74	творчества достоевского	10	4
75	в мире	5	4
76	времени и	2	4
77	одной из	4	4
78	для достоевского	3	4
79	преступлении и	2	4
80	униженных и	1	4
81	прежде всего	15	4
82	в момент	1	4
83	не может	2	4
84	и от	3	4
85	один из	6	4
86	с большой	2	4
87	скверный анекдот	1	4
88	и оскорбленных	1	4
89	одним из	3	4
90	и наказании	2	4
91	я и	1	3
92	ту же	1	3
93	на самом	1	3
94	это и	1	3
95	той же	5	3
96	я не	4	3
97	время в	1	3
98	что я	2	3
99	со всеми	8	3
100	творчество достоевского	2	3
101	хотя и	4	3
102	героев достоевского	2	3
103	в самом	2	3
104	в нем	10	3
105	он ни	1	3
106	в россии	1	3
107	на его	3	3
108	на земле	14	3
109	и по	3	3
110	в каждом	4	3
111	что все	1	3
112	и с	6	3
113	и других	9	3
114	на протяжении	5	3
115	авторской позиции	2	3
116	достоевского и	6	3
117	соответствии с	2	3
118	далеко не	2	3
119	в их	2	3
120	место в	2	3
121	представление о	1	3
122	даже в	1	3
123	человека но	1	3
124	самого начала	4	3
125	никогда не	2	3
126	записок из	1	3
127	он видит	1	3
128	с ее	1	3
129	и другие	9	3
130	с самого	3	3
131	в бесах	2	3
132	в дальнейшем	7	3
133	смешного человека	18	3
134	с ним	2	3
135	по мнению	1	3
136	во времени	1	3
137	уже не	1	3
138	уже в	2	3
139	записках из	1	3
140	говорит о	2	3
141	так как	7	3
142	в соответствии	2	3
143	в которой	2	3
144	связан с	1	3
145	и даже	2	3
146	с другой	2	3
147	но и	7	3
148	что человек	1	3
149	к человеку	2	3
150	в рассказе	2	3
151	в идиоте	1	3
152	ни на	1	3
153	но не	5	3
154	романов достоевского	1	3
155	достоевский как	1	3
156	не существует	1	3
157	но если	1	3
158	жизни и	9	3
159	ее в	3	3
160	это в	1	3
161	вряд ли	1	2
162	того же	2	2
163	мировоззрения и	1	2
164	действительности и	2	2
165	есть не	1	2
166	на первом	1	2
167	но она	1	2
168	и он	1	2
169	в ней	7	2
170	в отличие	1	2
171	не то	3	2
172	нет не	1	2
173	отличие от	1	2
174	и достоевский	1	2
175	человека его	1	2
176	в одной	2	2
177	когда он	1	2
178	и наконец	2	2
179	в сне	7	2
180	по достоевскому	1	2
181	но без	1	2
182	отчасти и	2	2
183	в себе	5	2
184	на площади	2	2
185	что она	1	2
186	тем не	2	2
187	так сказать	5	2
188	отношений между	1	2
189	ее по	1	2
190	здесь мы	2	2
191	а затем	4	2
192	в вечности	1	2
193	на лестнице	1	2
194	на достоевского	4	2
195	на миг	2	2
196	и тем	2	2
197	в беседе	2	2
198	ведет к	1	2
199	бога и	2	2
200	в один	2	2
201	в этих	5	2
202	сне смешного	5	2
203	не в	2	2
204	в пространстве	1	2
205	но он	2	2
206	по крайней	1	2
207	на свете	2	2
208	между людьми	3	2
209	и время	1	2
210	одна из	7	2
211	и притом	1	2
212	в основе	5	2
213	но только	1	2
214	с особым	1	2
215	к ней	1	2
216	людей и	1	2
217	личности в	1	2
218	в духе	8	2
219	нет ни	2	2
220	в направлении	1	2
221	могут быть	4	2
222	является одним	1	2
223	протяжении всего	1	2
224	где он	1	2
225	в жизни	8	2
226	и отношений	1	2
227	не могу	3	2
228	из главных	1	2
229	в средневековой	1	2
230	в себя	6	2
231	этот роман	1	2
232	так и	6	2
233	живет в	2	2
234	здесь нет	1	2
235	об этом	1	2
236	можно сказать	8	2
237	и та	1	2
238	других людей	1	2
239	жизни он	1	2
240	что и	3	2
241	во всей	4	2
242	крайней мере	1	2
243	в литературе	5	2
244	жизнь на	2	2
245	в двух	2	2
246	настасьи филипповны	2	2
247	тот же	2	2
248	традиции в	1	2
249	его произведений	3	2
250	тон рассказа	2	2
251	в качестве	1	2
252	человека с	1	2
253	так что	1	2
254	же и	1	2
255	и у	7	2
256	из них	4	2
257	гоголя и	1	2
258	мы находим	2	2
259	представлений о	1	2
260	только на	1	2
261	именно в	2	2
262	своего собственного	1	2
263	что не	1	2
264	влияние на	12	2
265	что для	1	2
266	в образах	1	2
267	и далее	1	2
268	его как	1	2
269	все более	1	2
270	вместе с	2	2
271	времени а	1	2
272	площади и	1	2
273	еще более	5	2
274	первом плане	1	2
275	перед нами	5	2
276	для этой	2	2
277	или в	1	2
278	ее и	1	2
279	сон о	1	2
280	личности и	1	2
281	в стихах	1	2
282	на смену	1	2
283	не знает	4	2
284	сказать что	10	2
285	одновременно и	3	2
286	себе не	1	2
287	и человек	1	2
288	к этому	4	2
289	всем и	1	1
290	от этой	1	1
291	в сфере	1	1
292	эта позиция	1	1
293	и через	3	1
294	связана с	2	1
295	в комнате	1	1
296	у бальзака	3	1
297	проявилась в	1	1
298	гостиная зал	1	1
299	но тем	1	1
300	не признает	1	1
301	очень много	1	1
302	лежащая в	1	1
303	из самых	2	1
304	вот его	1	1
305	и до	5	1
