N	2gram	Bakhtin_fo_1	Myslijsy
1	потому что	4	46
2	то есть	33	34
3	в том	9	32
4	и в	50	30
5	может быть	11	28
6	то же	11	23
7	не только	9	21
8	только в	4	21
9	для нас	2	20
10	но и	8	19
11	того что	2	18
12	том что	4	18
13	то что	6	18
14	что в	5	17
15	в себе	3	16
16	по себе	2	16
17	и проч	4	16
18	и не	14	15
19	не в	5	15
20	а не	3	15
21	таким образом	11	14
22	что и	3	13
23	так как	6	13
24	если бы	5	12
25	вместе с	3	12
26	а в	3	12
27	так и	12	11
28	что оно	1	11
29	этого слова	1	11
30	как в	6	10
31	в этом	25	10
32	как и	8	10
33	в то	9	10
34	мы не	3	9
35	из этих	1	9
36	в нем	24	9
37	было бы	2	9
38	тогда когда	2	9
39	для него	2	9
40	и то	4	8
41	в ней	4	8
42	в самом	8	8
43	что не	3	8
44	что мы	2	8
45	есть не	3	7
46	с одной	3	7
47	но не	5	7
48	с тем	3	7
49	тем что	2	7
50	как мы	14	7
51	так что	1	7
52	вовсе не	13	7
53	с другой	2	7
54	смысле этого	1	7
55	к тому	3	7
56	например в	6	6
57	же что	2	6
58	с этим	6	6
59	между собою	1	6
60	с ним	2	6
61	не имеет	4	6
62	те же	2	6
63	что он	1	6
64	уже не	2	6
65	то и	1	6
66	из них	1	6
67	но оно	2	6
68	не может	6	6
69	образ и	1	6
70	человека и	11	5
71	на деле	1	5
72	и т	8	5
73	еще не	5	5
74	по отношению	3	5
75	независимо от	1	5
76	в своем	4	5
77	и как	10	5
78	есть для	1	5
79	не следует	1	5
80	одно и	3	5
81	с другими	3	5
82	в них	4	5
83	же время	9	5
84	к ней	2	5
85	в каком	2	5
86	не могут	3	5
87	уже в	2	5
88	одно из	3	5
89	действует на	1	5
90	есть только	2	5
91	отношению к	5	5
92	должно быть	1	5
93	слова и	2	5
94	сказать что	3	5
95	тем же	1	4
96	не было	7	4
97	что это	1	4
98	бы не	1	4
99	он не	5	4
100	не к	2	4
101	но вместе	1	4
102	и по	2	4
103	в один	1	4
104	и при	1	4
105	себе не	1	4
106	в котором	4	4
107	это слово	1	4
108	и его	16	4
109	для того	5	4
110	оно не	2	4
111	и это	4	4
112	то время	4	4
113	можно бы	1	4
114	в его	13	4
115	один из	3	4
116	что даже	1	4
117	образа в	1	4
118	далеко не	2	4
119	себя и	3	4
120	быть только	3	4
121	если не	1	4
122	не дается	1	4
123	и потому	3	4
124	форма в	1	4
125	все это	4	4
126	этот образ	2	4
127	и от	1	4
128	тем более	1	4
129	мы должны	2	4
130	слово в	1	4
131	была бы	2	4
132	я и	1	3
133	и есть	1	3
134	и на	8	3
135	в чем	2	3
136	а только	2	3
137	в целом	2	3
138	при этом	3	3
139	в человеческой	1	3
140	в каждом	1	3
141	что все	2	3
142	и может	2	3
143	его в	3	3
144	и тогда	1	3
145	как бы	2	3
146	место в	2	3
147	образом и	1	3
148	есть еще	1	3
149	образом в	1	3
