N	2gram	Vinokur_St_3	Istorich
1	и в	25	24
2	не только	12	21
3	что он	19	21
4	и т	8	17
5	т д	2	16
6	т е	8	16
7	может быть	19	14
8	не может	7	14
9	что в	19	13
10	в этих	11	13
11	мы имеем	5	12
12	как в	6	12
13	в этом	24	12
14	в ином	1	12
15	и здесь	3	12
16	но и	9	11
17	это не	7	10
18	том что	15	10
19	и что	3	10
20	у него	9	10
21	мы видим	4	10
22	а в	6	10
23	все же	4	9
24	с другой	5	9
25	не в	6	9
26	о том	8	9
27	потому что	5	9
28	и другие	1	9
29	то же	5	8
30	еще не	2	8
31	показывает что	3	8
32	за того	1	8
33	что и	1	8
34	так как	3	8
35	другой стороны	5	8
36	а не	5	8
37	все это	8	8
38	или в	2	8
39	во всех	2	7
40	то что	12	7
41	таким образом	10	7
42	мы видели	1	7
43	одна из	2	7
44	к нему	4	7
45	что здесь	4	7
46	один из	2	7
47	в том	20	7
48	вместе с	2	7
49	что это	16	6
50	но не	2	6
51	как он	1	6
52	в нем	1	6
53	он не	5	6
54	всех этих	3	6
55	об этом	5	6
56	как и	4	6
57	для нас	1	6
58	и все	1	6
59	показывают что	1	6
60	а именно	1	6
61	того что	5	6
62	только в	6	6
63	ответ на	5	6
64	тем что	19	6
65	так же	1	6
66	с этой	3	6
67	во время	3	6
68	то это	1	5
69	в чем	4	5
70	с одной	2	5
71	отношение к	4	5
72	но в	5	5
73	имеем в	2	5
74	что она	1	5
75	не менее	2	5
76	с ним	1	5
77	в русской	6	5
78	дело не	2	5
79	ничего не	4	5
80	так и	5	5
81	представляют собой	1	5
82	одной стороны	3	5
83	там где	1	5
84	начинается с	1	4
85	он может	2	4
86	мы не	2	4
87	представляет собой	1	4
88	как бы	6	4
89	но все	2	4
90	точки зрения	7	4
91	в их	3	4
92	своего рода	3	4
93	тем не	2	4
94	по существу	1	4
95	не имеет	2	4
96	никогда не	2	4
97	со своим	1	4
98	в других	1	4
99	в сказках	1	4
100	своего отца	1	4
101	совершенно ясно	1	4
102	так в	1	4
103	что у	2	4
104	на вопрос	3	4
105	а она	1	4
106	ли он	1	4
107	то и	2	4
108	вовсе не	2	4
109	если не	1	4
110	в данном	1	4
111	в состоянии	1	4
112	и не	10	4
113	одной из	2	4
114	есть и	1	4
115	например в	4	3
116	видеть в	1	3
117	и он	1	3
118	с его	3	3
119	что они	2	3
120	кроме того	3	3
121	когда он	1	3
122	вот тебе	2	3
123	и наконец	3	3
124	из этих	6	3
125	в дальнейшем	1	3
126	на то	5	3
127	и если	3	3
128	том чтобы	2	3
129	и по	2	3
130	его в	1	3
131	в них	5	3
132	вопрос о	1	3
133	в конце	6	3
134	но они	2	3
135	как мы	2	3
136	тогда когда	2	3
137	того как	1	3
138	не все	1	3
139	что царь	1	3
140	и его	3	3
141	связи с	3	3
142	из одного	1	3
143	и этим	1	3
144	не столько	2	3
145	в образе	1	3
146	здесь нет	2	3
147	раньше чем	3	3
148	приходит к	1	3
149	и она	1	3
150	в качестве	4	3
151	чаще всего	1	3
152	так что	11	3
153	уже в	3	3
154	при помощи	2	3
155	не случайно	1	3
156	между прочим	3	3
157	возможно что	1	3
158	пришли к	2	3
159	по своим	1	3
160	но есть	2	3
161	связано с	5	3
162	в свете	1	3
163	вступает в	1	3
164	что за	1	3
165	этой точки	1	3
166	выше в	1	3
167	что мы	3	3
168	сих пор	2	3
169	но это	4	3
170	обращается к	3	3
171	ее в	2	3
172	выражено в	1	2
173	мы здесь	1	2
174	свое место	1	2
175	что эти	4	2
176	его не	2	2
177	она ему	1	2
178	время как	4	2
179	на себя	1	2
180	и ее	2	2
181	того же	2	2
182	и на	6	2
183	не знал	1	2
184	что его	2	2
185	если в	2	2
186	со стороны	3	2
187	не просто	2	2
188	которые не	1	2
189	в одной	2	2
190	с этим	7	2
191	и нет	1	2
192	этом же	1	2
193	что по	3	2
194	но эта	1	2
195	в самом	2	2
196	в которой	4	2
197	все эти	3	2
198	во многих	2	2
199	думать что	1	2
200	еще один	1	2
201	им в	2	2
202	и тот	2	2
203	на его	4	2
204	связанные с	1	2
205	прочим и	1	2
206	вместе со	1	2
207	было бы	7	2
208	известно что	2	2
209	должен был	2	2
210	и тем	4	2
211	ни в	5	2
212	этом мы	1	2
213	сам он	2	2
214	попадает в	3	2
215	этого не	1	2
216	здесь можно	1	2
217	даже там	1	2
218	их на	1	2
219	нас не	2	2
220	можно найти	2	2
221	в котором	5	2
222	из анализа	1	2
223	к этому	3	2
224	него есть	2	2
225	но он	3	2
226	что этот	3	2
227	того кто	1	2
228	нас к	2	2
229	тому что	3	2
230	вплоть до	1	2
231	в то	7	2
232	что такое	7	2
233	на него	1	2
234	что вы	1	2
235	вытекает из	1	2
236	к ней	4	2
237	друг друга	1	2
238	ему все	1	2
239	и это	5	2
240	не совсем	2	2
241	без всякого	2	2
242	в ее	1	2
243	более поздним	1	2
244	то время	4	2
245	на том	1	2
246	и когда	1	2
247	в многочисленных	1	2
248	но здесь	1	2
249	все дело	1	2
250	не стоит	1	2
251	все его	1	2
252	царь и	3	2
253	должно было	1	2
254	в форме	2	2
255	именно такое	1	2
256	тем более	3	2
257	здесь не	1	2
258	близок к	2	2
259	и так	1	2
260	по этому	3	2
261	конечно не	1	2
262	уже не	3	2
263	не можем	1	2
264	и у	2	2
265	что не	2	2
266	из них	1	2
267	мы знаем	1	2
268	это обстоятельство	1	2
269	не так	3	2
270	фольклорный материал	1	2
271	прежде всего	10	2
272	в особенности	4	2
273	до сих	2	2
274	женится на	1	2
275	связаны с	1	2
276	такое же	2	2
277	и др	4	2
278	иногда это	1	2
279	говорит о	1	2
280	и оно	1	2
281	что из	2	2
282	совершенно очевидно	1	2
283	в связи	3	2
284	связь с	4	2
285	он говорит	4	2
286	видит в	1	2
287	в литературе	1	2
288	а потом	1	2
289	когда она	1	2
290	по которому	1	2
291	был в	1	2
292	это значит	1	2
293	и такие	2	2
294	и о	1	2
295	отличается от	4	2
296	этом и	1	2
297	но для	1	2
298	это как	1	2
299	много но	1	2
300	причем в	1	2
301	отсюда же	1	2
302	сказать что	4	2
303	и эта	1	2
304	они не	1	2
305	они представляют	1	1
306	показывает его	1	1
307	ту же	1	1
308	отношения к	1	1
309	одним из	1	1
310	связана с	4	1
311	не имел	2	1
312	самом деле	2	1
313	как известно	1	1
314	говорилось выше	1	1
315	показать что	1	1
316	к этой	2	1
317	в чисто	2	1
318	не хочет	1	1
319	смысл этого	1	1
320	из его	7	1
321	должна быть	1	1
322	и больше	1	1
323	и посмотрим	1	1
324	есть не	1	1
325	можно и	1	1
326	я приду	2	1
327	герой который	1	1
328	это совершенно	1	1
329	этого нет	1	1
330	что если	2	1
331	ответить на	1	1
332	еще до	1	1
