N	3gram	Voloshinov_1	StatiiOP
1	в том что	3	17
2	для того чтобы	3	10
3	с точки зрения	20	8
4	можно было бы	2	8
5	до сих пор	8	7
6	в этом отношении	3	7
7	на самом деле	1	6
8	с другой стороны	5	6
9	во всяком случае	2	6
10	в самом деле	9	5
11	не может быть	13	5
12	в данном отношении	1	5
13	то же время	3	4
14	не только в	1	4
15	так и в	1	4
16	в то же	3	4
17	по отношению к	2	3
18	что же касается	1	3
19	в применении к	1	3
20	так же как	2	3
21	на эти вопросы	1	3
22	это не значит	1	3
23	ничего общего с	2	3
24	и в самом	1	3
25	но все же	3	3
26	одним и тем	1	2
27	в том числе	2	2
28	в этом случае	3	2
29	хотя бы и	1	2
30	но и в	1	2
31	том числе и	2	2
32	может быть и	3	2
33	но в то	2	2
34	с одной стороны	1	2
35	во втором случае	1	2
36	так или иначе	1	2
37	чуть ли не	1	2
38	тем что в	1	2
39	вовсе не в	1	2
40	вообще не существует	1	2
41	и тем же	1	2
42	вопрос о том	2	2
43	тем не менее	2	2
44	то все же	1	1
45	в каком же	1	1
46	в области других	1	1
47	а между тем	1	1
48	как это делает	1	1
49	времени не было	1	1
50	той или иной	1	1
51	а не в	1	1
52	как и во	1	1
53	в настоящее время	6	1
54	в этом смысле	2	1
55	ответ на эти	1	1
56	и та и	1	1
57	том что он	1	1
58	является не только	3	1
59	же как и	2	1
60	в одной из	1	1
61	сами по себе	1	1
62	конечно все эти	1	1
63	бы то ни	8	1
64	существует лишь в	1	1
65	в наше время	1	1
66	это вовсе не	1	1
67	сих пор и	1	1
68	на этот вопрос	3	1
69	и вовсе не	1	1
70	ту или иную	1	1
71	но и это	1	1
72	у нас не	1	1
73	ли отсюда что	1	1
74	быть и речи	2	1
75	и не было	1	1
76	не имеют прямого	1	1
77	прежде всего необходимо	1	1
78	в какой степени	2	1
79	случае можно было	1	1
80	второй половины xix	1	1
81	он не знает	1	1
82	в целом ряде	1	1
83	именно в том	1	1
84	значит что в	1	1
85	если бы это	1	1
86	а в том	1	1
87	сих пор не	1	1
88	таким образом в	1	1
89	мы на самом	1	1
90	во всех случаях	1	1
91	же отметить что	1	1
92	смысле этого слова	2	1
93	и не хочет	1	1
94	и без того	1	1
95	другой стороны и	1	1
96	и во всякой	1	1
97	как бы ни	1	1
98	и не может	9	1
99	того как он	1	1
100	ни о каком	1	1
101	должна опираться на	5	1
102	еще почти не	1	1
103	друг от друга	1	1
104	ни один культурный	1	1
105	та и другая	1	1
106	к тому что	1	1
107	в узком смысле	2	1
108	во многих отношениях	1	1
109	не должен быть	1	1
110	в конце концов	3	1
