N	2gram	Vygotskiy__4	KFilosof
1	может быть	12	43
2	в его	11	39
3	в нем	2	31
4	не может	6	27
5	и не	8	26
6	по отношению	1	25
7	и в	20	22
8	в себе	10	21
9	отношению к	1	21
10	не есть	2	19
11	и его	5	17
12	а не	7	17
13	только в	10	16
14	в этом	24	13
15	точки зрения	24	13
16	и это	2	12
17	но не	3	12
18	ни в	3	12
19	для него	2	12
20	все эти	5	11
21	в своей	7	11
22	не в	4	11
23	к нему	2	11
24	во всех	1	10
25	в своем	4	10
26	это не	5	10
27	с точки	11	10
28	все это	1	10
29	из себя	1	10
30	и есть	1	9
31	в их	12	9
32	в целом	11	9
33	для нее	1	9
34	но и	9	9
35	как бы	7	9
36	и для	4	9
37	было бы	8	8
38	если бы	5	8
39	со стороны	3	8
40	к единственному	1	7
41	то что	15	7
42	во всем	3	7
43	должен быть	1	7
44	на основе	10	7
45	в себя	1	7
46	и здесь	2	7
47	что и	9	7
48	себя в	3	7
49	конечно не	1	7
50	я не	1	6
51	отнюдь не	3	6
52	и я	1	6
53	он не	1	6
54	этот момент	1	6
55	и только	4	6
56	и действительно	1	6
57	совершенно не	3	6
58	уже не	1	6
59	и их	1	6
60	но это	1	6
61	в смысле	4	6
62	в действительном	2	6
63	в том	42	6
64	мы имеем	2	5
65	но как	2	5
66	все же	5	5
67	но в	3	5
68	не только	15	5
69	то же	16	5
70	но все	1	5
71	его в	6	5
72	как и	9	5
73	должно быть	3	5
74	от его	1	5
75	но эта	1	5
76	не имеет	2	5
77	никогда не	5	5
78	для себя	1	5
79	с ним	1	5
80	именно в	3	5
81	его как	1	5
82	в основе	17	5
83	не знает	2	5
84	как его	1	4
85	в действительной	1	4
86	быть в	1	4
87	в чем	3	4
88	при этом	12	4
89	не как	1	4
90	здесь мы	2	4
91	входит в	2	4
92	место в	2	4
93	тем самым	7	4
94	не по	2	4
95	о нем	1	4
96	в каком	2	4
97	с ними	1	4
98	и т.д	2	4
99	между тем	9	4
100	во всей	4	4
101	нисколько не	2	4
102	ни было	1	4
103	в одном	1	4
104	том что	35	4
105	для нас	4	4
106	а в	2	4
107	что в	19	4
108	в своих	1	4
109	самом деле	7	3
110	на самом	1	3
111	должна быть	2	3
112	предмета в	1	3
113	мы не	1	3
114	что это	2	3
115	в ней	2	3
116	еще не	2	3
117	и на	6	3
118	тем как	3	3
119	теоретическое положение	1	3
120	себе и	3	3
121	в акте	1	3
122	независимо от	1	3
123	бы не	1	3
124	и отношения	2	3
125	теории и	2	3
126	для того	5	3
127	и совершенно	1	3
128	из него	2	3
129	в каждом	2	3
130	этом смысле	8	3
131	нигде не	1	3
132	что этот	2	3
133	не менее	3	3
134	тогда когда	8	3
135	на язык	1	3
136	ничего не	1	3
137	целом и	2	3
138	и делает	1	3
139	могут быть	7	3
140	здесь не	2	3
141	ясно что	2	3
142	в виду	3	3
143	о том	5	3
144	и весь	1	3
145	положения и	1	3
146	ним и	1	3
147	того что	10	3
148	в современной	2	3
149	действительной жизни	1	3
150	и тем	8	3
151	в конкретной	1	3
152	тем что	7	3
153	от того	3	3
154	что не	1	3
155	в момент	1	3
156	вступает в	1	3
157	по своему	4	3
158	сознания и	1	3
159	а все	1	3
160	только с	1	3
161	не быть	1	3
162	в свою	2	3
163	в то	1	3
164	и то	10	2
165	он может	1	2
166	едва ли	2	2
167	и должен	1	2
168	а как	1	2
169	вопрос о	1	2
170	этот факт	1	2
171	ему в	1	2
172	мышления как	2	2
173	совсем не	1	2
174	в данном	2	2
175	один и	7	2
176	как в	5	2
177	и как	9	2
178	та же	1	2
179	в этой	3	2
180	нами в	4	2
181	и тот	7	2
182	т.е не	1	2
183	как оно	2	2
184	в виде	3	2
185	относит его	1	2
186	так и	5	2
187	то ни	1	2
188	и может	1	2
189	а по	1	2
190	действительности в	2	2
191	с тем	6	2
192	и того	5	2
193	тем не	1	2
194	войти в	1	2
195	по себе	1	2
196	тому что	4	2
197	раз и	1	2
198	что есть	1	2
199	что эта	3	2
200	в определенной	1	2
201	и отсюда	1	2
202	мышления и	14	2
