N	3gram	Vygotskiy__1	PoTuStor
1	с точки зрения	18	6
2	на самом деле	1	4
3	с самого начала	8	4
4	в этом смысле	1	3
5	до сих пор	4	3
6	по крайней мере	1	3
7	по сравнению с	5	3
8	во всяком случае	3	3
9	не может быть	5	3
10	и пр и	1	3
11	можно сказать что	4	3
12	так же как	5	2
13	в самом деле	2	2
14	все то что	1	2
15	о том что	6	2
16	в конечном счете	1	2
17	пр и пр	1	2
18	и в этом	1	2
19	если бы он	2	1
20	даже тогда когда	1	1
21	то что я	1	1
22	и столь же	1	1
23	дело в том	1	1
24	то же самое	3	1
25	же как и	4	1
26	на первый план	2	1
27	что можно было	1	1
28	целиком во всех	1	1
29	в свою противоположность	1	1
30	в этом отношении	4	1
31	можно было бы	3	1
32	подразделить на две	1	1
33	может привести к	1	1
34	с этой точки	1	1
35	вместе с тем	5	1
36	в каком отношении	1	1
37	только для того	1	1
38	полном согласии с	1	1
39	так как он	2	1
40	внешний мир в	1	1
41	том что мы	1	1
42	в данном случае	2	1
43	что может быть	2	1
44	шаг за шагом	2	1
45	с одной стороны	8	1
46	в высшей степени	4	1
47	в один прекрасный	1	1
48	а с другой	2	1
49	но вместе с	4	1
50	и его учениками	1	1
51	фрейдом и его	1	1
52	в немногих словах	1	1
53	во всей их	1	1
54	в том что	15	1
55	на вопрос о	2	1
56	этой точки зрения	1	1
57	с его помощью	1	1
58	и таким образом	2	1
59	только в этой	1	1
60	мы сейчас же	1	1
61	а вместе с	1	1
62	при этом неизбежно	1	1
63	и пр в	1	1
64	мы не можем	1	1
65	эту концепцию в	1	1
66	что в этой	1	1
67	говорить о том	1	1
68	во внешнем мире	1	1
69	и в известной	1	1
70	или во всяком	1	1
71	образов в один	1	1
72	его мысли и	1	1
73	есть прежде всего	2	1
74	на этом пути	1	1
75	таким образом и	2	1
76	в полном согласии	1	1
77	от того насколько	1	1
78	друг с другом	4	1
79	мы уже знаем	1	1
80	для того чтобы	15	1
81	можно подразделить на	1	1
82	той или иной	1	1
