N	2gram	Savitsky_P_1	Myslijsy
1	потому что	3	52
2	и в	14	39
3	может быть	5	27
4	в том	9	26
5	только в	7	25
6	не может	4	22
7	что в	4	22
8	не только	17	21
9	а не	2	21
10	в нем	3	20
11	но и	6	20
12	и не	12	18
13	том что	4	16
14	в этом	10	15
15	не в	5	15
16	если бы	4	14
17	в себе	3	13
18	было бы	6	12
19	в душе	1	11
20	мы не	3	10
21	по себе	4	10
22	и что	1	10
23	то что	4	10
24	что не	1	10
25	не есть	1	10
26	но в	9	9
27	как и	1	9
28	тогда когда	1	9
29	могут быть	3	9
30	для нас	2	9
31	мысли и	1	9
32	но не	3	8
33	точки зрения	3	8
34	того что	2	8
35	со стороны	2	8
36	вместе с	1	8
37	чувство и	1	8
38	в ней	6	7
39	в истории	1	7
40	с этим	2	7
41	духа и	2	7
42	это не	3	7
43	в этих	1	7
44	с другой	5	7
45	должно быть	2	7
46	и т	3	6
47	то же	9	6
48	все же	1	6
49	и как	3	6
50	и по	1	6
51	от нее	1	6
52	и наоборот	1	6
53	не менее	2	6
54	в каком	1	6
55	что и	1	6
56	еще не	1	6
57	в природе	1	6
58	как бы	4	6
59	во всех	2	5
60	с тем	3	5
61	не имеет	1	5
62	что при	1	5
63	между тем	3	5
64	в его	2	5
65	друг друга	1	5
66	так же	1	5
67	и потому	4	5
68	а в	4	5
69	другой стороны	1	5
70	вопрос о	1	4
71	есть нечто	2	4
72	бы ни	2	4
73	из этих	1	4
74	т д	1	4
75	в каждом	1	4
76	этом смысле	1	4
77	тем самым	3	4
78	в то	7	4
79	никогда не	1	4
80	же время	7	4
81	и притом	1	4
82	и других	2	4
83	само по	1	4
84	не было	2	4
85	к духу	1	4
86	прежде всего	3	4
87	там где	1	4
88	что мы	3	4
89	в смысле	6	4
90	не более	1	4
91	мы видим	1	4
92	должна быть	1	3
93	что если	1	3
94	и то	1	3
95	вопрос об	1	3
96	столь же	3	3
97	более как	1	3
98	в своем	4	3
99	помнить что	2	3
100	хотя и	3	3
101	что по	1	3
102	в самом	1	3
103	что это	1	3
104	думать что	2	3
105	ни были	1	3
106	прежде чем	1	3
107	что все	1	3
108	в мире	2	3
109	и с	2	3
110	заключается в	3	3
111	и тем	2	3
112	в жизни	2	3
113	в них	2	3
114	в этой	1	3
115	и при	1	3
116	и без	3	3
117	с точки	3	3
118	друг другу	2	3
119	она не	1	3
120	для того	3	3
121	с и	1	3
122	находятся в	1	3
123	как она	1	3
124	и это	2	3
125	когда в	1	3
126	к первому	1	3
127	но как	1	3
128	с одной	3	3
129	если мы	1	3
130	только на	1	3
131	одно из	1	3
132	представить себе	1	3
133	эти явления	1	3
134	были бы	1	3
135	нужно было	2	3
136	одной стороны	3	3
137	в сравнении	3	3
138	она может	1	3
139	об отношении	1	3
140	о котором	1	3
141	к этой	1	3
142	мы должны	4	3
143	как на	2	3
144	во всяком	1	3
145	в применении	1	2
146	и есть	2	2
147	тем же	1	2
148	можем представить	1	2
149	есть не	2	2
150	в некотором	1	2
151	есть для	1	2
152	не все	1	2
153	что во	1	2
154	что именно	1	2
155	и слова	1	2
156	могли бы	1	2
157	вопросом о	1	2
158	в которой	1	2
159	есть как	1	2
160	во многих	1	2
161	на то	1	2
162	но на	1	2
163	не могла	1	2
164	и если	4	2
165	мы можем	1	2
166	и более	1	2
167	для них	2	2
168	в г	1	2
169	эта мысль	1	2
170	и всегда	1	2
171	мнения о	1	2
172	того чтобы	1	2
173	в естественных	1	2
174	заключает в	2	2
175	в движении	1	2
176	сравнении с	3	2
177	с ее	1	2
178	в собственном	1	2
179	мысль о	2	2
180	только то	1	2
181	в отношениях	1	2
182	для этого	1	2
183	стремление к	1	2
184	никак не	2	2
185	связь между	1	2
186	и только	1	2
187	еще более	2	2
188	жизни народа	1	2
189	в народе	1	2
190	история и	1	2
191	есть в	2	2
192	же в	4	2
193	в начале	2	2
194	на свои	1	2
195	иначе как	1	2
196	к ним	1	2
197	в других	1	2
198	не были	1	2
199	некотором смысле	1	2
200	на основании	1	2
201	в одно	1	2
202	нет ничего	1	2
203	за тем	1	2
204	заключен в	1	2
205	применении к	1	2
206	можно думать	1	2
207	и о	5	2
208	стороны и	2	2
209	между прочим	2	2
210	нисколько не	1	2
211	к другим	1	2
212	слова но	2	2
213	тем более	2	2
214	хотя бы	8	2
215	только что	1	2
216	что оно	1	2
217	от этой	1	1
218	с утверждением	1	1
219	отношения к	2	1
220	например в	2	1
221	с с	2	1
222	же как	1	1
223	должен быть	1	1
224	которого в	1	1
225	переход от	2	1
226	и такое	1	1
227	собственном смысле	1	1
228	этом не	1	1
229	не столько	2	1
230	не вполне	1	1
231	на себя	1	1
232	которое в	2	1
233	духа с	1	1
234	и на	1	1
235	и многие	1	1
236	что его	1	1
237	в различных	1	1
238	бы мы	1	1
239	с его	1	1
240	стремления и	1	1
241	на сторону	1	1
242	два явления	1	1
243	жить и	1	1
244	если в	2	1
245	собою как	1	1
246	и действуют	1	1
247	духовную жизнь	2	1
248	более или	1	1
249	настоящую минуту	1	1
250	в известном	1	1
251	мира но	1	1
252	если он	1	1
253	взятые в	1	1
254	что каждая	1	1
255	как оно	1	1
256	связанные с	1	1
257	соприкасается с	1	1
258	не как	1	1
259	одно и	1	1
260	с формами	1	1
261	тем в	1	1
262	имеют в	1	1
263	его в	1	1
264	было в	2	1
265	чтобы дать	1	1
266	и мы	2	1
267	совершенно ясно	1	1
268	весь мир	1	1
269	из нее	1	1
270	далеко не	1	1
271	были в	1	1
272	и уже	1	1
273	в развитии	1	1
274	не доходят	1	1
275	нет никакого	1	1
276	или менее	1	1
277	дотоле не	1	1
278	и другие	1	1
279	что истина	1	1
280	нужно говорить	1	1
281	в отношении	10	1
282	в котором	4	1
283	в которых	5	1
284	любовь и	1	1
285	когда и	1	1
286	как одна	1	1
287	сами по	3	1
288	и эти	1	1
289	ее части	1	1
290	что есть	1	1
291	или что	1	1
292	что с	1	1
293	исторической и	1	1
294	наука и	1	1
295	создается в	2	1
296	духа а	1	1
297	и теперь	1	1
298	в исторические	1	1
