N	2gram	Tiupa_Hudo_2	Narrotol
1	не только	11	26
2	а не	14	17
3	представляет собой	1	16
4	тогда как	7	15
5	но и	9	15
6	при этом	11	14
7	в том	15	14
8	в качестве	4	14
9	и не	18	14
10	в этом	13	13
11	и в	28	13
12	том что	19	13
13	состоит в	7	12
14	такого рода	1	12
15	только в	4	11
16	в частности	7	11
17	с собачкой	9	10
18	может быть	8	10
19	в данном	2	10
20	у чехова	9	9
21	своего рода	16	9
22	сводится к	6	9
23	так и	8	9
24	то есть	1	9
25	к тому	7	9
26	а в	6	9
27	в себе	9	8
28	то что	6	8
29	не в	13	8
30	в тексте	5	8
31	не может	4	8
32	дамы с	2	7
33	иначе говоря	1	7
34	к себе	3	7
35	у него	5	6
36	в своем	5	6
37	все же	2	6
38	и к	2	6
39	но в	2	6
40	всего лишь	3	6
41	в жизни	8	6
42	никогда не	5	6
43	ничего не	5	6
44	данном случае	2	6
45	и т.п	1	6
46	можно сказать	6	6
47	а также	2	6
48	в его	11	6
49	вслед за	4	6
50	того что	1	6
51	со стороны	3	6
52	прежде всего	3	6
53	как бы	5	6
54	жизни в	7	6
55	героя в	1	6
56	я не	7	5
57	ответ на	2	5
58	что он	8	5
59	как в	5	5
60	хотя и	1	5
61	в нем	3	5
62	тем не	4	5
63	он не	4	5
64	и тем	1	5
65	точки зрения	2	5
66	в котором	6	5
67	место в	2	5
68	не столько	2	5
69	человеческого я	4	5
70	тем самым	2	5
71	в то	6	5
72	на него	3	5
73	о том	12	5
74	с одной	3	5
75	по отношению	7	5
76	с другой	3	5
77	одной стороны	3	5
78	себе самому	1	5
79	в той	1	5
80	я в	1	5
81	отношению к	7	5
82	то же	6	4
83	в ее	18	4
84	в этой	5	4
85	отнюдь не	2	4
86	перед нами	11	4
87	что это	5	4
88	тому же	2	4
89	в силу	1	4
90	уже не	10	4
91	в мире	7	4
92	об этом	7	4
93	в глазах	6	4
94	все его	3	4
95	и уже	4	4
96	читательского ожидания	1	4
97	в своей	6	4
98	в конце	1	4
99	не менее	5	4
100	при всей	1	4
101	но при	3	4
102	в себя	1	4
103	читателя в	1	4
104	времени и	1	4
105	если бы	6	4
106	как у	2	4
107	и т.д	2	4
108	в другом	2	4
