N	3gram	Losev_Prob_4	EvropaiC
1	в том что	8	16
2	до сих пор	1	12
3	с точки зрения	11	8
4	на самом деле	3	7
5	более или менее	2	7
6	на то что	1	7
7	мы говорили выше	1	6
8	для того чтобы	2	6
9	по сравнению с	1	5
10	то ясно что	1	4
11	в этой области	1	4
12	к тому же	2	4
13	с другой стороны	6	4
14	о том что	3	4
15	начало и конец	1	4
16	тем не менее	10	4
17	в конце концов	1	4
18	в настоящее время	1	3
19	и то что	1	3
20	так же как	1	3
21	в данном случае	5	3
22	в связи с	3	3
23	заключается в том	2	3
24	в том виде	2	2
25	и может быть	1	2
26	но так как	1	2
27	том что он	1	2
28	что же касается	1	2
29	принять во внимание	1	2
30	только то что	1	2
31	бы то ни	1	2
32	вместе с тем	3	2
33	именно потому что	1	2
34	то ни было	1	2
35	с одной стороны	1	2
36	чтобы все эти	1	2
37	друг к другу	1	2
38	во всяком случае	4	2
39	на себе отпечаток	1	2
40	нечего и говорить	1	2
41	как и в	1	2
42	в свою очередь	1	2
43	ничего общего с	2	2
44	но все же	1	2
45	в то же	2	2
46	если бы тот	1	1
47	а следовательно и	1	1
48	в чистом виде	2	1
49	хотя и не	2	1
50	еще далеко не	1	1
51	в других областях	1	1
52	том виде как	2	1
53	или лучше сказать	1	1
54	только в истории	1	1
55	он тоже будет	1	1
56	бы все это	1	1
57	иметь в виду	1	1
58	дело в том	1	1
59	то время как	2	1
60	мы можем не	1	1
61	это было бы	1	1
62	не говоря уже	2	1
63	что в данном	2	1
64	так что в	1	1
65	никак не может	1	1
66	то же самое	6	1
67	только в том	3	1
68	и не может	1	1
69	говоря уже о	1	1
70	они вовсе не	1	1
71	в зависимости от	3	1
72	также и то	1	1
73	то же отношение	1	1
74	нет ничего общего	2	1
75	а может быть	1	1
76	совершенно ясно что	1	1
77	том числе и	1	1
78	за то что	1	1
79	точно так же	3	1
80	в себе и	2	1
81	по крайней мере	6	1
82	одно и то	1	1
83	не говорить о	1	1
84	в том или	2	1
85	к ней и	1	1
86	свидетельствует о том	1	1
87	но и его	1	1
88	все эти черты	1	1
89	бороться с этим	1	1
90	и с точки	3	1
91	мы не знаем	1	1
92	на первый взгляд	1	1
93	на этой позиции	1	1
94	и в нашем	1	1
95	разобраться в том	1	1
96	вот тут-то и	1	1
97	не в том	1	1
98	не тем что	1	1
99	но именно в	1	1
100	том что они	1	1
101	во всем этом	1	1
102	о котором мы	1	1
103	и не очень	1	1
104	сливаются в одно	1	1
105	то ведь и	1	1
106	да и самих	1	1
107	а в том	1	1
108	не есть нечто	1	1
109	мы сказали выше	1	1
110	в то время	2	1
111	то есть в	6	1
112	с самого начала	1	1
113	не только не	4	1
114	и все они	2	1
115	не менее в	1	1
116	несмотря на все	1	1
117	и в сознании	1	1
118	еще не вполне	1	1
119	в другом случае	2	1
120	тут-то и возникает	1	1
121	говорили выше что	1	1
122	сильнее чем в	1	1
123	в том числе	1	1
124	к тому что	1	1
125	если бы все	1	1
126	несмотря на всю	1	1
127	для этого необходимо	1	1
128	мы только что	1	1
129	тот или иной	2	1
