N	2gram	Propp_Russ_2	Mirosoze
1	может быть	13	30
2	не только	10	29
3	и в	29	28
4	не может	5	28
5	но и	8	25
6	а не	4	25
7	в этом	11	20
8	не было	2	18
9	не в	4	16
10	потому что	5	16
11	в ней	1	15
12	в своей	2	15
13	человека и	1	14
14	и есть	1	14
15	он был	1	14
16	никогда не	2	14
17	до конца	3	14
18	в нем	1	13
19	и это	1	12
20	в самом	1	11
21	для него	1	11
22	и не	1	11
23	в своем	1	10
24	было бы	3	10
25	что в	22	10
26	прежде всего	2	10
27	что он	1	10
28	был бы	1	10
29	и потому	1	10
30	и все	4	10
31	те которые	1	9
32	с тем	6	9
33	но он	3	9
34	и его	1	9
35	в его	1	9
36	из самых	1	8
37	в котором	3	8
38	но не	5	8
39	не был	2	7
40	но в	5	7
41	в конце	1	7
42	к нему	4	7
43	того что	3	7
44	и на	6	6
45	в которой	2	6
46	в этой	3	6
47	все в	2	6
48	только в	1	6
49	вместе с	6	6
50	все это	10	6
51	в том	22	6
52	нет и	1	5
53	если он	2	5
54	от нее	1	5
55	это не	5	5
56	как и	11	5
57	что есть	1	5
58	у нас	4	5
59	то что	5	5
60	на поверхности	1	5
61	это и	2	4
62	отношение к	1	4
63	увидим что	1	4
64	не к	2	4
65	и по	3	4
66	должен был	3	4
67	в них	4	4
68	в этих	3	4
69	в их	2	4
70	в которых	4	4
71	до самой	1	4
72	к ней	2	4
73	она не	3	4
74	иной мир	1	4
75	мог бы	1	4
76	что и	2	4
77	в середине	1	4
78	один из	2	4
79	уже не	4	4
80	уже в	1	4
81	есть уже	1	4
82	ни с	1	4
83	а в	9	4
84	тем что	3	4
85	нет в	1	4
86	был в	1	4
87	и там	3	4
88	с этой	2	4
89	на пути	1	4
90	от него	1	4
91	вряд ли	2	3
92	не была	1	3
93	с этим	2	3
94	когда он	1	3
95	вера в	1	3
96	и еще	2	3
97	на этом	3	3
98	и с	10	3
99	его в	8	3
100	только одно	1	3
101	для них	2	3
102	мир в	1	3
103	том что	22	3
104	но если	3	3
105	не имеет	3	3
106	ничего не	1	3
