N	2gram	Propp_Isto_3	Formalny
1	т е	16	34
2	и в	22	24
3	в его	3	23
4	прежде всего	3	22
5	и не	12	20
6	так и	2	18
7	и пр	11	17
8	точки зрения	2	16
9	не может	4	16
10	в этом	17	15
11	в нем	9	14
12	может быть	11	14
13	таким образом	10	13
14	с точки	1	13
15	и т	16	12
16	в своем	2	11
17	как и	3	11
18	в своей	1	11
19	не менее	5	11
20	в ней	2	10
21	то же	6	10
22	вовсе не	2	10
23	и ее	3	10
24	и его	4	10
25	и их	1	10
26	а не	6	10
27	в то	2	9
28	и потому	2	9
29	все это	1	9
30	и на	4	8
31	как в	2	8
32	т д	15	8
33	и с	4	8
34	не в	4	8
35	в ее	1	8
36	то что	7	8
37	в свою	4	8
38	на самом	2	7
39	должна быть	1	7
40	с ее	1	7
41	не только	14	7
42	жизни и	2	7
43	и от	3	7
44	но и	12	7
45	еще не	10	6
46	самом деле	1	6
47	отнюдь не	1	6
48	в целом	3	6
49	все эти	4	6
50	в этой	5	6
51	как бы	1	6
52	входит в	1	6
53	как таковой	2	6
54	она не	4	6
55	свою очередь	1	6
56	в пределах	4	6
57	и здесь	7	6
58	до сих	5	6
59	в том	9	6
60	было бы	3	6
61	как это	4	6
62	сих пор	5	6
63	и все	3	6
64	а в	6	6
65	хотя бы	1	5
66	но в	10	5
67	при этом	2	5
68	по себе	1	5
69	и до	1	5
70	у нас	4	5
71	как мы	8	5
72	что бы	1	5
73	того что	5	5
74	только на	2	5
75	со стороны	3	5
76	с другой	7	5
77	и др	2	5
78	по отношению	2	4
79	независимо от	2	4
80	и к	3	4
81	главным образом	1	4
82	не как	1	4
83	в мире	1	4
84	с другими	1	4
85	друг друга	6	4
86	как на	1	4
87	при таком	1	4
88	никогда не	3	4
89	если бы	6	4
90	для этого	1	4
91	мы увидим	3	4
92	всяком случае	2	4
93	с одной	2	4
94	конечно не	1	4
95	одной стороны	2	4
96	в связи	3	4
97	в частности	5	4
98	отношению к	2	4
99	стороны и	3	4
100	с этой	1	4
101	быть и	3	4
102	что в	15	4
103	к этой	1	4
104	так же	3	4
105	во всяком	2	4
106	это и	1	3
107	действительности и	1	3
108	мы не	1	3
109	но не	7	3
110	со всеми	1	3
111	отношение к	4	3
112	все же	5	3
113	целый ряд	3	3
114	и как	3	3
115	если он	2	3
116	человек не	1	3
117	он не	5	3
118	перестает быть	1	3
119	всех этих	2	3
120	так например	1	3
121	на все	2	3
122	его в	3	3
123	подходит к	1	3
124	в жизни	2	3
125	в них	6	3
126	они не	4	3
127	но для	1	3
128	связи с	6	3
129	отличается от	1	3
130	к тому	3	3
131	здесь не	3	3
132	ясно что	1	3
133	как она	1	3
134	один из	5	3
135	в большинстве	1	3
136	в особенности	2	3
137	и даже	2	3
138	не было	2	3
139	на фоне	1	3
140	направление в	1	3
141	смысле этого	1	3
142	ничем не	1	3
143	этого слова	1	3
144	в основном	1	3
145	но это	3	3
146	она должна	1	3
147	же в	2	3
148	от всех	1	3
149	что он	9	3
150	же как	2	2
151	и это	2	2
152	его не	3	2
153	а как	1	2
154	вопрос о	2	2
