N	2gram	Bakhtin_Fr_4	slovoVRo
1	в романе	10	46
2	и в	29	39
3	может быть	2	37
4	и его	8	33
5	то есть	21	26
6	не только	10	24
7	и не	16	22
8	но и	9	21
9	не может	2	20
10	в нем	5	19
11	до конца	5	17
12	в этом	11	16
13	все это	4	16
14	так и	11	15
15	отличие от	1	13
16	как в	2	13
17	в отличие	1	12
18	вовсе не	9	10
19	и с	9	9
20	таким образом	20	8
21	себя в	2	8
22	прежде всего	8	8
23	слова и	1	8
24	точки зрения	4	8
25	еще не	4	7
26	с его	4	7
27	в него	1	7
28	при этом	3	7
29	в этих	2	7
30	для него	1	7
31	с ним	2	7
32	никогда не	2	7
33	как мы	10	7
34	в его	8	7
35	и даже	3	7
36	и потому	1	7
37	как бы	8	7
38	в сущности	6	6
39	но не	2	6
40	в своем	3	6
41	все же	3	6
42	и к	2	6
43	но в	12	6
44	все эти	9	6
45	удельный вес	1	6
46	так сказать	2	6
47	в них	7	6
48	в слове	2	6
49	как и	12	6
50	в большинстве	6	6
51	человек в	1	6
52	там где	3	6
53	жизни и	4	6
54	в быту	1	5
55	это не	5	5
56	том что	3	5
57	но все	1	5
58	мира и	4	5
59	с другой	4	5
60	романа в	1	5
61	один из	4	5
62	в том	7	5
63	с ними	3	5
64	с одной	2	5
65	конечно не	4	5
66	уже не	2	5
67	и их	3	5
68	одной стороны	2	5
69	большинстве случаев	5	5
70	в плане	4	5
71	остается в	1	5
72	и для	2	5
73	только в	2	5
74	для нас	1	5
75	от него	1	5
76	и все	13	5
77	и наконец	2	5
78	отношения к	1	4
79	и на	11	4
80	отношение к	1	4
81	сливается с	1	4
82	связанные с	4	4
83	всех этих	3	4
84	в узком	3	4
85	то же	10	4
86	его в	9	4
87	входит в	1	4
88	ни в	2	4
89	в отношении	1	4
90	в то	10	4
91	в основе	2	4
92	же время	8	4
93	во всем	1	4
94	здесь не	3	4
95	но здесь	2	4
96	борьба с	1	4
97	дело с	1	4
98	поэтому и	5	4
99	для всех	1	4
100	и других	3	4
101	так как	7	4
102	даже и	2	4
103	и др	4	4
104	с помощью	4	4
105	на фоне	1	4
106	узком смысле	2	4
107	в той	2	4
108	в эпосе	1	4
109	в таком	1	4
110	ту же	1	3
111	в чисто	1	3
112	должна быть	1	3
113	той же	3	3
114	человека и	1	3
115	говорить о	1	3
116	в чем	3	3
117	стороны и	1	3
118	перед нами	4	3
119	и как	3	3
120	не приходится	1	3
121	бы и	1	3
122	с их	1	3
123	борьбы с	1	3
124	со всею	1	3
125	на этом	2	3
126	еще раз	2	3
127	с точки	2	3
128	не столько	2	3
129	не была	1	3
130	связи с	2	3
131	этом отношении	1	3
132	в ней	3	3
133	а также	2	3
134	к нему	3	3
135	что и	1	3
136	слов и	3	3
137	в свете	1	3
138	быть и	1	3
139	этого процесса	1	3
140	или даже	1	3
141	у него	5	3
142	отметить что	3	3
143	рядом с	5	3
144	в особенности	2	3
145	связан с	4	3
146	здесь в	6	3
147	в свою	1	3
148	в некоторых	1	3
149	смысла и	1	3
150	и там	1	3
151	как к	3	3
152	и от	1	3
153	но это	4	3
154	что в	1	3
155	сказать что	5	3
156	речи и	1	3
157	одновременно и	3	3
158	также и	4	2
159	при каких	1	2
160	xvii века	1	2
161	это и	5	2
162	романе не	2	2
163	с таким	2	2
164	мы уже	10	2
165	мы не	1	2
166	но она	2	2
167	с ее	3	2
168	конечно и	3	2
169	по замыслу	1	2
170	подчеркнуть что	1	2
171	всех сторон	1	2
172	на них	2	2
173	его так	3	2
174	но как	3	2
175	не все	1	2
176	в новом	2	2
177	и свои	3	2
178	сплетаются в	1	2
179	за пределы	1	2
180	связи и	2	2
181	с этим	1	2
182	и различные	1	2
183	кроме того	2	2
184	хотя и	2	2
185	более или	3	2
186	время это	2	2
187	в нашем	4	2
188	в себе	3	2
